ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.637,-1.579,1.223,-1.02,1.778,1.258,-37.9,33.4,1.5,59809,2016-08-02 15:31:41:606
1.177,-5.603,-4.187,-1.02,1.778,1.258,-35.4,34.9,4.3,59910,2016-08-02 15:31:41:707
1.177,-5.603,-4.187,-0.361,1.073,-0.923,-32.1,37.9,7.1,60011,2016-08-02 15:31:41:808
2.13,-6.006,3.332,-0.361,1.073,-0.923,-32.1,37.9,7.1,60109,2016-08-02 15:31:41:906
2.13,-6.006,3.332,1.435,-1.576,-0.016,-32.1,37.9,7.1,60209,2016-08-02 15:31:42:006
4.429,-8.944,0.042,1.435,-1.576,-0.016,-32.2,38.7,6.0,60313,2016-08-02 15:31:42:110
4.429,-8.944,0.042,1.435,-1.576,-0.016,-32.2,38.7,6.0,60409,2016-08-02 15:31:42:206
1.756,-12.13,-1.28,0.105,-0.337,-0.04,-34.6,37.0,1.0,60509,2016-08-02 15:31:42:306
1.756,-12.13,-1.28,0.105,-0.337,-0.04,-34.6,37.0,1.0,60611,2016-08-02 15:31:42:408
8.865,-15.164,-0.563,-0.4,-1.111,1.549,-37.0,34.1,-1.6,60709,2016-08-02 15:31:42:506
4.28,-1.5,0.833,-0.4,-1.111,1.549,-37.0,34.1,-1.6,60809,2016-08-02 15:31:42:606
4.28,-1.5,0.833,-0.4,-1.111,1.549,-34.7,35.0,2.5,60913,2016-08-02 15:31:42:710
1.346,-7.869,-3.505,2.415,0.639,-0.662,-34.7,35.0,2.5,61009,2016-08-02 15:31:42:806
1.346,-7.869,-3.505,2.415,0.639,-0.662,-31.1,37.5,6.8,61111,2016-08-02 15:31:42:908
0.499,-8.98,3.502,2.09,-1.785,-1.185,-31.1,37.5,6.8,61209,2016-08-02 15:31:43:006
0.499,-8.98,3.502,2.09,-1.785,-1.185,-29.3,39.2,7.9,61309,2016-08-02 15:31:43:106
3.882,-8.513,0.586,1.171,-1.823,-0.775,-29.3,39.2,7.9,61411,2016-08-02 15:31:43:208
3.882,-8.513,0.586,1.171,-1.823,-0.775,-31.7,38.2,2.8,61513,2016-08-02 15:31:43:310
-1.502,-11.743,-1.594,1.171,-1.823,-0.775,-31.7,38.2,2.8,61610,2016-08-02 15:31:43:407
7.198,-13.397,4.416,-2.147,0.285,0.957,-35.6,35.2,-1.6,61709,2016-08-02 15:31:43:506
7.198,-13.397,4.416,-2.147,0.285,0.957,-35.6,35.2,-1.6,61814,2016-08-02 15:31:43:611
0.613,-4.353,1.059,-0.81,0.456,1.133,-36.1,34.4,-1.6,61911,2016-08-02 15:31:43:708
0.613,-4.353,1.059,-0.81,0.456,1.133,-36.1,34.4,-1.6,62011,2016-08-02 15:31:43:808
-4.212,-19.535,-10.676,-0.81,0.456,1.133,-33.7,35.6,2.6,62109,2016-08-02 15:31:43:906
-4.212,-19.535,-10.676,-1.147,-0.205,0.524,-33.7,35.6,2.6,62209,2016-08-02 15:31:44:006
3.23,-2.81,7.456,-1.147,-0.205,0.524,-30.6,38.6,5.6,62309,2016-08-02 15:31:44:106
3.23,-2.81,7.456,2.083,-0.977,0.026,-30.6,38.6,5.6,62409,2016-08-02 15:31:44:206
4.077,-7.951,1.142,2.083,-0.977,0.026,-30.9,38.2,2.8,62509,2016-08-02 15:31:44:306
0.167,-10.238,-0.371,0.746,-1.238,-0.713,-30.9,38.2,2.8,62608,2016-08-02 15:31:44:405
0.167,-10.238,-0.371,0.746,-1.238,-0.713,-33.5,35.9,-0.8,62709,2016-08-02 15:31:44:506
0.607,-10.783,-3.997,0.746,-1.238,-0.713,-33.5,35.9,-0.8,62809,2016-08-02 15:31:44:606
0.607,-10.783,-3.997,-2.898,0.405,1.118,-36.0,33.4,-4.1,62909,2016-08-02 15:31:44:706
-1.827,-11.275,-0.107,-2.898,0.405,1.118,-36.0,33.4,-4.1,63009,2016-08-02 15:31:44:806
-1.827,-11.275,-0.107,-0.27,0.991,0.744,-35.5,34.0,-1.1,63109,2016-08-02 15:31:44:906
1.048,-5.652,-0.073,-0.27,0.991,0.744,-35.5,34.0,-1.1,63209,2016-08-02 15:31:45:006
10.121,-15.246,-0.065,-0.221,1.038,-0.543,-32.4,36.8,2.1,63311,2016-08-02 15:31:45:108
10.121,-15.246,-0.065,-0.221,1.038,-0.543,-32.4,36.8,2.1,63411,2016-08-02 15:31:45:208
-2.494,-19.585,-0.294,-0.221,1.038,-0.543,-29.5,39.5,3.5,63511,2016-08-02 15:31:45:308
-2.494,-19.585,-0.294,1.323,-2.618,-0.381,-29.5,39.5,3.5,63610,2016-08-02 15:31:45:407
3.762,-9.182,-2.941,1.323,-2.618,-0.381,-30.8,38.5,-0.3,63711,2016-08-02 15:31:45:508
3.762,-9.182,-2.941,1.025,-0.066,-0.327,-30.8,38.5,-0.3,63811,2016-08-02 15:31:45:608
3.892,-12.36,1.242,1.025,-0.066,-0.327,-34.1,35.4,-2.7,63910,2016-08-02 15:31:45:707
3.892,-12.36,1.242,1.025,-0.066,-0.327,-34.1,35.4,-2.7,64010,2016-08-02 15:31:45:807
10.537,-14.314,-0.317,-1.818,0.033,0.71,-36.8,32.6,-4.1,64110,2016-08-02 15:31:45:907
10.537,-14.314,-0.317,-1.818,0.033,0.71,-36.8,32.6,-4.1,64211,2016-08-02 15:31:46:008
3.247,-0.515,0.764,1.044,2.158,-0.055,-34.1,34.1,2.1,64311,2016-08-02 15:31:46:108
0.272,-5.422,-2.632,1.044,2.158,-0.055,-34.1,34.1,2.1,64410,2016-08-02 15:31:46:207
0.272,-5.422,-2.632,1.044,2.158,-0.055,-31.3,36.7,6.2,64510,2016-08-02 15:31:46:307
1.745,-6.351,4.207,-0.474,-0.011,0.101,-31.3,36.7,6.2,64610,2016-08-02 15:31:46:407
1.745,-6.351,4.207,-0.474,-0.011,0.101,-30.8,37.2,6.0,64709,2016-08-02 15:31:46:506
5.705,-7.572,1.174,1.651,0.299,0.497,-30.8,37.2,6.0,64809,2016-08-02 15:31:46:606
5.705,-7.572,1.174,1.651,0.299,0.497,-33.5,36.3,0.4,64909,2016-08-02 15:31:46:706
-0.511,-12.635,-3.754,-0.381,-0.094,-0.175,-33.5,36.3,0.4,65010,2016-08-02 15:31:46:807
-0.511,-12.635,-3.754,-0.381,-0.094,-0.175,-36.6,33.4,-4.1,65110,2016-08-02 15:31:46:907
6.9,-13.41,2.728,-0.381,-0.094,-0.175,-36.6,33.4,-4.1,65210,2016-08-02 15:31:47:007
1.347,-4.203,0.663,-2.25,-2.519,0.895,-36.6,33.4,-4.1,65310,2016-08-02 15:31:47:107
1.347,-4.203,0.663,-2.25,-2.519,0.895,-35.3,34.8,-1.9,65411,2016-08-02 15:31:47:208
-5.331,-19.609,-11.782,0.793,0.309,-0.556,-35.3,34.8,-1.9,65511,2016-08-02 15:31:47:308
-5.331,-19.609,-11.782,0.793,0.309,-0.556,-31.7,37.3,2.8,65610,2016-08-02 15:31:47:407
3.314,-2.079,7.023,0.793,0.309,-0.556,-31.7,37.3,2.8,65709,2016-08-02 15:31:47:506
3.314,-2.079,7.023,1.591,-1.221,-1.777,-28.6,40.4,5.2,65809,2016-08-02 15:31:47:606
3.763,-7.992,1.623,1.591,-1.221,-1.777,-28.6,40.4,5.2,65909,2016-08-02 15:31:47:706
3.763,-7.992,1.623,0.145,-0.151,-0.731,-30.7,38.7,1.4,66010,2016-08-02 15:31:47:807
-0.317,-10.608,0.789,0.145,-0.151,-0.731,-30.7,38.7,1.4,66111,2016-08-02 15:31:47:908
-0.29,-11.201,-0.821,-2.683,0.379,1.18,-34.1,35.6,-2.5,66211,2016-08-02 15:31:48:008
-0.29,-11.201,-0.821,-2.683,0.379,1.18,-34.1,35.6,-2.5,66311,2016-08-02 15:31:48:108
-1.697,-9.958,1.641,-2.683,0.379,1.18,-35.6,33.8,-3.9,66410,2016-08-02 15:31:48:207
-1.697,-9.958,1.641,-0.712,0.726,1.537,-35.6,33.8,-3.9,66509,2016-08-02 15:31:48:306
0.611,-7.148,-2.52,-0.712,0.726,1.537,-33.3,35.7,0.8,66609,2016-08-02 15:31:48:406
0.611,-7.148,-2.52,-1.196,-0.196,0.863,-33.3,35.7,0.8,66710,2016-08-02 15:31:48:507
9.082,-17.753,-7.605,-1.196,-0.196,0.863,-29.6,39.1,4.6,66809,2016-08-02 15:31:48:606
9.082,-17.753,-7.605,-1.196,-0.196,0.863,-29.6,39.1,4.6,66909,2016-08-02 15:31:48:706
-3.507,-8.814,-7.567,2.021,-1.048,-0.481,-29.3,39.7,4.9,67011,2016-08-02 15:31:48:808
0.693,-9.082,2.728,2.021,-1.048,-0.481,-29.3,39.7,4.9,67111,2016-08-02 15:31:48:908
0.693,-9.082,2.728,0.774,-1.075,-0.818,-31.7,37.9,0.4,67211,2016-08-02 15:31:49:008
1.072,-13.636,-5.981,0.774,-1.075,-0.818,-31.7,37.9,0.4,67308,2016-08-02 15:31:49:105
1.072,-13.636,-5.981,-2.81,-0.234,1.527,-34.8,34.8,-2.5,67409,2016-08-02 15:31:49:206
8.334,-12.17,-2.054,-2.81,-0.234,1.527,-34.8,34.8,-2.5,67509,2016-08-02 15:31:49:306
8.334,-12.17,-2.054,-2.81,-0.234,1.527,-34.5,34.0,-1.3,67609,2016-08-02 15:31:49:406
4.087,-2.348,-0.211,-0.303,1.037,0.582,-34.5,34.0,-1.3,67709,2016-08-02 15:31:49:506
4.087,-2.348,-0.211,-0.303,1.037,0.582,-31.7,35.2,3.7,67809,2016-08-02 15:31:49:606
0.228,-6.791,-0.551,-0.047,1.725,-0.482,-31.7,35.2,3.7,67909,2016-08-02 15:31:49:706
3.825,-0.852,5.38,-0.047,1.725,-0.482,-27.5,38.2,6.5,68009,2016-08-02 15:31:49:806
3.825,-0.852,5.38,-0.047,1.725,-0.482,-27.5,38.2,6.5,68109,2016-08-02 15:31:49:906
4.532,-8.371,1.563,1.326,-1.309,0.005,-27.5,38.2,5.7,68209,2016-08-02 15:31:50:006
4.532,-8.371,1.563,1.326,-1.309,0.005,-27.5,38.2,5.7,68311,2016-08-02 15:31:50:108
-0.14,-13.113,-3.119,0.941,-0.381,-0.676,-29.7,36.2,2.7,68409,2016-08-02 15:31:50:206
-0.14,-13.113,-3.119,0.941,-0.381,-0.676,-29.7,36.2,2.7,68510,2016-08-02 15:31:50:307
4.167,-14.814,3.926,-0.783,0.89,1.246,-32.5,32.4,1.9,68611,2016-08-02 15:31:50:408
4.167,-14.814,3.926,-0.783,0.89,1.246,-32.5,32.4,1.9,68709,2016-08-02 15:31:50:506
1.244,-5.616,0.921,-0.783,0.89,1.246,-31.9,29.6,6.4,68809,2016-08-02 15:31:50:606
0.382,-17.269,-13.125,0.732,1.91,-0.164,-31.9,29.6,6.4,68910,2016-08-02 15:31:50:707
0.382,-17.269,-13.125,0.732,1.91,-0.164,-31.8,26.7,10.7,69011,2016-08-02 15:31:50:808
4.686,-14.882,-4.781,1.005,0.47,-0.887,-31.8,26.7,10.7,69109,2016-08-02 15:31:50:906
4.686,-14.882,-4.781,1.005,0.47,-0.887,-33.8,25.1,11.5,69211,2016-08-02 15:31:51:008
-4.284,-8.712,-6.694,1.005,0.47,-0.887,-33.8,25.1,11.5,69312,2016-08-02 15:31:51:109
-4.284,-8.712,-6.694,1.456,1.456,0.878,-39.4,22.6,8.3,69409,2016-08-02 15:31:51:206
-0.998,-10.022,2.031,1.456,1.456,0.878,-39.4,22.6,8.3,69511,2016-08-02 15:31:51:308
-0.998,-10.022,2.031,0.275,-0.273,0.091,-43.7,19.9,6.7,69609,2016-08-02 15:31:51:406
-0.702,-14.781,-3.47,0.275,-0.273,0.091,-43.7,19.9,6.7,69711,2016-08-02 15:31:51:508
-3.038,-11.158,0.604,-1.681,-3.266,0.498,-45.4,18.8,5.2,69810,2016-08-02 15:31:51:607
-3.038,-11.158,0.604,-1.681,-3.266,0.498,-45.4,18.8,5.2,69909,2016-08-02 15:31:51:706
1.632,-2.372,-0.31,-1.681,-3.266,0.498,-41.9,22.2,6.6,70009,2016-08-02 15:31:51:806
1.632,-2.372,-0.31,2.345,0.638,-0.49,-41.9,22.2,6.6,70109,2016-08-02 15:31:51:906
10.618,-17.227,0.172,2.345,0.638,-0.49,-36.5,27.1,5.9,70211,2016-08-02 15:31:52:008
10.618,-17.227,0.172,1.776,-3.298,-1.003,-36.5,27.1,5.9,70311,2016-08-02 15:31:52:108
-0.177,-19.603,-1.328,1.776,-3.298,-1.003,-32.7,28.2,6.1,70410,2016-08-02 15:31:52:207
-0.177,-19.603,-1.328,1.776,-3.298,-1.003,-32.7,28.2,6.1,70509,2016-08-02 15:31:52:306
0.214,-10.096,-2.942,1.214,-2.335,-0.773,-34.1,24.7,4.1,70611,2016-08-02 15:31:52:408
4.008,-12.43,-0.163,1.214,-2.335,-0.773,-34.1,24.7,4.1,70709,2016-08-02 15:31:52:506
4.008,-12.43,-0.163,-0.768,0.282,-0.122,-36.0,20.5,4.4,70809,2016-08-02 15:31:52:606
5.924,-12.186,0.083,-0.768,0.282,-0.122,-36.0,20.5,4.4,70909,2016-08-02 15:31:52:706
5.924,-12.186,0.083,-1.222,-0.994,1.706,-36.5,16.9,3.6,71009,2016-08-02 15:31:52:806
3.215,-0.804,-0.019,-1.222,-0.994,1.706,-36.5,16.9,3.6,71109,2016-08-02 15:31:52:906
3.215,-0.804,-0.019,-1.222,-0.994,1.706,-31.7,18.5,0.1,71209,2016-08-02 15:31:53:006
-3.888,-11.942,-12.217,0.485,0.101,-0.981,-31.7,18.5,0.1,71309,2016-08-02 15:31:53:106
-3.888,-11.942,-12.217,0.485,0.101,-0.981,-24.5,18.0,-4.7,71408,2016-08-02 15:31:53:205
1.478,-5.371,-4.156,0.225,0.821,-0.623,-24.5,18.0,-4.7,71509,2016-08-02 15:31:53:306
1.723,-5.327,-0.998,0.225,0.821,-0.623,-19.9,13.8,-4.0,71608,2016-08-02 15:31:53:405
1.723,-5.327,-0.998,0.225,0.821,-0.623,-19.9,13.8,-4.0,71708,2016-08-02 15:31:53:505
1.916,-11.182,0.634,1.454,-0.289,-0.438,-23.1,7.1,0.3,71809,2016-08-02 15:31:53:606
1.916,-11.182,0.634,1.454,-0.289,-0.438,-23.1,7.1,0.3,71909,2016-08-02 15:31:53:706
9.691,-15.182,2.215,-2.655,0.332,1.386,-30.1,5.4,1.7,72008,2016-08-02 15:31:53:805
9.691,-15.182,2.215,-2.655,0.332,1.386,-30.1,5.4,1.7,72109,2016-08-02 15:31:53:906
3.534,-2.02,-0.245,0.113,2.235,0.46,-30.9,10.7,0.8,72209,2016-08-02 15:31:54:006
3.534,-2.02,-0.245,0.113,2.235,0.46,-30.9,10.7,0.8,72309,2016-08-02 15:31:54:106
-2.107,-19.514,-10.139,0.113,2.235,0.46,-26.4,18.7,1.3,72410,2016-08-02 15:31:54:207
2.475,-19.609,-7.269,-0.262,1.975,0.105,-26.4,18.7,1.3,72509,2016-08-02 15:31:54:306
2.475,-19.609,-7.269,-0.262,1.975,0.105,-26.4,18.7,1.3,72609,2016-08-02 15:31:54:406
-6.514,-9.782,-4.189,2.044,-2.783,-1.122,-22.2,25.0,4.7,72709,2016-08-02 15:31:54:506
-6.514,-9.782,-4.189,2.044,-2.783,-1.122,-22.2,25.0,4.7,72809,2016-08-02 15:31:54:606
2.443,-8.29,2.936,2.044,-2.783,-1.122,-25.0,26.2,6.5,72909,2016-08-02 15:31:54:706
2.443,-8.29,2.936,0.721,-1.379,-1.125,-25.0,26.2,6.5,73009,2016-08-02 15:31:54:806
0.508,-14.742,-5.873,0.721,-1.379,-1.125,-29.9,26.5,6.7,73109,2016-08-02 15:31:54:906
0.508,-14.742,-5.873,-2.356,-0.566,0.508,-29.9,26.5,6.7,73209,2016-08-02 15:31:55:006
3.181,-10.721,-0.438,-2.356,-0.566,0.508,-34.3,26.6,5.8,73309,2016-08-02 15:31:55:106
1.748,-1.22,0.769,0.295,2.083,-0.318,-34.3,26.6,5.8,73409,2016-08-02 15:31:55:206
1.748,-1.22,0.769,0.295,2.083,-0.318,-33.1,27.2,10.7,73508,2016-08-02 15:31:55:305
7.919,-4.936,-4.532,0.295,2.083,-0.318,-33.1,27.2,10.7,73608,2016-08-02 15:31:55:405
7.919,-4.936,-4.532,-0.409,1.251,-1.374,-30.5,28.6,14.7,73709,2016-08-02 15:31:55:506
-0.776,-19.465,-1.595,-0.409,1.251,-1.374,-30.5,28.6,14.7,73809,2016-08-02 15:31:55:606
-0.776,-19.465,-1.595,1.54,0.816,0.535,-29.5,29.2,16.4,73909,2016-08-02 15:31:55:706
-0.447,-9.389,0.26,1.54,0.816,0.535,-29.5,29.2,16.4,74009,2016-08-02 15:31:55:806
-0.447,-9.389,0.26,1.54,0.816,0.535,-31.5,30.0,12.1,74108,2016-08-02 15:31:55:905
0.853,-11.918,-1.688,0.54,0.447,-0.101,-31.5,30.0,12.1,74209,2016-08-02 15:31:56:006
8.092,-13.276,3.375,0.54,0.447,-0.101,-32.6,30.0,8.2,74309,2016-08-02 15:31:56:106
8.092,-13.276,3.375,-0.682,0.298,1.312,-32.6,30.0,8.2,74409,2016-08-02 15:31:56:206
2.337,-2.285,1.449,-0.682,0.298,1.312,-33.8,31.8,5.9,74509,2016-08-02 15:31:56:306
2.337,-2.285,1.449,1.998,1.177,-0.531,-33.8,31.8,5.9,74609,2016-08-02 15:31:56:406
-2.946,-19.525,-10.259,1.998,1.177,-0.531,-32.4,32.9,9.8,74709,2016-08-02 15:31:56:506
-2.946,-19.525,-10.259,1.998,1.177,-0.531,-32.4,32.9,9.8,74809,2016-08-02 15:31:56:606
0.824,-6.539,6.53,1.778,-3.026,-1.13,-30.8,34.9,13.0,74909,2016-08-02 15:31:56:706
0.824,-6.539,6.53,1.778,-3.026,-1.13,-30.8,34.9,13.0,75011,2016-08-02 15:31:56:808
4.451,-7.312,0.792,1.284,-1.936,-0.618,-30.8,35.0,12.5,75111,2016-08-02 15:31:56:908
-1.125,-12.873,-4.059,1.284,-1.936,-0.618,-30.8,35.0,12.5,75209,2016-08-02 15:31:57:006
-1.125,-12.873,-4.059,1.284,-1.936,-0.618,-33.2,34.3,8.5,75310,2016-08-02 15:31:57:107
7.192,-14.23,2.749,-2.366,0.005,1.084,-33.2,34.3,8.5,75411,2016-08-02 15:31:57:208
7.192,-14.23,2.749,-2.366,0.005,1.084,-35.3,33.4,5.4,75509,2016-08-02 15:31:57:306
2.521,-3.352,0.136,-0.885,1.277,1.238,-35.3,33.4,5.4,75611,2016-08-02 15:31:57:408
2.521,-3.352,0.136,-0.885,1.277,1.238,-33.4,33.4,9.5,75709,2016-08-02 15:31:57:506
-4.181,-19.609,-15.121,-1.343,0.635,0.519,-33.4,33.4,9.5,75810,2016-08-02 15:31:57:607
-4.181,-19.609,-15.121,-1.343,0.635,0.519,-30.9,35.4,12.7,75910,2016-08-02 15:31:57:707
3.594,-4.004,4.983,-1.343,0.635,0.519,-30.9,35.4,12.7,76011,2016-08-02 15:31:57:808
2.932,-6.543,0.294,1.501,-0.38,-1.728,-29.9,36.2,13.0,76110,2016-08-02 15:31:57:907
2.932,-6.543,0.294,1.501,-0.38,-1.728,-29.9,36.2,13.0,76210,2016-08-02 15:31:58:007
-1.738,-13.026,-2.263,0.831,0.132,-0.874,-32.5,36.4,8.6,76310,2016-08-02 15:31:58:107
-1.738,-13.026,-2.263,0.831,0.132,-0.874,-32.5,36.4,8.6,76410,2016-08-02 15:31:58:207
7.257,-14.496,3.491,0.831,0.132,-0.874,-35.0,34.7,6.0,76509,2016-08-02 15:31:58:306
7.257,-14.496,3.491,-1.108,0.379,1.121,-35.0,34.7,6.0,76611,2016-08-02 15:31:58:408
1.563,-4.626,1.905,-1.108,0.379,1.121,-33.5,34.6,8.7,76708,2016-08-02 15:31:58:505
1.563,-4.626,1.905,1.539,2.656,-0.097,-33.5,34.6,8.7,76809,2016-08-02 15:31:58:606
1.056,-19.609,-19.609,1.539,2.656,-0.097,-30.9,34.5,14.2,76911,2016-08-02 15:31:58:708
2.367,-5.279,3.999,-0.648,-1.367,-0.471,-30.9,34.5,14.2,77009,2016-08-02 15:31:58:806
2.367,-5.279,3.999,-0.648,-1.367,-0.471,-28.9,36.1,17.0,77111,2016-08-02 15:31:58:908
0.894,-7.402,-0.06,-0.648,-1.367,-0.471,-28.9,36.1,17.0,77209,2016-08-02 15:31:59:006
0.894,-7.402,-0.06,1.352,-1.487,0.508,-32.3,35.5,12.6,77310,2016-08-02 15:31:59:107
-0.431,-10.297,1.735,1.352,-1.487,0.508,-32.3,35.5,12.6,77409,2016-08-02 15:31:59:206
-0.431,-10.297,1.735,-0.545,0.872,0.442,-34.4,34.4,8.5,77511,2016-08-02 15:31:59:308
1.541,-13.886,-1.155,-0.545,0.872,0.442,-34.4,34.4,8.5,77610,2016-08-02 15:31:59:407
1.541,-13.886,-1.155,-0.545,0.872,0.442,-35.5,34.0,6.9,77712,2016-08-02 15:31:59:509
0.104,-6.788,1.691,-2.024,-0.067,1.225,-35.5,34.0,6.9,77809,2016-08-02 15:31:59:606
2.828,-6.435,-1.86,-2.024,-0.067,1.225,-32.8,34.7,11.2,77909,2016-08-02 15:31:59:706
2.828,-6.435,-1.86,-0.861,-0.434,0.041,-32.8,34.7,11.2,78009,2016-08-02 15:31:59:806
12.3,-18.046,1.91,-0.861,-0.434,0.041,-29.8,36.7,15.2,78111,2016-08-02 15:31:59:908
12.3,-18.046,1.91,0.85,-0.135,-1.159,-29.8,36.7,15.2,78211,2016-08-02 15:32:00:008
0.509,-8.574,-5.907,0.85,-0.135,-1.159,-30.2,36.6,15.0,78309,2016-08-02 15:32:00:106
0.509,-8.574,-5.907,0.85,-0.135,-1.159,-30.2,36.6,15.0,78410,2016-08-02 15:32:00:207
1.371,-10.903,2.19,0.159,0.38,-0.973,-32.8,36.2,9.6,78511,2016-08-02 15:32:00:308
1.371,-10.903,2.19,0.159,0.38,-0.973,-32.8,36.2,9.6,78609,2016-08-02 15:32:00:406
-0.47,-12.585,-4.487,-3.311,-0.517,1.536,-35.6,34.6,5.3,78709,2016-08-02 15:32:00:506
1.396,-8.57,2.273,-3.311,-0.517,1.536,-35.6,34.6,5.3,78811,2016-08-02 15:32:00:608
1.396,-8.57,2.273,-3.311,-0.517,1.536,-34.6,34.6,6.7,78909,2016-08-02 15:32:00:706
1.067,-1.853,-0.834,-0.61,1.779,1.031,-34.6,34.6,6.7,79009,2016-08-02 15:32:00:806
1.067,-1.853,-0.834,-0.61,1.779,1.031,-32.6,35.4,11.2,79109,2016-08-02 15:32:00:906
4.641,-19.609,-2.292,0.181,1.819,-2.158,-32.6,35.4,11.2,79210,2016-08-02 15:32:01:007
4.641,-19.609,-2.292,0.181,1.819,-2.158,-30.7,36.4,13.5,79310,2016-08-02 15:32:01:107
-0.682,-6.509,-7.865,1.357,2.184,0.481,-30.7,36.4,13.5,79412,2016-08-02 15:32:01:209
-0.682,-6.509,-7.865,1.357,2.184,0.481,-30.7,36.4,13.5,79510,2016-08-02 15:32:01:307
1.409,-9.619,3.876,1.357,2.184,0.481,-32.7,35.8,8.8,79610,2016-08-02 15:32:01:407
-2.551,-13.758,-8.244,-0.626,0.814,-0.034,-32.7,35.8,8.8,79712,2016-08-02 15:32:01:509
-2.551,-13.758,-8.244,-0.626,0.814,-0.034,-35.3,34.3,4.3,79811,2016-08-02 15:32:01:608
3.259,-7.128,2.891,-0.968,-1.432,1.737,-35.3,34.3,4.3,79910,2016-08-02 15:32:01:707
3.259,-7.128,2.891,-0.968,-1.432,1.737,-35.5,34.5,3.5,80012,2016-08-02 15:32:01:809
1.961,-2.919,-1.1,-0.968,-1.432,1.737,-35.5,34.5,3.5,80111,2016-08-02 15:32:01:908
1.961,-2.919,-1.1,1.658,0.225,-0.966,-32.7,36.1,8.3,80210,2016-08-02 15:32:02:007
8.502,-17.947,-5.752,1.658,0.225,-0.966,-32.7,36.1,8.3,80313,2016-08-02 15:32:02:110
8.502,-17.947,-5.752,2.173,0.017,-0.861,-30.0,37.6,11.6,80411,2016-08-02 15:32:02:208
-0.497,-10.461,-3.773,2.173,0.017,-0.861,-30.0,37.6,11.6,80510,2016-08-02 15:32:02:307
-0.497,-10.461,-3.773,2.173,0.017,-0.861,-31.1,37.3,9.8,80612,2016-08-02 15:32:02:409
0.822,-10.137,-0.338,0.603,-0.374,-0.571,-31.1,37.3,9.8,80710,2016-08-02 15:32:02:507
-1.355,-16.349,-7.564,0.603,-0.374,-0.571,-33.8,35.9,6.5,80809,2016-08-02 15:32:02:606
-1.355,-16.349,-7.564,-3.003,0.309,1.53,-33.8,35.9,6.5,80913,2016-08-02 15:32:02:710
1.981,-9.638,1.091,-3.003,0.309,1.53,-36.1,34.6,3.7,81009,2016-08-02 15:32:02:806
1.981,-9.638,1.091,-0.753,1.083,1.114,-36.1,34.6,3.7,81111,2016-08-02 15:32:02:908
3.378,-1.361,-0.469,-0.753,1.083,1.114,-34.8,34.7,7.1,81209,2016-08-02 15:32:03:006
3.378,-1.361,-0.469,-0.753,1.083,1.114,-34.8,34.7,7.1,81311,2016-08-02 15:32:03:108
12.412,-12.349,0.49,-0.199,1.664,-0.609,-32.4,36.0,10.6,81410,2016-08-02 15:32:03:207
0.5,-19.609,1.544,-0.199,1.664,-0.609,-32.4,36.0,10.6,81509,2016-08-02 15:32:03:306
0.5,-19.609,1.544,2.03,-2.16,-0.027,-31.7,36.9,12.1,81609,2016-08-02 15:32:03:406
0.918,-10.551,-4.414,2.03,-2.16,-0.027,-31.7,36.9,12.1,81709,2016-08-02 15:32:03:506
0.918,-10.551,-4.414,-0.014,-0.478,-0.075,-34.3,35.8,7.5,81809,2016-08-02 15:32:03:606
-1.066,-15.273,-5.771,-0.014,-0.478,-0.075,-34.3,35.8,7.5,81909,2016-08-02 15:32:03:706
-1.066,-15.273,-5.771,-0.014,-0.478,-0.075,-37.1,33.2,4.0,82011,2016-08-02 15:32:03:808
2.45,-11.386,-0.174,-0.445,-0.185,1.381,-37.1,33.2,4.0,82113,2016-08-02 15:32:03:910
2.45,-11.386,-0.174,-0.445,-0.185,1.381,-36.1,33.7,4.2,82209,2016-08-02 15:32:04:006
3.639,-0.665,0.13,2.271,0.929,-0.653,-36.1,33.7,4.2,82311,2016-08-02 15:32:04:108
3.639,-0.665,0.13,2.271,0.929,-0.653,-33.5,35.8,8.0,82409,2016-08-02 15:32:04:206
12.866,-18.285,-4.556,2.271,0.929,-0.653,-33.5,35.8,8.0,82509,2016-08-02 15:32:04:306
-3.354,-16.835,-0.238,2.441,-3.003,-1.606,-31.2,37.6,11.3,82610,2016-08-02 15:32:04:407
-3.354,-16.835,-0.238,2.441,-3.003,-1.606,-31.2,37.6,11.3,82709,2016-08-02 15:32:04:506
0.953,-9.671,-3.797,0.824,-1.498,-0.679,-32.9,36.8,8.3,82810,2016-08-02 15:32:04:607
0.953,-9.671,-3.797,0.824,-1.498,-0.679,-32.9,36.8,8.3,82913,2016-08-02 15:32:04:710
-1.494,-14.381,-2.577,-2.574,0.191,1.228,-35.5,34.3,4.6,83010,2016-08-02 15:32:04:807
-1.494,-14.381,-2.577,-2.574,0.191,1.228,-35.5,34.3,4.6,83110,2016-08-02 15:32:04:907
3.625,-10.303,-4.533,-2.574,0.191,1.228,-36.9,33.1,2.5,83209,2016-08-02 15:32:05:006
3.706,-1.55,-0.286,-0.952,1.14,0.831,-36.9,33.1,2.5,83310,2016-08-02 15:32:05:107
