ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.898,4.11,8.304,0.138,0.063,-0.12,-21.5,8.7,-36.1,9,2016-08-02 15:30:41:806
0.378,3.84,8.692,0.138,0.063,-0.12,-21.2,7.6,-36.3,109,2016-08-02 15:30:41:906
0.378,3.84,8.692,0.32,0.998,0.135,-21.2,7.6,-36.3,209,2016-08-02 15:30:42:006
-0.076,3.531,9.313,0.32,0.998,0.135,-20.0,6.2,-36.5,308,2016-08-02 15:30:42:105
-0.076,3.531,9.313,-0.252,0.494,-0.053,-20.0,6.2,-36.5,408,2016-08-02 15:30:42:205
-1.657,3.791,9.435,-0.252,0.494,-0.053,-17.1,5.3,-37.6,508,2016-08-02 15:30:42:305
-1.657,3.791,9.435,-0.252,0.494,-0.053,-17.1,5.3,-37.6,609,2016-08-02 15:30:42:406
0.129,3.788,9.173,-0.207,-0.759,0.288,-14.3,5.9,-38.5,709,2016-08-02 15:30:42:506
-0.083,3.861,8.581,-0.207,-0.759,0.288,-14.3,5.9,-38.5,809,2016-08-02 15:30:42:606
-0.083,3.861,8.581,-0.266,0.598,-0.357,-13.5,7.8,-38.8,909,2016-08-02 15:30:42:706
0.212,3.972,8.219,-0.266,0.598,-0.357,-13.5,7.8,-38.8,1009,2016-08-02 15:30:42:806
0.212,3.972,8.219,0.339,0.163,-0.207,-13.7,8.8,-38.8,1109,2016-08-02 15:30:42:906
-0.259,3.873,7.962,0.339,0.163,-0.207,-13.7,8.8,-38.8,1209,2016-08-02 15:30:43:006
-0.259,3.873,7.962,0.339,0.163,-0.207,-12.1,7.3,-39.4,1309,2016-08-02 15:30:43:106
-1.101,4.375,8.805,-0.203,0.337,-0.327,-12.1,7.3,-39.4,1409,2016-08-02 15:30:43:206
-1.101,4.375,8.805,-0.203,0.337,-0.327,-10.0,5.4,-40.3,1508,2016-08-02 15:30:43:305
-3.321,2.137,6.974,-0.103,-0.089,-0.081,-10.0,5.4,-40.3,1609,2016-08-02 15:30:43:406
-5.677,1.909,6.754,-0.103,-0.089,-0.081,-7.9,4.7,-40.4,1708,2016-08-02 15:30:43:505
-5.677,1.909,6.754,-0.103,-0.089,-0.081,-7.9,4.7,-40.4,1809,2016-08-02 15:30:43:606
-9.686,-7.789,5.026,0.583,1.298,-3.618,-2.7,6.1,-39.7,1909,2016-08-02 15:30:43:706
-9.686,-7.789,5.026,0.583,1.298,-3.618,-2.7,6.1,-39.7,2009,2016-08-02 15:30:43:806
-13.288,-5.693,3.428,-0.473,-0.66,0.185,8.2,12.4,-35.0,2109,2016-08-02 15:30:43:906
-13.288,-5.693,3.428,-0.473,-0.66,0.185,8.2,12.4,-35.0,2209,2016-08-02 15:30:44:006
-4.775,-6.514,1.539,0.637,0.41,0.142,12.7,22.0,-30.4,2309,2016-08-02 15:30:44:106
-4.775,-6.514,1.539,0.637,0.41,0.142,12.7,22.0,-30.4,2409,2016-08-02 15:30:44:206
-5.142,-6.644,3.442,0.637,0.41,0.142,10.3,30.0,-27.4,2509,2016-08-02 15:30:44:306
-0.226,-5.838,5.988,-1.218,-0.237,1.064,10.3,30.0,-27.4,2609,2016-08-02 15:30:44:406
-0.226,-5.838,5.988,-1.218,-0.237,1.064,3.1,32.6,-28.6,2709,2016-08-02 15:30:44:506
-6.291,-8.056,0.666,-1.62,2.432,-1.221,3.1,32.6,-28.6,2810,2016-08-02 15:30:44:607
-6.291,-8.056,0.666,-1.62,2.432,-1.221,3.8,35.6,-25.5,2911,2016-08-02 15:30:44:708
-5.694,-7.633,-0.45,0.129,0.079,-0.023,3.8,35.6,-25.5,3020,2016-08-02 15:30:44:817
-5.694,-7.633,-0.45,0.129,0.079,-0.023,5.5,39.2,-21.4,3111,2016-08-02 15:30:44:908
-4.708,-7.01,-2.37,0.129,0.079,-0.023,5.5,39.2,-21.4,3210,2016-08-02 15:30:45:007
-4.708,-7.01,-2.37,1.644,1.018,-0.756,6.1,42.6,-17.9,3310,2016-08-02 15:30:45:107
-3.909,-10.163,2.982,1.644,1.018,-0.756,6.1,42.6,-17.9,3411,2016-08-02 15:30:45:208
-1.654,-12.321,-0.788,0.489,-0.792,-1.238,3.4,41.4,-20.3,3511,2016-08-02 15:30:45:308
-1.654,-12.321,-0.788,0.489,-0.792,-1.238,3.4,41.4,-20.3,3610,2016-08-02 15:30:45:407
-2.073,-8.846,0.894,0.489,-0.792,-1.238,-1.0,40.6,-22.3,3710,2016-08-02 15:30:45:507
-2.073,-8.846,0.894,-0.065,-2.259,-0.186,-1.0,40.6,-22.3,3809,2016-08-02 15:30:45:606
-0.24,-11.507,2.63,-0.065,-2.259,-0.186,-4.3,39.6,-23.8,3910,2016-08-02 15:30:45:707
-0.24,-11.507,2.63,0.29,0.371,-0.575,-4.3,39.6,-23.8,4011,2016-08-02 15:30:45:808
-0.068,-10.12,1.466,0.29,0.371,-0.575,-10.8,39.4,-22.9,4110,2016-08-02 15:30:45:907
-0.068,-10.12,1.466,0.29,0.371,-0.575,-10.8,39.4,-22.9,4210,2016-08-02 15:30:46:007
-4.776,-10.379,-0.519,-0.276,1.203,-0.357,-17.1,37.9,-22.3,4310,2016-08-02 15:30:46:107
3.985,-13.57,-1.627,-0.276,1.203,-0.357,-17.1,37.9,-22.3,4411,2016-08-02 15:30:46:208
3.985,-13.57,-1.627,-0.429,1.714,0.092,-19.1,38.9,-20.3,4509,2016-08-02 15:30:46:306
2.439,-5.963,-0.981,-0.429,1.714,0.092,-19.1,38.9,-20.3,4611,2016-08-02 15:30:46:408
2.439,-5.963,-0.981,0.421,1.983,0.717,-15.4,42.3,-17.0,4711,2016-08-02 15:30:46:508
-0.761,-10.238,-2.564,0.421,1.983,0.717,-15.4,42.3,-17.0,4809,2016-08-02 15:30:46:606
-0.761,-10.238,-2.564,0.421,1.983,0.717,-10.5,45.7,-13.0,4909,2016-08-02 15:30:46:706
2.784,-9.904,-0.746,0.673,0.82,-0.248,-10.5,45.7,-13.0,5009,2016-08-02 15:30:46:806
2.784,-9.904,-0.746,0.673,0.82,-0.248,-5.6,45.7,-13.3,5109,2016-08-02 15:30:46:906
2.706,-7.349,-8.288,-0.422,3.524,-0.825,-5.6,45.7,-13.3,5208,2016-08-02 15:30:47:005
1.885,-11.205,-2.347,-0.422,3.524,-0.825,-0.4,42.2,-18.0,5308,2016-08-02 15:30:47:105
1.885,-11.205,-2.347,-0.422,3.524,-0.825,-0.4,42.2,-18.0,5409,2016-08-02 15:30:47:206
4.79,-11.967,1.03,-2.201,-1.115,0.057,1.1,37.3,-24.2,5508,2016-08-02 15:30:47:305
4.79,-11.967,1.03,-2.201,-1.115,0.057,1.1,37.3,-24.2,5608,2016-08-02 15:30:47:405
1.36,-5.889,0.294,-1.387,-0.588,0.756,-1.0,38.0,-23.4,5709,2016-08-02 15:30:47:506
1.36,-5.889,0.294,-1.387,-0.588,0.756,-1.0,38.0,-23.4,5809,2016-08-02 15:30:47:606
0.509,-15.27,-12.042,-0.121,1.742,2.391,-2.3,42.4,-16.4,5908,2016-08-02 15:30:47:705
0.509,-15.27,-12.042,-0.121,1.742,2.391,-2.3,42.4,-16.4,6009,2016-08-02 15:30:47:806
-2.4,-7.797,4.656,-0.121,1.742,2.391,3.2,45.8,-9.4,6109,2016-08-02 15:30:47:906
-1.92,-11.689,7.469,1.757,-0.466,-2.185,3.2,45.8,-9.4,6209,2016-08-02 15:30:48:006
-1.92,-11.689,7.469,1.757,-0.466,-2.185,7.1,45.0,-11.0,6308,2016-08-02 15:30:48:105
7.63,-6.423,-13.955,1.166,1.596,0.437,7.1,45.0,-11.0,6409,2016-08-02 15:30:48:206
7.63,-6.423,-13.955,1.166,1.596,0.437,7.2,42.7,-15.5,6508,2016-08-02 15:30:48:305
-7.15,-13.364,-4.106,1.166,1.596,0.437,7.2,42.7,-15.5,6609,2016-08-02 15:30:48:406
-7.15,-13.364,-4.106,-0.429,-1.472,0.883,3.2,40.0,-22.0,6709,2016-08-02 15:30:48:506
0.267,-14.696,-1.202,-0.429,-1.472,0.883,3.2,40.0,-22.0,6809,2016-08-02 15:30:48:606
0.267,-14.696,-1.202,-1.4,0.353,0.63,5.2,37.9,-27.0,6908,2016-08-02 15:30:48:705
0.754,-5.491,-2.271,-1.4,0.353,0.63,5.2,37.9,-27.0,7008,2016-08-02 15:30:48:805
1.164,-9.914,-1.937,-0.98,-1.116,0.401,7.2,40.3,-21.5,7108,2016-08-02 15:30:48:905
1.164,-9.914,-1.937,-0.98,-1.116,0.401,7.2,40.3,-21.5,7208,2016-08-02 15:30:49:005
-2.564,-19.495,1.377,-0.98,-1.116,0.401,10.6,42.5,-16.1,7308,2016-08-02 15:30:49:105
-2.564,-19.495,1.377,1.87,-1.416,-0.326,10.6,42.5,-16.1,7409,2016-08-02 15:30:49:206
2.836,-8.325,-0.368,1.87,-1.416,-0.326,8.3,41.6,-18.8,7509,2016-08-02 15:30:49:306
2.836,-8.325,-0.368,1.074,-0.43,-0.886,8.3,41.6,-18.8,7609,2016-08-02 15:30:49:406
-3.964,-12.194,-0.603,1.074,-0.43,-0.886,2.3,38.7,-25.7,7709,2016-08-02 15:30:49:506
-3.964,-12.194,-0.603,1.074,-0.43,-0.886,2.3,38.7,-25.7,7809,2016-08-02 15:30:49:606
2.105,-12.729,4.48,-1.952,-0.346,0.39,-2.5,36.5,-30.8,7909,2016-08-02 15:30:49:706
3.002,-0.876,-0.836,-1.952,-0.346,0.39,-2.5,36.5,-30.8,8008,2016-08-02 15:30:49:805
3.002,-0.876,-0.836,2.225,1.799,-0.257,1.3,37.6,-24.5,8109,2016-08-02 15:30:49:906
7.832,-9.287,0.633,2.225,1.799,-0.257,1.3,37.6,-24.5,8209,2016-08-02 15:30:50:006
7.832,-9.287,0.633,2.23,-1.647,0.345,7.6,40.1,-17.7,8309,2016-08-02 15:30:50:106
-3.245,-19.609,4.534,2.23,-1.647,0.345,7.6,40.1,-17.7,8409,2016-08-02 15:30:50:206
-3.245,-19.609,4.534,2.23,-1.647,0.345,10.5,39.5,-15.2,8509,2016-08-02 15:30:50:306
1.702,-8.957,-3.751,1.264,-3.09,-0.612,10.5,39.5,-15.2,8608,2016-08-02 15:30:50:405
1.702,-8.957,-3.751,1.264,-3.09,-0.612,4.9,36.8,-22.7,8708,2016-08-02 15:30:50:505
-3.482,-13.415,-0.772,-1.945,-0.252,1.395,4.9,36.8,-22.7,8808,2016-08-02 15:30:50:605
1.772,-11.884,-1.483,-1.945,-0.252,1.395,-1.4,33.4,-29.5,8909,2016-08-02 15:30:50:706
1.772,-11.884,-1.483,-1.945,-0.252,1.395,-1.4,33.4,-29.5,9009,2016-08-02 15:30:50:806
2.015,-1.624,-0.211,-1.108,-0.375,1.144,-1.6,34.3,-27.8,9109,2016-08-02 15:30:50:906
2.015,-1.624,-0.211,-1.108,-0.375,1.144,-1.6,34.3,-27.8,9209,2016-08-02 15:30:51:006
7.519,-4.817,0.937,-1.092,-0.373,0.88,3.5,37.6,-21.5,9309,2016-08-02 15:30:51:106
7.519,-4.817,0.937,-1.092,-0.373,0.88,3.5,37.6,-21.5,9408,2016-08-02 15:30:51:205
-5.99,-18.246,-2.403,2.436,0.118,0.077,7.7,40.6,-17.0,9508,2016-08-02 15:30:51:305
-5.99,-18.246,-2.403,2.436,0.118,0.077,7.7,40.6,-17.0,9608,2016-08-02 15:30:51:405
-2.114,-9.154,-2.917,2.436,0.118,0.077,4.6,39.0,-21.7,9708,2016-08-02 15:30:51:505
-1.562,-13.137,-3.57,0.039,-0.953,-0.402,4.6,39.0,-21.7,9809,2016-08-02 15:30:51:606
-1.562,-13.137,-3.57,0.039,-0.953,-0.402,-2.9,36.0,-27.1,9913,2016-08-02 15:30:51:710
2.395,-14.418,-1.469,-0.755,2.312,1.11,-6.3,35.6,-28.3,10091,2016-08-02 15:30:51:888
2.395,-14.418,-1.469,-0.755,2.312,1.11,-6.3,35.6,-28.3,10109,2016-08-02 15:30:51:906
3.443,-1.405,-0.105,-0.755,2.312,1.11,-6.3,35.6,-28.3,10209,2016-08-02 15:30:52:006
3.443,-1.405,-0.105,1.761,1.768,-0.619,-2.3,38.8,-22.7,10309,2016-08-02 15:30:52:106
5.808,-4.951,-0.849,1.761,1.768,-0.619,-2.3,38.8,-22.7,10408,2016-08-02 15:30:52:205
5.808,-4.951,-0.849,1.003,-1.228,-0.091,4.2,41.8,-17.9,10508,2016-08-02 15:30:52:305
0.287,-15.974,3.02,1.003,-1.228,-0.091,4.2,41.8,-17.9,10608,2016-08-02 15:30:52:405
-0.151,-9.584,-2.972,1.236,-0.139,-0.6,4.7,41.3,-19.3,10708,2016-08-02 15:30:52:505
-0.151,-9.584,-2.972,1.236,-0.139,-0.6,4.7,41.3,-19.3,10809,2016-08-02 15:30:52:606
-2.304,-12.506,0.933,1.236,-0.139,-0.6,0.2,38.8,-24.6,10909,2016-08-02 15:30:52:706
-2.304,-12.506,0.933,-0.796,0.142,0.275,0.2,38.8,-24.6,11009,2016-08-02 15:30:52:806
7.181,-15.28,-1.437,-0.796,0.142,0.275,-4.1,36.7,-28.9,11108,2016-08-02 15:30:52:905
7.181,-15.28,-1.437,-1.301,-0.392,1.41,-4.1,36.7,-28.9,11209,2016-08-02 15:30:53:006
3.083,-1.811,0.391,-1.301,-0.392,1.41,-2.9,37.9,-25.3,11309,2016-08-02 15:30:53:106
3.083,-1.811,0.391,-1.301,-0.392,1.41,-2.9,37.9,-25.3,11409,2016-08-02 15:30:53:206
-3.937,-12.439,-7.81,-1.152,0.814,0.727,3.9,41.1,-19.3,11508,2016-08-02 15:30:53:305
4.491,-9.243,5.349,-1.152,0.814,0.727,3.9,41.1,-19.3,11609,2016-08-02 15:30:53:406
4.491,-9.243,5.349,0.369,-1.083,-2.723,8.8,41.9,-16.7,11709,2016-08-02 15:30:53:506
2.476,-8.335,1.666,0.369,-1.083,-2.723,8.8,41.9,-16.7,11808,2016-08-02 15:30:53:605
2.476,-8.335,1.666,0.465,-0.476,-0.672,5.9,39.8,-21.4,11908,2016-08-02 15:30:53:705
-1.273,-10.888,-3.156,0.465,-0.476,-0.672,5.9,39.8,-21.4,12009,2016-08-02 15:30:53:806
-1.273,-10.888,-3.156,0.465,-0.476,-0.672,-1.9,36.8,-27.1,12109,2016-08-02 15:30:53:906
6.478,-16.662,1.078,-2.643,0.629,2.488,-1.9,36.8,-27.1,12208,2016-08-02 15:30:54:005
6.478,-16.662,1.078,-2.643,0.629,2.488,-5.3,36.8,-28.9,12309,2016-08-02 15:30:54:106
0.637,-4.761,1.114,-0.448,2.262,0.772,-5.3,36.8,-28.9,12409,2016-08-02 15:30:54:206
-0.321,-19.609,-17.578,-0.448,2.262,0.772,-2.8,40.1,-21.9,12509,2016-08-02 15:30:54:306
-0.321,-19.609,-17.578,-0.448,2.262,0.772,-2.8,40.1,-21.9,12608,2016-08-02 15:30:54:405
1.241,-3.2,6.5,-0.73,0.026,-1.399,3.2,43.3,-16.0,12709,2016-08-02 15:30:54:506
1.241,-3.2,6.5,-0.73,0.026,-1.399,3.2,43.3,-16.0,12808,2016-08-02 15:30:54:605
2.549,-6.595,2.529,0.87,-0.79,0.131,3.7,42.1,-16.6,12908,2016-08-02 15:30:54:705
2.549,-6.595,2.529,0.87,-0.79,0.131,3.7,42.1,-16.6,13009,2016-08-02 15:30:54:806
-1.04,-11.32,-0.854,-0.177,-0.512,-0.451,0.4,39.1,-23.3,13109,2016-08-02 15:30:54:906
-1.04,-11.32,-0.854,-0.177,-0.512,-0.451,0.4,39.1,-23.3,13209,2016-08-02 15:30:55:006
1.261,-12.969,-0.376,-0.177,-0.512,-0.451,-3.7,36.8,-27.4,13309,2016-08-02 15:30:55:106
-0.813,-6.977,1.593,-0.618,0.87,1.188,-3.7,36.8,-27.4,13409,2016-08-02 15:30:55:206
-0.813,-6.977,1.593,-0.618,0.87,1.188,-3.4,38.0,-24.2,13509,2016-08-02 15:30:55:306
-0.344,-10.21,-4.762,2.061,0.619,-0.578,-3.4,38.0,-24.2,13609,2016-08-02 15:30:55:406
-0.344,-10.21,-4.762,2.061,0.619,-0.578,0.8,40.9,-18.0,13709,2016-08-02 15:30:55:506
5.215,-14.076,-4.989,2.061,0.619,-0.578,0.8,40.9,-18.0,13808,2016-08-02 15:30:55:605
5.215,-14.076,-4.989,1.043,-2.666,-0.582,4.7,42.4,-14.9,13909,2016-08-02 15:30:55:706
-1.923,-7.748,-6.904,1.043,-2.666,-0.582,4.7,42.4,-14.9,14009,2016-08-02 15:30:55:806
-1.923,-7.748,-6.904,1.001,-0.936,-0.74,2.6,41.0,-18.8,14108,2016-08-02 15:30:55:905
0.114,-9.154,2.141,1.001,-0.936,-0.74,2.6,41.0,-18.8,14209,2016-08-02 15:30:56:006
-4.084,-12.972,-3.97,-1.409,0.173,0.668,-3.2,38.0,-24.4,14309,2016-08-02 15:30:56:106
-4.084,-12.972,-3.97,-1.409,0.173,0.668,-3.2,38.0,-24.4,14409,2016-08-02 15:30:56:206
-3.175,-10.517,0.198,-1.409,0.173,0.668,-5.3,36.8,-26.8,14509,2016-08-02 15:30:56:306
-3.175,-10.517,0.198,-0.628,0.985,1.29,-5.3,36.8,-26.8,14609,2016-08-02 15:30:56:406
1.143,-3.463,-0.439,-0.628,0.985,1.29,-1.8,39.0,-21.5,14709,2016-08-02 15:30:56:506
1.143,-3.463,-0.439,-1.018,1.897,1.4,-1.8,39.0,-21.5,14809,2016-08-02 15:30:56:606
6.734,-17.269,2.078,-1.018,1.897,1.4,4.2,41.6,-16.9,14908,2016-08-02 15:30:56:705
6.734,-17.269,2.078,-1.018,1.897,1.4,4.2,41.6,-16.9,15009,2016-08-02 15:30:56:806
-7.435,-11.082,-2.427,1.257,0.268,-1.645,5.2,40.9,-17.8,15109,2016-08-02 15:30:56:906
-0.453,-9.234,0.18,1.257,0.268,-1.645,5.2,40.9,-17.8,15209,2016-08-02 15:30:57:006
-0.453,-9.234,0.18,0.736,-0.736,-0.695,0.5,38.6,-23.6,15309,2016-08-02 15:30:57:106
-3.63,-14.972,-3.75,0.736,-0.736,-0.695,0.5,38.6,-23.6,15409,2016-08-02 15:30:57:206
-3.63,-14.972,-3.75,-2.206,0.226,1.304,-6.4,35.8,-28.3,15508,2016-08-02 15:30:57:305
0.321,-11.441,0.278,-2.206,0.226,1.304,-6.4,35.8,-28.3,15609,2016-08-02 15:30:57:406
0.321,-11.441,0.278,-2.206,0.226,1.304,-6.4,35.8,-28.3,15709,2016-08-02 15:30:57:506
2.25,-0.918,0.062,0.161,2.415,0.287,-6.9,37.2,-25.7,15809,2016-08-02 15:30:57:606
2.25,-0.918,0.062,0.161,2.415,0.287,-6.9,37.2,-25.7,15908,2016-08-02 15:30:57:705
8.189,-8.311,1.072,-0.757,0.204,-1.869,-1.7,40.6,-19.6,16009,2016-08-02 15:30:57:806
-4.645,-15.619,2.311,-0.757,0.204,-1.869,-1.7,40.6,-19.6,16109,2016-08-02 15:30:57:906
-4.645,-15.619,2.311,-0.757,0.204,-1.869,2.7,42.6,-16.6,16209,2016-08-02 15:30:58:006
-1.819,-9.463,-2.326,1.112,-1.613,-0.017,2.7,42.6,-16.6,16309,2016-08-02 15:30:58:106
-1.819,-9.463,-2.326,1.112,-1.613,-0.017,0.7,40.0,-20.4,16409,2016-08-02 15:30:58:206
-3.302,-12.042,-1.4,-0.328,-0.159,-0.235,0.7,40.0,-20.4,16509,2016-08-02 15:30:58:306
-3.302,-12.042,-1.4,-0.328,-0.159,-0.235,-5.7,36.9,-26.0,16609,2016-08-02 15:30:58:406
5.479,-13.025,-3.57,-0.328,-0.159,-0.235,-5.7,36.9,-26.0,16710,2016-08-02 15:30:58:507
5.479,-13.025,-3.57,-1.195,-2.908,0.793,-9.6,35.9,-28.0,16809,2016-08-02 15:30:58:606
3.748,-0.886,0.113,-1.195,-2.908,0.793,-9.6,35.9,-28.0,16909,2016-08-02 15:30:58:706
4.957,-2.89,-1.363,1.246,0.122,-1.017,-6.1,39.2,-21.9,17009,2016-08-02 15:30:58:806
4.957,-2.89,-1.363,1.246,0.122,-1.017,-6.1,39.2,-21.9,17109,2016-08-02 15:30:58:906
3.718,-7.375,2.446,1.378,-2.894,-1.421,0.9,43.0,-16.7,17209,2016-08-02 15:30:59:006
3.718,-7.375,2.446,1.378,-2.894,-1.421,0.9,43.0,-16.7,17309,2016-08-02 15:30:59:106
2.395,-9.139,-0.129,1.378,-2.894,-1.421,2.7,43.1,-17.3,17409,2016-08-02 15:30:59:206
2.395,-9.139,-0.129,0.694,-1.352,-0.822,2.7,43.1,-17.3,17509,2016-08-02 15:30:59:306
0.905,-11.291,-2.452,0.694,-1.352,-0.822,-3.0,39.8,-23.5,17609,2016-08-02 15:30:59:406
0.905,-11.291,-2.452,-3.376,0.014,1.516,-3.0,39.8,-23.5,17709,2016-08-02 15:30:59:506
4.271,-14.677,1.056,-3.376,0.014,1.516,-11.2,36.4,-28.5,17809,2016-08-02 15:30:59:606
4.271,-14.677,1.056,-3.376,0.014,1.516,-11.2,36.4,-28.5,17909,2016-08-02 15:30:59:706
2.365,-3.012,0.316,-0.121,1.951,1.026,-12.1,37.4,-25.0,18009,2016-08-02 15:30:59:806
-3.084,-8.971,-5.455,-0.121,1.951,1.026,-12.1,37.4,-25.0,18108,2016-08-02 15:30:59:905
-3.084,-8.971,-5.455,-0.296,1.498,-0.03,-6.5,41.2,-18.6,18209,2016-08-02 15:31:00:006
-0.69,-10.205,5.219,-0.296,1.498,-0.03,-6.5,41.2,-18.6,18309,2016-08-02 15:31:00:106
-0.69,-10.205,5.219,1.919,0.633,0.608,0.3,43.8,-13.5,18408,2016-08-02 15:31:00:205
2.549,-8.511,0.287,1.919,0.633,0.608,0.3,43.8,-13.5,18509,2016-08-02 15:31:00:306
2.549,-8.511,0.287,1.919,0.633,0.608,0.7,42.1,-17.5,18609,2016-08-02 15:31:00:406
0.199,-12.252,-4.858,1.057,-0.814,-0.406,0.7,42.1,-17.5,18709,2016-08-02 15:31:00:506
0.199,-12.252,-4.858,1.057,-0.814,-0.406,-3.2,38.5,-22.9,18809,2016-08-02 15:31:00:606
6.412,-13.418,2.611,-1.238,0.388,0.617,-3.2,38.5,-22.9,18909,2016-08-02 15:31:00:706
1.803,-5.513,1.286,-1.238,0.388,0.617,-5.9,36.2,-26.5,19009,2016-08-02 15:31:00:806
1.803,-5.513,1.286,-1.238,0.388,0.617,-5.9,36.2,-26.5,19109,2016-08-02 15:31:00:906
-5.133,-19.609,-16.705,1.509,1.86,-0.289,-3.2,38.0,-21.1,19209,2016-08-02 15:31:01:006
-5.133,-19.609,-16.705,1.509,1.86,-0.289,-3.2,38.0,-21.1,19309,2016-08-02 15:31:01:106
2.346,-3.737,3.89,-0.258,-0.912,-0.276,2.5,40.5,-16.2,19408,2016-08-02 15:31:01:205
2.346,-3.737,3.89,-0.258,-0.912,-0.276,2.5,40.5,-16.2,19509,2016-08-02 15:31:01:306
3.333,-7.802,0.999,1.011,0.256,0.016,5.5,41.2,-14.7,19609,2016-08-02 15:31:01:406
3.333,-7.802,0.999,1.011,0.256,0.016,5.5,41.2,-14.7,19709,2016-08-02 15:31:01:506
-0.602,-9.771,0.638,1.011,0.256,0.016,2.8,39.0,-19.8,19809,2016-08-02 15:31:01:606
2.358,-12.057,-4.197,-0.358,-0.543,-0.149,2.8,39.0,-19.8,19909,2016-08-02 15:31:01:706
2.358,-12.057,-4.197,-0.358,-0.543,-0.149,-1.2,36.6,-24.8,20009,2016-08-02 15:31:01:806
-1.554,-8.733,1.161,-0.937,-3.328,1.372,-1.2,36.6,-24.8,20109,2016-08-02 15:31:01:906
-1.554,-8.733,1.161,-0.937,-3.328,1.372,-1.8,37.0,-24.4,20209,2016-08-02 15:31:02:006
-0.968,-7.287,-2.109,-0.937,-3.328,1.372,-1.8,37.0,-24.4,20309,2016-08-02 15:31:02:106
-0.968,-7.287,-2.109,0.853,0.018,-0.512,1.3,39.8,-18.8,20409,2016-08-02 15:31:02:206
6.111,-9.193,1.59,0.853,0.018,-0.512,1.3,39.8,-18.8,20509,2016-08-02 15:31:02:306
6.111,-9.193,1.59,1.458,-1.623,-0.794,4.9,42.0,-14.5,20609,2016-08-02 15:31:02:406
-3.807,-15.245,-0.82,1.458,-1.623,-0.794,4.9,42.0,-14.5,20709,2016-08-02 15:31:02:506
-0.881,-10.411,-3.227,0.964,-1.877,-0.777,3.6,41.5,-17.5,20809,2016-08-02 15:31:02:606
-0.881,-10.411,-3.227,0.964,-1.877,-0.777,3.6,41.5,-17.5,20909,2016-08-02 15:31:02:706
-2.396,-13.425,0.498,0.964,-1.877,-0.777,-1.7,39.1,-23.0,21009,2016-08-02 15:31:02:806
-2.396,-13.425,0.498,-1.946,0.393,1.119,-1.7,39.1,-23.0,21109,2016-08-02 15:31:02:906
3.575,-10.259,2.023,-1.946,0.393,1.119,-7.7,36.5,-27.8,21209,2016-08-02 15:31:03:006
3.575,-10.259,2.023,-0.713,1.114,1.441,-7.7,36.5,-27.8,21309,2016-08-02 15:31:03:106
4.331,-2.206,-0.33,-0.713,1.114,1.441,-8.5,38.3,-24.1,21409,2016-08-02 15:31:03:206
4.331,-2.206,-0.33,-0.713,1.114,1.441,-8.5,38.3,-24.1,21509,2016-08-02 15:31:03:306
-5.932,-15.69,-6.048,-0.673,0.914,0.311,-3.5,41.8,-18.5,21609,2016-08-02 15:31:03:406
2.154,-18.851,3.762,-0.673,0.914,0.311,-3.5,41.8,-18.5,21708,2016-08-02 15:31:03:505
2.154,-18.851,3.762,0.414,2.216,-0.492,1.7,43.7,-15.5,21809,2016-08-02 15:31:03:606
3.275,-7.259,-4.927,0.414,2.216,-0.492,1.7,43.7,-15.5,21909,2016-08-02 15:31:03:706
3.275,-7.259,-4.927,0.767,-1.052,-0.695,1.9,43.5,-18.5,22009,2016-08-02 15:31:03:806
-0.245,-10.198,0.661,0.767,-1.052,-0.695,1.9,43.5,-18.5,22109,2016-08-02 15:31:03:906
-0.245,-10.198,0.661,0.767,-1.052,-0.695,-2.5,41.5,-22.4,22209,2016-08-02 15:31:04:006
3.413,-15.569,2.866,-3.239,0.961,1.765,-2.5,41.5,-22.4,22309,2016-08-02 15:31:04:106
3.413,-15.569,2.866,-3.239,0.961,1.765,-8.1,39.4,-26.5,22409,2016-08-02 15:31:04:206
1.85,-6.524,0.955,-0.546,0.344,0.711,-8.1,39.4,-26.5,22509,2016-08-02 15:31:04:306
2.913,-9.76,-2.318,-0.546,0.344,0.711,-7.6,40.5,-22.9,22609,2016-08-02 15:31:04:406
2.913,-9.76,-2.318,-0.546,0.344,0.711,-7.6,40.5,-22.9,22709,2016-08-02 15:31:04:506
2.643,-16.043,-0.595,-0.304,0.335,0.26,-2.4,43.4,-17.2,22809,2016-08-02 15:31:04:606
2.643,-16.043,-0.595,-0.304,0.335,0.26,-2.4,43.4,-17.2,22908,2016-08-02 15:31:04:705
1.659,-8.218,-4.08,2.245,0.199,0.385,1.3,43.6,-14.6,23011,2016-08-02 15:31:04:808
1.659,-8.218,-4.08,2.245,0.199,0.385,1.3,43.6,-14.6,23109,2016-08-02 15:31:04:906
-0.268,-9.951,1.093,0.696,-0.871,-0.364,-1.1,41.3,-19.3,23209,2016-08-02 15:31:05:006
-0.268,-9.951,1.093,0.696,-0.871,-0.364,-1.1,41.3,-19.3,23309,2016-08-02 15:31:05:106
