=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     vehicle_classification
Instances:    20030
Attributes:   205
              [list of attributes omitted]
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 28.03 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
8904,8:metroK_sitting,8:metroK_sitting,,0.74
8905,8:metroK_sitting,8:metroK_sitting,,0.73
8906,8:metroK_sitting,8:metroK_sitting,,0.81
8907,8:metroK_sitting,8:metroK_sitting,,0.81
8908,8:metroK_sitting,8:metroK_sitting,,0.81
8909,8:metroK_sitting,8:metroK_sitting,,0.71
8910,8:metroK_sitting,8:metroK_sitting,,0.8
8911,8:metroK_sitting,8:metroK_sitting,,0.82
8912,8:metroK_sitting,8:metroK_sitting,,0.86
8913,8:metroK_sitting,8:metroK_sitting,,0.83
8914,8:metroK_sitting,8:metroK_sitting,,0.83
8915,8:metroK_sitting,8:metroK_sitting,,0.78
8916,8:metroK_sitting,8:metroK_sitting,,0.75
8917,8:metroK_sitting,8:metroK_sitting,,0.52
8918,8:metroK_sitting,8:metroK_sitting,,0.64
8919,8:metroK_sitting,8:metroK_sitting,,0.75
8920,8:metroK_sitting,8:metroK_sitting,,0.88
8921,8:metroK_sitting,8:metroK_sitting,,0.82
8922,8:metroK_sitting,8:metroK_sitting,,0.66
8923,8:metroK_sitting,8:metroK_sitting,,0.95
8924,8:metroK_sitting,8:metroK_sitting,,0.9
8925,8:metroK_sitting,8:metroK_sitting,,0.85
8926,8:metroK_sitting,8:metroK_sitting,,0.91
8927,8:metroK_sitting,8:metroK_sitting,,0.88
8928,8:metroK_sitting,8:metroK_sitting,,0.94
8929,8:metroK_sitting,8:metroK_sitting,,0.91
8930,8:metroK_sitting,8:metroK_sitting,,0.9
8931,8:metroK_sitting,8:metroK_sitting,,0.81
8932,8:metroK_sitting,8:metroK_sitting,,0.79
8933,8:metroK_sitting,8:metroK_sitting,,0.83
8934,8:metroK_sitting,8:metroK_sitting,,0.85
8935,8:metroK_sitting,8:metroK_sitting,,0.91
8936,8:metroK_sitting,8:metroK_sitting,,0.93
8937,8:metroK_sitting,8:metroK_sitting,,0.93
8938,8:metroK_sitting,8:metroK_sitting,,0.94
8939,8:metroK_sitting,8:metroK_sitting,,0.96
8940,8:metroK_sitting,8:metroK_sitting,,0.88
8941,8:metroK_sitting,8:metroK_sitting,,0.85
8942,8:metroK_sitting,8:metroK_sitting,,0.72
8943,8:metroK_sitting,8:metroK_sitting,,0.51
8944,8:metroK_sitting,8:metroK_sitting,,0.47
8945,8:metroK_sitting,8:metroK_sitting,,0.46
8946,8:metroK_sitting,8:metroK_sitting,,0.63
8947,8:metroK_sitting,8:metroK_sitting,,0.56
8948,8:metroK_sitting,8:metroK_sitting,,0.57
8949,8:metroK_sitting,8:metroK_sitting,,0.59
8950,8:metroK_sitting,8:metroK_sitting,,0.59
8951,8:metroK_sitting,8:metroK_sitting,,0.63
8952,8:metroK_sitting,8:metroK_sitting,,0.55
8953,8:metroK_sitting,8:metroK_sitting,,0.52
8954,8:metroK_sitting,8:metroK_sitting,,0.47
8955,8:metroK_sitting,8:metroK_sitting,,0.48
8956,8:metroK_sitting,8:metroK_sitting,,0.48
8957,8:metroK_sitting,8:metroK_sitting,,0.5
8958,8:metroK_sitting,8:metroK_sitting,,0.54
8959,8:metroK_sitting,8:metroK_sitting,,0.49
8960,8:metroK_sitting,8:metroK_sitting,,0.42
8961,8:metroK_sitting,8:metroK_sitting,,0.46
8962,8:metroK_sitting,8:metroK_sitting,,0.59
8963,8:metroK_sitting,8:metroK_sitting,,0.68
8964,8:metroK_sitting,8:metroK_sitting,,0.7
8965,8:metroK_sitting,8:metroK_sitting,,0.81
8966,8:metroK_sitting,8:metroK_sitting,,0.81
8967,8:metroK_sitting,8:metroK_sitting,,0.59
8968,8:metroK_sitting,8:metroK_sitting,,0.44
8969,8:metroK_sitting,8:metroK_sitting,,0.3
8970,8:metroK_sitting,8:metroK_sitting,,0.67
8971,8:metroK_sitting,8:metroK_sitting,,0.65
8972,8:metroK_sitting,7:metroH_sitting,+,0.45
8973,8:metroK_sitting,8:metroK_sitting,,0.77
8974,8:metroK_sitting,8:metroK_sitting,,0.91
8975,8:metroK_sitting,8:metroK_sitting,,0.75
8976,8:metroK_sitting,8:metroK_sitting,,0.76
8977,8:metroK_sitting,8:metroK_sitting,,0.69
8978,8:metroK_sitting,8:metroK_sitting,,0.69
8979,8:metroK_sitting,8:metroK_sitting,,0.67
8980,8:metroK_sitting,8:metroK_sitting,,0.81
8981,8:metroK_sitting,8:metroK_sitting,,0.85
8982,8:metroK_sitting,8:metroK_sitting,,0.83
8983,8:metroK_sitting,8:metroK_sitting,,0.62
8984,8:metroK_sitting,8:metroK_sitting,,0.81
8985,8:metroK_sitting,8:metroK_sitting,,0.84
8986,8:metroK_sitting,8:metroK_sitting,,0.89
8987,8:metroK_sitting,8:metroK_sitting,,0.82
8988,8:metroK_sitting,8:metroK_sitting,,0.63
8989,8:metroK_sitting,8:metroK_sitting,,0.6
8990,8:metroK_sitting,8:metroK_sitting,,0.9
8991,8:metroK_sitting,8:metroK_sitting,,0.77
8992,8:metroK_sitting,8:metroK_sitting,,0.8
8993,8:metroK_sitting,8:metroK_sitting,,0.74
8994,8:metroK_sitting,8:metroK_sitting,,0.87
8995,8:metroK_sitting,8:metroK_sitting,,0.81
8996,8:metroK_sitting,8:metroK_sitting,,0.84
8997,8:metroK_sitting,8:metroK_sitting,,0.83
8998,8:metroK_sitting,8:metroK_sitting,,0.86
8999,8:metroK_sitting,8:metroK_sitting,,0.6
9000,8:metroK_sitting,8:metroK_sitting,,0.4
9001,8:metroK_sitting,8:metroK_sitting,,0.88
9002,8:metroK_sitting,8:metroK_sitting,,0.88
9003,8:metroK_sitting,8:metroK_sitting,,0.88
9004,8:metroK_sitting,8:metroK_sitting,,0.75
9005,8:metroK_sitting,8:metroK_sitting,,0.79
9006,8:metroK_sitting,8:metroK_sitting,,0.72
9007,8:metroK_sitting,8:metroK_sitting,,0.74
9008,8:metroK_sitting,8:metroK_sitting,,0.64
9009,8:metroK_sitting,8:metroK_sitting,,0.71
9010,8:metroK_sitting,8:metroK_sitting,,0.85
9011,8:metroK_sitting,8:metroK_sitting,,0.83
9012,8:metroK_sitting,8:metroK_sitting,,0.87
9013,8:metroK_sitting,8:metroK_sitting,,0.81
9014,8:metroK_sitting,8:metroK_sitting,,0.82
9015,8:metroK_sitting,8:metroK_sitting,,0.93
9016,8:metroK_sitting,8:metroK_sitting,,0.95
9017,8:metroK_sitting,8:metroK_sitting,,0.93
9018,8:metroK_sitting,8:metroK_sitting,,0.96
9019,8:metroK_sitting,8:metroK_sitting,,0.92
9020,8:metroK_sitting,8:metroK_sitting,,0.89
9021,8:metroK_sitting,8:metroK_sitting,,0.91
9022,8:metroK_sitting,8:metroK_sitting,,0.76
9023,8:metroK_sitting,8:metroK_sitting,,0.83
9024,8:metroK_sitting,8:metroK_sitting,,0.71
9025,8:metroK_sitting,8:metroK_sitting,,0.62
9026,8:metroK_sitting,8:metroK_sitting,,0.46
9027,8:metroK_sitting,7:metroH_sitting,+,0.4
9028,8:metroK_sitting,7:metroH_sitting,+,0.46
9029,8:metroK_sitting,7:metroH_sitting,+,0.3
9030,8:metroK_sitting,8:metroK_sitting,,0.67
9031,8:metroK_sitting,8:metroK_sitting,,0.78
9032,8:metroK_sitting,8:metroK_sitting,,0.5
9033,8:metroK_sitting,8:metroK_sitting,,0.41
9034,8:metroK_sitting,8:metroK_sitting,,0.49
9035,8:metroK_sitting,8:metroK_sitting,,0.7
9036,8:metroK_sitting,8:metroK_sitting,,0.75
9037,8:metroK_sitting,8:metroK_sitting,,0.92
9038,8:metroK_sitting,8:metroK_sitting,,0.78
9039,8:metroK_sitting,8:metroK_sitting,,0.91
9040,8:metroK_sitting,8:metroK_sitting,,0.91
9041,8:metroK_sitting,8:metroK_sitting,,0.89
9042,8:metroK_sitting,8:metroK_sitting,,0.89
9043,8:metroK_sitting,8:metroK_sitting,,0.92
9044,8:metroK_sitting,8:metroK_sitting,,0.87
9045,8:metroK_sitting,8:metroK_sitting,,0.9
9046,8:metroK_sitting,8:metroK_sitting,,0.88
9047,8:metroK_sitting,8:metroK_sitting,,0.77
9048,8:metroK_sitting,8:metroK_sitting,,0.75
9049,8:metroK_sitting,8:metroK_sitting,,0.58
9050,8:metroK_sitting,8:metroK_sitting,,0.63
9051,8:metroK_sitting,8:metroK_sitting,,0.84
9052,8:metroK_sitting,8:metroK_sitting,,0.92
9053,8:metroK_sitting,8:metroK_sitting,,0.87
9054,8:metroK_sitting,8:metroK_sitting,,0.93
9055,8:metroK_sitting,8:metroK_sitting,,0.87
9056,8:metroK_sitting,8:metroK_sitting,,0.91
9057,8:metroK_sitting,8:metroK_sitting,,0.85
9058,8:metroK_sitting,8:metroK_sitting,,0.86
9059,8:metroK_sitting,8:metroK_sitting,,0.87
9060,8:metroK_sitting,8:metroK_sitting,,0.86
9061,8:metroK_sitting,8:metroK_sitting,,0.61
9062,8:metroK_sitting,8:metroK_sitting,,0.57
9063,8:metroK_sitting,8:metroK_sitting,,0.51
9064,8:metroK_sitting,8:metroK_sitting,,0.51
9065,8:metroK_sitting,8:metroK_sitting,,0.61
9066,8:metroK_sitting,8:metroK_sitting,,0.57
9067,8:metroK_sitting,8:metroK_sitting,,0.74
9068,8:metroK_sitting,8:metroK_sitting,,0.59
9069,8:metroK_sitting,8:metroK_sitting,,0.62
9070,8:metroK_sitting,8:metroK_sitting,,0.71
9071,8:metroK_sitting,8:metroK_sitting,,0.84
9072,8:metroK_sitting,8:metroK_sitting,,0.86
9073,8:metroK_sitting,8:metroK_sitting,,0.54
9074,8:metroK_sitting,8:metroK_sitting,,0.63
9075,8:metroK_sitting,8:metroK_sitting,,0.62
9076,8:metroK_sitting,8:metroK_sitting,,0.69
9077,8:metroK_sitting,8:metroK_sitting,,0.89
9078,8:metroK_sitting,8:metroK_sitting,,0.81
9079,8:metroK_sitting,8:metroK_sitting,,0.85
9080,8:metroK_sitting,8:metroK_sitting,,0.84
9081,8:metroK_sitting,8:metroK_sitting,,0.82
9082,8:metroK_sitting,8:metroK_sitting,,0.8
9083,8:metroK_sitting,8:metroK_sitting,,0.67
9084,8:metroK_sitting,8:metroK_sitting,,0.61
9085,8:metroK_sitting,8:metroK_sitting,,0.6
9086,8:metroK_sitting,8:metroK_sitting,,0.71
9087,8:metroK_sitting,8:metroK_sitting,,0.82
9088,8:metroK_sitting,8:metroK_sitting,,0.93
9089,8:metroK_sitting,8:metroK_sitting,,0.88
9090,8:metroK_sitting,8:metroK_sitting,,0.88
9091,8:metroK_sitting,8:metroK_sitting,,0.54
9092,8:metroK_sitting,8:metroK_sitting,,0.72
9093,8:metroK_sitting,8:metroK_sitting,,0.61
9094,8:metroK_sitting,8:metroK_sitting,,0.52
9095,8:metroK_sitting,8:metroK_sitting,,0.67
9096,8:metroK_sitting,8:metroK_sitting,,0.74
9097,8:metroK_sitting,7:metroH_sitting,+,0.45
9098,8:metroK_sitting,7:metroH_sitting,+,0.72
9099,8:metroK_sitting,7:metroH_sitting,+,0.61
9100,8:metroK_sitting,8:metroK_sitting,,0.4
9101,8:metroK_sitting,8:metroK_sitting,,0.39
9102,8:metroK_sitting,10:metrobus_sitting,+,0.45
9103,8:metroK_sitting,7:metroH_sitting,+,0.34
9104,8:metroK_sitting,7:metroH_sitting,+,0.36
9105,8:metroK_sitting,8:metroK_sitting,,0.4
9106,8:metroK_sitting,8:metroK_sitting,,0.53
9107,8:metroK_sitting,8:metroK_sitting,,0.56
9108,8:metroK_sitting,8:metroK_sitting,,0.69
9109,8:metroK_sitting,8:metroK_sitting,,0.69
9110,8:metroK_sitting,8:metroK_sitting,,0.83
9111,8:metroK_sitting,8:metroK_sitting,,0.84
9112,8:metroK_sitting,8:metroK_sitting,,0.94
9113,8:metroK_sitting,8:metroK_sitting,,0.92
9114,8:metroK_sitting,8:metroK_sitting,,0.91
9115,8:metroK_sitting,8:metroK_sitting,,0.87
9116,8:metroK_sitting,8:metroK_sitting,,0.89
9117,8:metroK_sitting,8:metroK_sitting,,0.93
9118,8:metroK_sitting,8:metroK_sitting,,0.87
9119,8:metroK_sitting,8:metroK_sitting,,0.72
9120,8:metroK_sitting,8:metroK_sitting,,0.64
9121,8:metroK_sitting,8:metroK_sitting,,0.76
9122,8:metroK_sitting,8:metroK_sitting,,0.43
9123,8:metroK_sitting,8:metroK_sitting,,0.44
9124,8:metroK_sitting,8:metroK_sitting,,0.72
9125,8:metroK_sitting,8:metroK_sitting,,0.72
9126,8:metroK_sitting,8:metroK_sitting,,0.54
9127,8:metroK_sitting,8:metroK_sitting,,0.68
9128,8:metroK_sitting,8:metroK_sitting,,0.65
9129,8:metroK_sitting,8:metroK_sitting,,0.45
9130,8:metroK_sitting,8:metroK_sitting,,0.31
9131,8:metroK_sitting,8:metroK_sitting,,0.65
9132,8:metroK_sitting,8:metroK_sitting,,0.68
9133,8:metroK_sitting,8:metroK_sitting,,0.48
9134,8:metroK_sitting,7:metroH_sitting,+,0.38
9135,8:metroK_sitting,7:metroH_sitting,+,0.46
9136,8:metroK_sitting,8:metroK_sitting,,0.44
9137,8:metroK_sitting,8:metroK_sitting,,0.73
9138,8:metroK_sitting,8:metroK_sitting,,0.86
9139,8:metroK_sitting,8:metroK_sitting,,0.65
9140,8:metroK_sitting,8:metroK_sitting,,0.52
9141,8:metroK_sitting,8:metroK_sitting,,0.37
9142,8:metroK_sitting,8:metroK_sitting,,0.4
9143,8:metroK_sitting,8:metroK_sitting,,0.38
9144,8:metroK_sitting,7:metroH_sitting,+,0.38
9145,8:metroK_sitting,7:metroH_sitting,+,0.45
9146,8:metroK_sitting,7:metroH_sitting,+,0.39
9147,8:metroK_sitting,8:metroK_sitting,,0.56
9148,8:metroK_sitting,8:metroK_sitting,,0.26
9149,8:metroK_sitting,8:metroK_sitting,,0.37
9150,8:metroK_sitting,8:metroK_sitting,,0.44
9151,8:metroK_sitting,8:metroK_sitting,,0.48
9152,8:metroK_sitting,8:metroK_sitting,,0.52
9153,8:metroK_sitting,8:metroK_sitting,,0.47
9154,8:metroK_sitting,8:metroK_sitting,,0.55
9155,8:metroK_sitting,8:metroK_sitting,,0.65
9156,8:metroK_sitting,8:metroK_sitting,,0.55
9157,8:metroK_sitting,8:metroK_sitting,,0.43
9158,8:metroK_sitting,8:metroK_sitting,,0.46
9159,8:metroK_sitting,8:metroK_sitting,,0.47
9160,8:metroK_sitting,8:metroK_sitting,,0.47
9161,8:metroK_sitting,8:metroK_sitting,,0.52
9162,8:metroK_sitting,8:metroK_sitting,,0.48
9163,8:metroK_sitting,8:metroK_sitting,,0.48
9164,8:metroK_sitting,8:metroK_sitting,,0.52
9165,8:metroK_sitting,8:metroK_sitting,,0.57
9166,8:metroK_sitting,8:metroK_sitting,,0.42
9167,8:metroK_sitting,8:metroK_sitting,,0.49
9168,8:metroK_sitting,8:metroK_sitting,,0.47
9169,8:metroK_sitting,8:metroK_sitting,,0.54
9170,8:metroK_sitting,8:metroK_sitting,,0.52
9171,8:metroK_sitting,8:metroK_sitting,,0.49
9172,8:metroK_sitting,8:metroK_sitting,,0.52
9173,8:metroK_sitting,8:metroK_sitting,,0.49
9174,8:metroK_sitting,8:metroK_sitting,,0.46
9175,8:metroK_sitting,8:metroK_sitting,,0.46
9176,8:metroK_sitting,8:metroK_sitting,,0.46
9177,8:metroK_sitting,8:metroK_sitting,,0.53
9178,8:metroK_sitting,8:metroK_sitting,,0.46
9179,8:metroK_sitting,8:metroK_sitting,,0.51
9180,8:metroK_sitting,8:metroK_sitting,,0.61
9181,8:metroK_sitting,8:metroK_sitting,,0.56
9182,8:metroK_sitting,8:metroK_sitting,,0.56
9183,8:metroK_sitting,8:metroK_sitting,,0.52
9184,8:metroK_sitting,8:metroK_sitting,,0.46
9185,8:metroK_sitting,8:metroK_sitting,,0.52
9186,8:metroK_sitting,8:metroK_sitting,,0.52
9187,8:metroK_sitting,7:metroH_sitting,+,0.36
9188,8:metroK_sitting,8:metroK_sitting,,0.44
9189,8:metroK_sitting,8:metroK_sitting,,0.42
9190,8:metroK_sitting,8:metroK_sitting,,0.51
9191,8:metroK_sitting,8:metroK_sitting,,0.45
9192,8:metroK_sitting,8:metroK_sitting,,0.52
9193,8:metroK_sitting,8:metroK_sitting,,0.56
9194,8:metroK_sitting,8:metroK_sitting,,0.44
9195,8:metroK_sitting,8:metroK_sitting,,0.54
9196,8:metroK_sitting,8:metroK_sitting,,0.82
9197,8:metroK_sitting,8:metroK_sitting,,0.91
9198,8:metroK_sitting,8:metroK_sitting,,0.86
9199,8:metroK_sitting,8:metroK_sitting,,0.9
9200,8:metroK_sitting,8:metroK_sitting,,0.93
9201,8:metroK_sitting,8:metroK_sitting,,0.88
9202,8:metroK_sitting,8:metroK_sitting,,0.89
9203,8:metroK_sitting,8:metroK_sitting,,0.64
9204,8:metroK_sitting,8:metroK_sitting,,0.59
9205,8:metroK_sitting,8:metroK_sitting,,0.93
9206,8:metroK_sitting,8:metroK_sitting,,0.91
9207,8:metroK_sitting,8:metroK_sitting,,0.64
9208,8:metroK_sitting,8:metroK_sitting,,0.6
9209,8:metroK_sitting,8:metroK_sitting,,0.77
9210,8:metroK_sitting,8:metroK_sitting,,0.8
9211,8:metroK_sitting,8:metroK_sitting,,0.78
9212,8:metroK_sitting,8:metroK_sitting,,0.77
9213,8:metroK_sitting,8:metroK_sitting,,0.82
9214,8:metroK_sitting,8:metroK_sitting,,0.77
9215,8:metroK_sitting,8:metroK_sitting,,0.77
9216,8:metroK_sitting,8:metroK_sitting,,0.59
9217,8:metroK_sitting,8:metroK_sitting,,0.51
9218,8:metroK_sitting,8:metroK_sitting,,0.37
9219,8:metroK_sitting,8:metroK_sitting,,0.43
9220,8:metroK_sitting,7:metroH_sitting,+,0.33
9221,8:metroK_sitting,10:metrobus_sitting,+,0.3
9222,8:metroK_sitting,7:metroH_sitting,+,0.34
9223,8:metroK_sitting,10:metrobus_sitting,+,0.27
9224,8:metroK_sitting,8:metroK_sitting,,0.27
9225,8:metroK_sitting,8:metroK_sitting,,0.31
9226,8:metroK_sitting,10:metrobus_sitting,+,0.28
9227,8:metroK_sitting,17:metrobus_standing,+,0.33
9228,8:metroK_sitting,10:metrobus_sitting,+,0.18
9229,8:metroK_sitting,8:metroK_sitting,,0.28
9230,15:metroK_standing,15:metroK_standing,,0.72
9231,15:metroK_standing,15:metroK_standing,,0.78
9232,15:metroK_standing,15:metroK_standing,,0.59
9233,15:metroK_standing,15:metroK_standing,,0.56
9234,15:metroK_standing,15:metroK_standing,,0.58
9235,15:metroK_standing,15:metroK_standing,,0.55
9236,15:metroK_standing,15:metroK_standing,,0.35
9237,15:metroK_standing,13:tram_standing,+,0.32
9238,15:metroK_standing,15:metroK_standing,,0.61
9239,15:metroK_standing,15:metroK_standing,,0.59
9240,15:metroK_standing,15:metroK_standing,,0.74
9241,15:metroK_standing,15:metroK_standing,,0.64
9242,15:metroK_standing,15:metroK_standing,,0.49
9243,15:metroK_standing,15:metroK_standing,,0.57
9244,15:metroK_standing,15:metroK_standing,,0.35
9245,15:metroK_standing,13:tram_standing,+,0.32
9246,15:metroK_standing,15:metroK_standing,,0.47
9247,15:metroK_standing,15:metroK_standing,,0.54
9248,15:metroK_standing,15:metroK_standing,,0.74
9249,15:metroK_standing,15:metroK_standing,,0.66
9250,15:metroK_standing,15:metroK_standing,,0.45
9251,15:metroK_standing,15:metroK_standing,,0.63
9252,15:metroK_standing,15:metroK_standing,,0.79
9253,15:metroK_standing,15:metroK_standing,,0.66
9254,15:metroK_standing,15:metroK_standing,,0.67
9255,15:metroK_standing,15:metroK_standing,,0.72
9256,15:metroK_standing,15:metroK_standing,,0.72
9257,15:metroK_standing,15:metroK_standing,,0.46
9258,15:metroK_standing,15:metroK_standing,,0.56
9259,15:metroK_standing,15:metroK_standing,,0.57
9260,15:metroK_standing,15:metroK_standing,,0.32
9261,15:metroK_standing,13:tram_standing,+,0.29
9262,15:metroK_standing,15:metroK_standing,,0.38
9263,15:metroK_standing,15:metroK_standing,,0.51
9264,15:metroK_standing,15:metroK_standing,,0.38
9265,15:metroK_standing,15:metroK_standing,,0.33
9266,15:metroK_standing,15:metroK_standing,,0.69
9267,15:metroK_standing,15:metroK_standing,,0.48
9268,15:metroK_standing,17:metrobus_standing,+,0.42
9269,15:metroK_standing,17:metrobus_standing,+,0.33
9270,15:metroK_standing,15:metroK_standing,,0.49
9271,15:metroK_standing,15:metroK_standing,,0.41
9272,15:metroK_standing,15:metroK_standing,,0.49
9273,15:metroK_standing,17:metrobus_standing,+,0.47
9274,15:metroK_standing,17:metrobus_standing,+,0.38
9275,15:metroK_standing,15:metroK_standing,,0.7
9276,15:metroK_standing,15:metroK_standing,,0.67
9277,15:metroK_standing,15:metroK_standing,,0.71
9278,15:metroK_standing,15:metroK_standing,,0.69
9279,15:metroK_standing,15:metroK_standing,,0.76
9280,15:metroK_standing,15:metroK_standing,,0.61
9281,15:metroK_standing,15:metroK_standing,,0.71
9282,15:metroK_standing,15:metroK_standing,,0.84
9283,15:metroK_standing,15:metroK_standing,,0.8
9284,15:metroK_standing,15:metroK_standing,,0.61
9285,15:metroK_standing,15:metroK_standing,,0.62
9286,15:metroK_standing,15:metroK_standing,,0.63
9287,15:metroK_standing,15:metroK_standing,,0.54
9288,15:metroK_standing,15:metroK_standing,,0.71
9289,15:metroK_standing,15:metroK_standing,,0.75
9290,15:metroK_standing,15:metroK_standing,,0.58
9291,15:metroK_standing,16:marmaray_standing,+,0.31
9292,15:metroK_standing,15:metroK_standing,,0.42
9293,15:metroK_standing,15:metroK_standing,,0.61
9294,15:metroK_standing,15:metroK_standing,,0.53
9295,15:metroK_standing,15:metroK_standing,,0.61
9296,15:metroK_standing,15:metroK_standing,,0.65
9297,15:metroK_standing,15:metroK_standing,,0.68
9298,15:metroK_standing,15:metroK_standing,,0.69
9299,15:metroK_standing,15:metroK_standing,,0.79
9300,15:metroK_standing,15:metroK_standing,,0.82
9301,15:metroK_standing,15:metroK_standing,,0.72
9302,15:metroK_standing,15:metroK_standing,,0.6
9303,15:metroK_standing,15:metroK_standing,,0.46
9304,15:metroK_standing,15:metroK_standing,,0.61
9305,15:metroK_standing,15:metroK_standing,,0.49
9306,15:metroK_standing,15:metroK_standing,,0.53
9307,15:metroK_standing,15:metroK_standing,,0.69
9308,15:metroK_standing,15:metroK_standing,,0.66
9309,15:metroK_standing,15:metroK_standing,,0.4
9310,15:metroK_standing,15:metroK_standing,,0.37
9311,15:metroK_standing,15:metroK_standing,,0.36
9312,15:metroK_standing,13:tram_standing,+,0.39
9313,15:metroK_standing,13:tram_standing,+,0.54
9314,15:metroK_standing,13:tram_standing,+,0.37
9315,15:metroK_standing,13:tram_standing,+,0.26
9316,15:metroK_standing,16:marmaray_standing,+,0.37
9317,15:metroK_standing,13:tram_standing,+,0.42
9318,15:metroK_standing,15:metroK_standing,,0.39
9319,15:metroK_standing,15:metroK_standing,,0.35
9320,15:metroK_standing,15:metroK_standing,,0.54
9321,15:metroK_standing,15:metroK_standing,,0.48
9322,15:metroK_standing,13:tram_standing,+,0.42
9323,15:metroK_standing,15:metroK_standing,,0.38
9324,15:metroK_standing,15:metroK_standing,,0.53
9325,15:metroK_standing,15:metroK_standing,,0.58
9326,15:metroK_standing,15:metroK_standing,,0.7
9327,15:metroK_standing,15:metroK_standing,,0.57
9328,15:metroK_standing,15:metroK_standing,,0.4
9329,15:metroK_standing,15:metroK_standing,,0.5
9330,15:metroK_standing,15:metroK_standing,,0.51
9331,15:metroK_standing,15:metroK_standing,,0.39
9332,15:metroK_standing,13:tram_standing,+,0.4
9333,15:metroK_standing,13:tram_standing,+,0.37
9334,15:metroK_standing,13:tram_standing,+,0.38
9335,15:metroK_standing,16:marmaray_standing,+,0.38
9336,15:metroK_standing,15:metroK_standing,,0.46
9337,15:metroK_standing,15:metroK_standing,,0.32
9338,15:metroK_standing,15:metroK_standing,,0.31
9339,15:metroK_standing,15:metroK_standing,,0.39
9340,15:metroK_standing,16:marmaray_standing,+,0.3
9341,15:metroK_standing,15:metroK_standing,,0.31
9342,15:metroK_standing,15:metroK_standing,,0.52
9343,15:metroK_standing,15:metroK_standing,,0.7
9344,15:metroK_standing,15:metroK_standing,,0.55
9345,15:metroK_standing,15:metroK_standing,,0.44
9346,15:metroK_standing,15:metroK_standing,,0.59
9347,15:metroK_standing,15:metroK_standing,,0.56
9348,15:metroK_standing,15:metroK_standing,,0.48
9349,15:metroK_standing,15:metroK_standing,,0.69
9350,15:metroK_standing,15:metroK_standing,,0.63
9351,15:metroK_standing,15:metroK_standing,,0.61
9352,15:metroK_standing,15:metroK_standing,,0.74
9353,15:metroK_standing,15:metroK_standing,,0.76
9354,15:metroK_standing,15:metroK_standing,,0.78
9355,15:metroK_standing,15:metroK_standing,,0.76
9356,15:metroK_standing,15:metroK_standing,,0.89
9357,15:metroK_standing,15:metroK_standing,,0.81
9358,15:metroK_standing,15:metroK_standing,,0.76
9359,15:metroK_standing,15:metroK_standing,,0.84
9360,15:metroK_standing,15:metroK_standing,,0.82
9361,15:metroK_standing,15:metroK_standing,,0.39
9362,15:metroK_standing,15:metroK_standing,,0.34
9363,15:metroK_standing,16:marmaray_standing,+,0.46
9364,15:metroK_standing,15:metroK_standing,,0.44
9365,15:metroK_standing,15:metroK_standing,,0.72
9366,15:metroK_standing,15:metroK_standing,,0.8
9367,15:metroK_standing,15:metroK_standing,,0.6
9368,15:metroK_standing,15:metroK_standing,,0.45
9369,15:metroK_standing,13:tram_standing,+,0.37
9370,15:metroK_standing,15:metroK_standing,,0.35
9371,15:metroK_standing,15:metroK_standing,,0.58
9372,15:metroK_standing,15:metroK_standing,,0.64
9373,15:metroK_standing,15:metroK_standing,,0.59
9374,15:metroK_standing,15:metroK_standing,,0.43
9375,15:metroK_standing,15:metroK_standing,,0.45
9376,15:metroK_standing,15:metroK_standing,,0.66
9377,15:metroK_standing,15:metroK_standing,,0.52
9378,15:metroK_standing,15:metroK_standing,,0.47
9379,15:metroK_standing,15:metroK_standing,,0.46
9380,15:metroK_standing,15:metroK_standing,,0.42
9381,15:metroK_standing,16:marmaray_standing,+,0.32
9382,15:metroK_standing,15:metroK_standing,,0.57
9383,15:metroK_standing,15:metroK_standing,,0.68
9384,15:metroK_standing,15:metroK_standing,,0.63
9385,15:metroK_standing,15:metroK_standing,,0.53
9386,15:metroK_standing,15:metroK_standing,,0.51
9387,15:metroK_standing,15:metroK_standing,,0.42
9388,15:metroK_standing,14:metroH_standing,+,0.33
9389,15:metroK_standing,15:metroK_standing,,0.43
9390,15:metroK_standing,15:metroK_standing,,0.39
9391,15:metroK_standing,15:metroK_standing,,0.66
9392,15:metroK_standing,15:metroK_standing,,0.54
9393,15:metroK_standing,15:metroK_standing,,0.55
9394,15:metroK_standing,15:metroK_standing,,0.44
9395,15:metroK_standing,15:metroK_standing,,0.63
9396,15:metroK_standing,15:metroK_standing,,0.61
9397,15:metroK_standing,15:metroK_standing,,0.74
9398,15:metroK_standing,15:metroK_standing,,0.58
9399,15:metroK_standing,15:metroK_standing,,0.52
9400,15:metroK_standing,15:metroK_standing,,0.53
9401,15:metroK_standing,15:metroK_standing,,0.5
9402,15:metroK_standing,15:metroK_standing,,0.59
9403,15:metroK_standing,15:metroK_standing,,0.62
