=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     vehicle_classification
Instances:    20030
Attributes:   205
              [list of attributes omitted]
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 28.03 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
3782,7:metroH_sitting,7:metroH_sitting,,0.9
3783,7:metroH_sitting,7:metroH_sitting,,0.92
3784,7:metroH_sitting,7:metroH_sitting,,0.93
3785,7:metroH_sitting,7:metroH_sitting,,0.93
3786,7:metroH_sitting,7:metroH_sitting,,0.96
3787,7:metroH_sitting,7:metroH_sitting,,0.92
3788,7:metroH_sitting,7:metroH_sitting,,0.93
3789,7:metroH_sitting,7:metroH_sitting,,0.91
3790,7:metroH_sitting,7:metroH_sitting,,0.9
3791,7:metroH_sitting,7:metroH_sitting,,0.97
3792,7:metroH_sitting,7:metroH_sitting,,0.94
3793,7:metroH_sitting,7:metroH_sitting,,0.64
3794,7:metroH_sitting,7:metroH_sitting,,0.73
3795,7:metroH_sitting,7:metroH_sitting,,0.74
3796,7:metroH_sitting,7:metroH_sitting,,0.73
3797,7:metroH_sitting,7:metroH_sitting,,0.72
3798,7:metroH_sitting,7:metroH_sitting,,0.77
3799,7:metroH_sitting,7:metroH_sitting,,0.69
3800,7:metroH_sitting,7:metroH_sitting,,0.8
3801,7:metroH_sitting,7:metroH_sitting,,0.77
3802,7:metroH_sitting,7:metroH_sitting,,0.64
3803,7:metroH_sitting,7:metroH_sitting,,0.57
3804,7:metroH_sitting,7:metroH_sitting,,0.54
3805,7:metroH_sitting,7:metroH_sitting,,0.64
3806,7:metroH_sitting,7:metroH_sitting,,0.62
3807,7:metroH_sitting,7:metroH_sitting,,0.65
3808,7:metroH_sitting,6:tram_sitting,+,0.51
3809,7:metroH_sitting,6:tram_sitting,+,0.46
3810,7:metroH_sitting,7:metroH_sitting,,0.54
3811,7:metroH_sitting,7:metroH_sitting,,0.65
3812,7:metroH_sitting,7:metroH_sitting,,0.8
3813,7:metroH_sitting,7:metroH_sitting,,0.89
3814,7:metroH_sitting,7:metroH_sitting,,0.88
3815,7:metroH_sitting,7:metroH_sitting,,0.84
3816,7:metroH_sitting,7:metroH_sitting,,0.89
3817,7:metroH_sitting,7:metroH_sitting,,0.92
3818,7:metroH_sitting,7:metroH_sitting,,0.93
3819,7:metroH_sitting,7:metroH_sitting,,0.91
3820,7:metroH_sitting,7:metroH_sitting,,0.86
3821,7:metroH_sitting,7:metroH_sitting,,0.9
3822,7:metroH_sitting,7:metroH_sitting,,0.85
3823,7:metroH_sitting,7:metroH_sitting,,0.83
3824,7:metroH_sitting,7:metroH_sitting,,0.83
3825,7:metroH_sitting,7:metroH_sitting,,0.92
3826,7:metroH_sitting,7:metroH_sitting,,0.77
3827,7:metroH_sitting,7:metroH_sitting,,0.71
3828,7:metroH_sitting,7:metroH_sitting,,0.65
3829,7:metroH_sitting,7:metroH_sitting,,0.6
3830,7:metroH_sitting,7:metroH_sitting,,0.67
3831,7:metroH_sitting,7:metroH_sitting,,0.86
3832,7:metroH_sitting,7:metroH_sitting,,0.88
3833,7:metroH_sitting,7:metroH_sitting,,0.72
3834,7:metroH_sitting,7:metroH_sitting,,0.77
3835,7:metroH_sitting,7:metroH_sitting,,0.72
3836,7:metroH_sitting,7:metroH_sitting,,0.78
3837,7:metroH_sitting,7:metroH_sitting,,0.76
3838,7:metroH_sitting,7:metroH_sitting,,0.87
3839,7:metroH_sitting,7:metroH_sitting,,0.92
3840,7:metroH_sitting,7:metroH_sitting,,0.8
3841,7:metroH_sitting,7:metroH_sitting,,0.81
3842,7:metroH_sitting,7:metroH_sitting,,0.84
3843,7:metroH_sitting,7:metroH_sitting,,0.93
3844,7:metroH_sitting,7:metroH_sitting,,0.83
3845,7:metroH_sitting,7:metroH_sitting,,0.9
3846,7:metroH_sitting,7:metroH_sitting,,0.76
3847,7:metroH_sitting,7:metroH_sitting,,0.78
3848,7:metroH_sitting,7:metroH_sitting,,0.73
3849,7:metroH_sitting,7:metroH_sitting,,0.74
3850,7:metroH_sitting,7:metroH_sitting,,0.56
3851,7:metroH_sitting,7:metroH_sitting,,0.55
3852,7:metroH_sitting,7:metroH_sitting,,0.5
3853,7:metroH_sitting,7:metroH_sitting,,0.66
3854,7:metroH_sitting,7:metroH_sitting,,0.52
3855,7:metroH_sitting,7:metroH_sitting,,0.61
3856,7:metroH_sitting,7:metroH_sitting,,0.44
3857,7:metroH_sitting,7:metroH_sitting,,0.49
3858,7:metroH_sitting,6:tram_sitting,+,0.58
3859,7:metroH_sitting,6:tram_sitting,+,0.62
3860,7:metroH_sitting,6:tram_sitting,+,0.41
3861,7:metroH_sitting,7:metroH_sitting,,0.4
3862,7:metroH_sitting,7:metroH_sitting,,0.48
3863,7:metroH_sitting,7:metroH_sitting,,0.46
3864,7:metroH_sitting,7:metroH_sitting,,0.48
3865,7:metroH_sitting,7:metroH_sitting,,0.48
3866,7:metroH_sitting,7:metroH_sitting,,0.42
3867,7:metroH_sitting,7:metroH_sitting,,0.46
3868,7:metroH_sitting,7:metroH_sitting,,0.53
3869,7:metroH_sitting,7:metroH_sitting,,0.51
3870,7:metroH_sitting,7:metroH_sitting,,0.55
3871,7:metroH_sitting,7:metroH_sitting,,0.53
3872,7:metroH_sitting,7:metroH_sitting,,0.5
3873,7:metroH_sitting,6:tram_sitting,+,0.37
3874,7:metroH_sitting,6:tram_sitting,+,0.52
3875,7:metroH_sitting,6:tram_sitting,+,0.41
3876,7:metroH_sitting,9:marmaray_sitting,+,0.49
3877,7:metroH_sitting,9:marmaray_sitting,+,0.5
3878,7:metroH_sitting,9:marmaray_sitting,+,0.4
3879,7:metroH_sitting,7:metroH_sitting,,0.53
3880,7:metroH_sitting,7:metroH_sitting,,0.64
3881,7:metroH_sitting,7:metroH_sitting,,0.81
3882,7:metroH_sitting,7:metroH_sitting,,0.81
3883,7:metroH_sitting,7:metroH_sitting,,0.51
3884,7:metroH_sitting,7:metroH_sitting,,0.82
3885,7:metroH_sitting,7:metroH_sitting,,0.72
3886,7:metroH_sitting,7:metroH_sitting,,0.81
3887,7:metroH_sitting,7:metroH_sitting,,0.83
3888,7:metroH_sitting,7:metroH_sitting,,0.88
3889,7:metroH_sitting,7:metroH_sitting,,0.58
3890,7:metroH_sitting,7:metroH_sitting,,0.61
3891,7:metroH_sitting,6:tram_sitting,+,0.41
3892,7:metroH_sitting,7:metroH_sitting,,0.49
3893,7:metroH_sitting,7:metroH_sitting,,0.57
3894,7:metroH_sitting,7:metroH_sitting,,0.55
3895,7:metroH_sitting,7:metroH_sitting,,0.52
3896,7:metroH_sitting,7:metroH_sitting,,0.67
3897,7:metroH_sitting,7:metroH_sitting,,0.54
3898,7:metroH_sitting,6:tram_sitting,+,0.61
3899,7:metroH_sitting,7:metroH_sitting,,0.69
3900,7:metroH_sitting,7:metroH_sitting,,0.89
3901,7:metroH_sitting,7:metroH_sitting,,0.93
3902,7:metroH_sitting,7:metroH_sitting,,0.87
3903,7:metroH_sitting,7:metroH_sitting,,0.85
3904,7:metroH_sitting,7:metroH_sitting,,0.66
3905,7:metroH_sitting,7:metroH_sitting,,0.51
3906,7:metroH_sitting,7:metroH_sitting,,0.7
3907,7:metroH_sitting,7:metroH_sitting,,0.75
3908,7:metroH_sitting,7:metroH_sitting,,0.7
3909,7:metroH_sitting,7:metroH_sitting,,0.59
3910,7:metroH_sitting,6:tram_sitting,+,0.56
3911,7:metroH_sitting,6:tram_sitting,+,0.65
3912,7:metroH_sitting,7:metroH_sitting,,0.53
3913,7:metroH_sitting,6:tram_sitting,+,0.49
3914,7:metroH_sitting,6:tram_sitting,+,0.79
3915,7:metroH_sitting,7:metroH_sitting,,0.49
3916,7:metroH_sitting,6:tram_sitting,+,0.5
3917,7:metroH_sitting,7:metroH_sitting,,0.6
3918,7:metroH_sitting,7:metroH_sitting,,0.77
3919,7:metroH_sitting,7:metroH_sitting,,0.72
3920,7:metroH_sitting,6:tram_sitting,+,0.48
3921,7:metroH_sitting,6:tram_sitting,+,0.53
3922,7:metroH_sitting,6:tram_sitting,+,0.57
3923,7:metroH_sitting,6:tram_sitting,+,0.59
3924,7:metroH_sitting,7:metroH_sitting,,0.48
3925,7:metroH_sitting,7:metroH_sitting,,0.51
3926,7:metroH_sitting,6:tram_sitting,+,0.44
3927,7:metroH_sitting,7:metroH_sitting,,0.47
3928,7:metroH_sitting,7:metroH_sitting,,0.71
3929,7:metroH_sitting,7:metroH_sitting,,0.64
3930,7:metroH_sitting,7:metroH_sitting,,0.65
3931,7:metroH_sitting,7:metroH_sitting,,0.68
3932,7:metroH_sitting,7:metroH_sitting,,0.74
3933,7:metroH_sitting,7:metroH_sitting,,0.68
3934,7:metroH_sitting,7:metroH_sitting,,0.79
3935,7:metroH_sitting,7:metroH_sitting,,0.79
3936,7:metroH_sitting,7:metroH_sitting,,0.75
3937,7:metroH_sitting,7:metroH_sitting,,0.72
3938,7:metroH_sitting,7:metroH_sitting,,0.76
3939,7:metroH_sitting,7:metroH_sitting,,0.81
3940,7:metroH_sitting,7:metroH_sitting,,0.72
3941,7:metroH_sitting,7:metroH_sitting,,0.67
3942,7:metroH_sitting,7:metroH_sitting,,0.57
3943,7:metroH_sitting,6:tram_sitting,+,0.37
3944,7:metroH_sitting,6:tram_sitting,+,0.44
3945,7:metroH_sitting,6:tram_sitting,+,0.52
3946,7:metroH_sitting,6:tram_sitting,+,0.49
3947,7:metroH_sitting,7:metroH_sitting,,0.6
3948,7:metroH_sitting,7:metroH_sitting,,0.83
3949,7:metroH_sitting,7:metroH_sitting,,0.78
3950,7:metroH_sitting,7:metroH_sitting,,0.76
3951,7:metroH_sitting,7:metroH_sitting,,0.62
3952,7:metroH_sitting,7:metroH_sitting,,0.66
3953,7:metroH_sitting,7:metroH_sitting,,0.91
3954,7:metroH_sitting,7:metroH_sitting,,0.61
3955,7:metroH_sitting,7:metroH_sitting,,0.67
3956,7:metroH_sitting,7:metroH_sitting,,0.51
3957,7:metroH_sitting,7:metroH_sitting,,0.77
3958,7:metroH_sitting,7:metroH_sitting,,0.75
3959,7:metroH_sitting,7:metroH_sitting,,0.9
3960,7:metroH_sitting,7:metroH_sitting,,0.71
3961,7:metroH_sitting,7:metroH_sitting,,0.7
3962,7:metroH_sitting,7:metroH_sitting,,0.79
3963,7:metroH_sitting,7:metroH_sitting,,0.74
3964,7:metroH_sitting,7:metroH_sitting,,0.75
3965,7:metroH_sitting,7:metroH_sitting,,0.8
3966,7:metroH_sitting,7:metroH_sitting,,0.88
3967,7:metroH_sitting,7:metroH_sitting,,0.92
3968,7:metroH_sitting,7:metroH_sitting,,0.69
3969,7:metroH_sitting,7:metroH_sitting,,0.74
3970,7:metroH_sitting,7:metroH_sitting,,0.78
3971,7:metroH_sitting,7:metroH_sitting,,0.84
3972,7:metroH_sitting,7:metroH_sitting,,0.87
3973,7:metroH_sitting,7:metroH_sitting,,0.68
3974,7:metroH_sitting,7:metroH_sitting,,0.88
3975,7:metroH_sitting,7:metroH_sitting,,0.9
3976,7:metroH_sitting,7:metroH_sitting,,0.94
3977,7:metroH_sitting,7:metroH_sitting,,0.81
3978,7:metroH_sitting,7:metroH_sitting,,0.74
3979,7:metroH_sitting,7:metroH_sitting,,0.75
3980,7:metroH_sitting,7:metroH_sitting,,0.78
3981,7:metroH_sitting,7:metroH_sitting,,0.71
3982,7:metroH_sitting,7:metroH_sitting,,0.84
3983,7:metroH_sitting,7:metroH_sitting,,0.83
3984,7:metroH_sitting,7:metroH_sitting,,0.82
3985,7:metroH_sitting,7:metroH_sitting,,0.75
3986,7:metroH_sitting,7:metroH_sitting,,0.75
3987,7:metroH_sitting,7:metroH_sitting,,0.84
3988,7:metroH_sitting,7:metroH_sitting,,0.83
3989,7:metroH_sitting,7:metroH_sitting,,0.76
3990,7:metroH_sitting,7:metroH_sitting,,0.78
3991,7:metroH_sitting,7:metroH_sitting,,0.83
3992,7:metroH_sitting,7:metroH_sitting,,0.63
3993,7:metroH_sitting,7:metroH_sitting,,0.63
3994,7:metroH_sitting,7:metroH_sitting,,0.67
3995,7:metroH_sitting,7:metroH_sitting,,0.71
3996,7:metroH_sitting,7:metroH_sitting,,0.78
3997,7:metroH_sitting,7:metroH_sitting,,0.7
3998,7:metroH_sitting,7:metroH_sitting,,0.68
3999,7:metroH_sitting,7:metroH_sitting,,0.69
4000,7:metroH_sitting,7:metroH_sitting,,0.69
4001,7:metroH_sitting,7:metroH_sitting,,0.73
4002,7:metroH_sitting,6:tram_sitting,+,0.42
4003,7:metroH_sitting,7:metroH_sitting,,0.46
4004,7:metroH_sitting,7:metroH_sitting,,0.51
4005,7:metroH_sitting,7:metroH_sitting,,0.57
4006,7:metroH_sitting,7:metroH_sitting,,0.66
4007,7:metroH_sitting,7:metroH_sitting,,0.72
4008,7:metroH_sitting,7:metroH_sitting,,0.73
4009,7:metroH_sitting,7:metroH_sitting,,0.73
4010,7:metroH_sitting,7:metroH_sitting,,0.77
4011,7:metroH_sitting,7:metroH_sitting,,0.72
4012,7:metroH_sitting,7:metroH_sitting,,0.82
4013,7:metroH_sitting,7:metroH_sitting,,0.87
4014,7:metroH_sitting,7:metroH_sitting,,0.87
4015,7:metroH_sitting,7:metroH_sitting,,0.78
4016,7:metroH_sitting,7:metroH_sitting,,0.89
4017,7:metroH_sitting,7:metroH_sitting,,0.61
4018,7:metroH_sitting,7:metroH_sitting,,0.77
4019,7:metroH_sitting,7:metroH_sitting,,0.75
4020,7:metroH_sitting,7:metroH_sitting,,0.7
4021,7:metroH_sitting,7:metroH_sitting,,0.71
4022,7:metroH_sitting,7:metroH_sitting,,0.89
4023,7:metroH_sitting,7:metroH_sitting,,0.89
4024,7:metroH_sitting,7:metroH_sitting,,0.82
4025,7:metroH_sitting,7:metroH_sitting,,0.79
4026,7:metroH_sitting,7:metroH_sitting,,0.94
4027,7:metroH_sitting,7:metroH_sitting,,0.87
4028,7:metroH_sitting,7:metroH_sitting,,0.73
4029,7:metroH_sitting,7:metroH_sitting,,0.77
4030,7:metroH_sitting,7:metroH_sitting,,0.74
4031,7:metroH_sitting,7:metroH_sitting,,0.8
4032,7:metroH_sitting,7:metroH_sitting,,0.87
4033,7:metroH_sitting,7:metroH_sitting,,0.57
4034,7:metroH_sitting,7:metroH_sitting,,0.74
4035,7:metroH_sitting,7:metroH_sitting,,0.79
4036,7:metroH_sitting,7:metroH_sitting,,0.75
4037,7:metroH_sitting,7:metroH_sitting,,0.92
4038,7:metroH_sitting,7:metroH_sitting,,0.79
4039,7:metroH_sitting,7:metroH_sitting,,0.77
4040,7:metroH_sitting,7:metroH_sitting,,0.85
4041,7:metroH_sitting,7:metroH_sitting,,0.84
4042,7:metroH_sitting,7:metroH_sitting,,0.91
4043,7:metroH_sitting,7:metroH_sitting,,0.91
4044,7:metroH_sitting,7:metroH_sitting,,0.83
4045,7:metroH_sitting,7:metroH_sitting,,0.87
4046,7:metroH_sitting,7:metroH_sitting,,0.77
4047,7:metroH_sitting,7:metroH_sitting,,0.87
4048,7:metroH_sitting,7:metroH_sitting,,0.88
4049,7:metroH_sitting,7:metroH_sitting,,0.89
4050,7:metroH_sitting,7:metroH_sitting,,0.82
4051,7:metroH_sitting,7:metroH_sitting,,0.85
4052,7:metroH_sitting,7:metroH_sitting,,0.94
4053,7:metroH_sitting,7:metroH_sitting,,0.8
4054,7:metroH_sitting,7:metroH_sitting,,0.85
4055,7:metroH_sitting,7:metroH_sitting,,0.69
4056,7:metroH_sitting,7:metroH_sitting,,0.71
4057,7:metroH_sitting,7:metroH_sitting,,0.86
4058,7:metroH_sitting,7:metroH_sitting,,0.89
4059,7:metroH_sitting,7:metroH_sitting,,0.91
4060,7:metroH_sitting,7:metroH_sitting,,0.89
4061,7:metroH_sitting,7:metroH_sitting,,0.84
4062,7:metroH_sitting,7:metroH_sitting,,0.83
4063,7:metroH_sitting,7:metroH_sitting,,0.79
4064,7:metroH_sitting,7:metroH_sitting,,0.87
4065,7:metroH_sitting,7:metroH_sitting,,0.8
4066,7:metroH_sitting,7:metroH_sitting,,0.73
4067,7:metroH_sitting,7:metroH_sitting,,0.68
4068,7:metroH_sitting,7:metroH_sitting,,0.86
4069,7:metroH_sitting,7:metroH_sitting,,0.95
4070,7:metroH_sitting,7:metroH_sitting,,0.84
4071,7:metroH_sitting,7:metroH_sitting,,0.73
4072,7:metroH_sitting,7:metroH_sitting,,0.71
4073,7:metroH_sitting,7:metroH_sitting,,0.75
4074,7:metroH_sitting,7:metroH_sitting,,0.76
4075,7:metroH_sitting,7:metroH_sitting,,0.87
4076,7:metroH_sitting,7:metroH_sitting,,0.83
4077,7:metroH_sitting,7:metroH_sitting,,0.87
4078,7:metroH_sitting,7:metroH_sitting,,0.82
4079,7:metroH_sitting,7:metroH_sitting,,0.65
4080,7:metroH_sitting,7:metroH_sitting,,0.71
4081,7:metroH_sitting,7:metroH_sitting,,0.62
4082,7:metroH_sitting,10:metrobus_sitting,+,0.45
4083,7:metroH_sitting,10:metrobus_sitting,+,0.47
4084,7:metroH_sitting,9:marmaray_sitting,+,0.42
4085,7:metroH_sitting,9:marmaray_sitting,+,0.56
4086,7:metroH_sitting,7:metroH_sitting,,0.25
4087,7:metroH_sitting,8:metroK_sitting,+,0.26
4088,7:metroH_sitting,9:marmaray_sitting,+,0.44
4089,7:metroH_sitting,9:marmaray_sitting,+,0.55
4090,7:metroH_sitting,9:marmaray_sitting,+,0.47
4091,7:metroH_sitting,9:marmaray_sitting,+,0.53
4092,7:metroH_sitting,8:metroK_sitting,+,0.47
4093,7:metroH_sitting,8:metroK_sitting,+,0.6
4094,7:metroH_sitting,8:metroK_sitting,+,0.6
4095,7:metroH_sitting,9:marmaray_sitting,+,0.51
4096,7:metroH_sitting,9:marmaray_sitting,+,0.56
4097,7:metroH_sitting,9:marmaray_sitting,+,0.63
4098,7:metroH_sitting,9:marmaray_sitting,+,0.59
4099,7:metroH_sitting,9:marmaray_sitting,+,0.73
4100,7:metroH_sitting,9:marmaray_sitting,+,0.53
4101,7:metroH_sitting,9:marmaray_sitting,+,0.4
4102,7:metroH_sitting,8:metroK_sitting,+,0.37
4103,7:metroH_sitting,9:marmaray_sitting,+,0.49
4104,7:metroH_sitting,7:metroH_sitting,,0.32
4105,7:metroH_sitting,8:metroK_sitting,+,0.36
4106,7:metroH_sitting,9:marmaray_sitting,+,0.34
4107,7:metroH_sitting,8:metroK_sitting,+,0.35
4108,7:metroH_sitting,9:marmaray_sitting,+,0.3
4109,7:metroH_sitting,7:metroH_sitting,,0.33
4110,7:metroH_sitting,7:metroH_sitting,,0.33
4111,7:metroH_sitting,9:marmaray_sitting,+,0.26
4112,7:metroH_sitting,7:metroH_sitting,,0.28
4113,7:metroH_sitting,6:tram_sitting,+,0.29
4114,7:metroH_sitting,6:tram_sitting,+,0.36
4115,7:metroH_sitting,8:metroK_sitting,+,0.24
4116,7:metroH_sitting,8:metroK_sitting,+,0.35
4117,7:metroH_sitting,8:metroK_sitting,+,0.28
4118,7:metroH_sitting,9:marmaray_sitting,+,0.32
4119,7:metroH_sitting,9:marmaray_sitting,+,0.4
4120,7:metroH_sitting,9:marmaray_sitting,+,0.56
4121,7:metroH_sitting,9:marmaray_sitting,+,0.69
4122,7:metroH_sitting,9:marmaray_sitting,+,0.71
4123,7:metroH_sitting,9:marmaray_sitting,+,0.69
4124,7:metroH_sitting,9:marmaray_sitting,+,0.75
4125,7:metroH_sitting,9:marmaray_sitting,+,0.64
4126,7:metroH_sitting,9:marmaray_sitting,+,0.7
4127,7:metroH_sitting,9:marmaray_sitting,+,0.68
4128,7:metroH_sitting,9:marmaray_sitting,+,0.82
4129,7:metroH_sitting,9:marmaray_sitting,+,0.76
4130,7:metroH_sitting,9:marmaray_sitting,+,0.82
4131,7:metroH_sitting,9:marmaray_sitting,+,0.76
4132,7:metroH_sitting,9:marmaray_sitting,+,0.76
4133,7:metroH_sitting,9:marmaray_sitting,+,0.61
4134,7:metroH_sitting,9:marmaray_sitting,+,0.57
4135,7:metroH_sitting,9:marmaray_sitting,+,0.4
4136,7:metroH_sitting,9:marmaray_sitting,+,0.32
4137,7:metroH_sitting,6:tram_sitting,+,0.38
4138,7:metroH_sitting,9:marmaray_sitting,+,0.44
4139,7:metroH_sitting,9:marmaray_sitting,+,0.7
4140,7:metroH_sitting,7:metroH_sitting,,0.43
4141,7:metroH_sitting,7:metroH_sitting,,0.53
4142,7:metroH_sitting,9:marmaray_sitting,+,0.52
4143,7:metroH_sitting,9:marmaray_sitting,+,0.56
4144,7:metroH_sitting,9:marmaray_sitting,+,0.51
4145,7:metroH_sitting,9:marmaray_sitting,+,0.41
4146,7:metroH_sitting,7:metroH_sitting,,0.34
4147,7:metroH_sitting,10:metrobus_sitting,+,0.35
4148,7:metroH_sitting,10:metrobus_sitting,+,0.24
4149,7:metroH_sitting,10:metrobus_sitting,+,0.39
4150,7:metroH_sitting,7:metroH_sitting,,0.92
4151,7:metroH_sitting,7:metroH_sitting,,0.8
4152,7:metroH_sitting,7:metroH_sitting,,0.58
4153,7:metroH_sitting,7:metroH_sitting,,0.67
4154,7:metroH_sitting,7:metroH_sitting,,0.89
4155,7:metroH_sitting,7:metroH_sitting,,0.9
4156,7:metroH_sitting,7:metroH_sitting,,0.75
4157,7:metroH_sitting,7:metroH_sitting,,0.54
4158,7:metroH_sitting,7:metroH_sitting,,0.65
4159,7:metroH_sitting,7:metroH_sitting,,0.54
4160,7:metroH_sitting,7:metroH_sitting,,0.47
4161,7:metroH_sitting,8:metroK_sitting,+,0.38
4162,7:metroH_sitting,7:metroH_sitting,,0.79
4163,7:metroH_sitting,7:metroH_sitting,,0.95
4164,7:metroH_sitting,7:metroH_sitting,,0.94
4165,7:metroH_sitting,7:metroH_sitting,,0.93
4166,7:metroH_sitting,7:metroH_sitting,,0.96
4167,7:metroH_sitting,7:metroH_sitting,,0.96
4168,7:metroH_sitting,7:metroH_sitting,,0.96
4169,7:metroH_sitting,7:metroH_sitting,,0.8
4170,7:metroH_sitting,7:metroH_sitting,,0.67
4171,7:metroH_sitting,7:metroH_sitting,,0.78
4172,7:metroH_sitting,7:metroH_sitting,,0.94
4173,7:metroH_sitting,7:metroH_sitting,,0.96
4174,7:metroH_sitting,7:metroH_sitting,,0.95
4175,7:metroH_sitting,7:metroH_sitting,,0.93
4176,7:metroH_sitting,7:metroH_sitting,,0.97
4177,7:metroH_sitting,7:metroH_sitting,,0.9
4178,7:metroH_sitting,7:metroH_sitting,,0.88
4179,7:metroH_sitting,7:metroH_sitting,,0.82
4180,7:metroH_sitting,7:metroH_sitting,,0.51
4181,7:metroH_sitting,10:metrobus_sitting,+,0.4
4182,7:metroH_sitting,7:metroH_sitting,,0.51
4183,7:metroH_sitting,7:metroH_sitting,,0.66
4184,7:metroH_sitting,7:metroH_sitting,,0.75
4185,7:metroH_sitting,7:metroH_sitting,,0.68
4186,7:metroH_sitting,7:metroH_sitting,,0.45
4187,7:metroH_sitting,7:metroH_sitting,,0.48
4188,7:metroH_sitting,7:metroH_sitting,,0.64
4189,7:metroH_sitting,7:metroH_sitting,,0.68
4190,7:metroH_sitting,7:metroH_sitting,,0.84
4191,7:metroH_sitting,7:metroH_sitting,,0.55
4192,7:metroH_sitting,7:metroH_sitting,,0.72
4193,7:metroH_sitting,7:metroH_sitting,,0.77
4194,7:metroH_sitting,7:metroH_sitting,,0.6
4195,7:metroH_sitting,7:metroH_sitting,,0.78
4196,7:metroH_sitting,7:metroH_sitting,,0.57
4197,7:metroH_sitting,7:metroH_sitting,,0.43
4198,7:metroH_sitting,7:metroH_sitting,,0.62
4199,7:metroH_sitting,7:metroH_sitting,,0.88
4200,7:metroH_sitting,7:metroH_sitting,,0.8
4201,7:metroH_sitting,7:metroH_sitting,,0.85
4202,7:metroH_sitting,7:metroH_sitting,,0.94
4203,7:metroH_sitting,7:metroH_sitting,,0.96
4204,7:metroH_sitting,7:metroH_sitting,,0.95
4205,7:metroH_sitting,7:metroH_sitting,,0.91
4206,7:metroH_sitting,7:metroH_sitting,,0.86
4207,7:metroH_sitting,7:metroH_sitting,,0.88
4208,7:metroH_sitting,7:metroH_sitting,,0.9
4209,7:metroH_sitting,7:metroH_sitting,,0.95
4210,7:metroH_sitting,7:metroH_sitting,,0.9
4211,7:metroH_sitting,7:metroH_sitting,,0.96
4212,7:metroH_sitting,7:metroH_sitting,,0.94
4213,7:metroH_sitting,7:metroH_sitting,,0.69
4214,7:metroH_sitting,7:metroH_sitting,,0.66
4215,7:metroH_sitting,7:metroH_sitting,,0.6
4216,7:metroH_sitting,7:metroH_sitting,,0.74
4217,7:metroH_sitting,7:metroH_sitting,,0.88
4218,7:metroH_sitting,7:metroH_sitting,,0.81
4219,7:metroH_sitting,7:metroH_sitting,,0.72
4220,7:metroH_sitting,7:metroH_sitting,,0.49
4221,7:metroH_sitting,7:metroH_sitting,,0.53
4222,7:metroH_sitting,7:metroH_sitting,,0.67
4223,7:metroH_sitting,7:metroH_sitting,,0.51
4224,7:metroH_sitting,7:metroH_sitting,,0.58
4225,7:metroH_sitting,7:metroH_sitting,,0.6
4226,7:metroH_sitting,7:metroH_sitting,,0.47
4227,7:metroH_sitting,7:metroH_sitting,,0.48
4228,7:metroH_sitting,7:metroH_sitting,,0.71
4229,7:metroH_sitting,7:metroH_sitting,,0.78
4230,7:metroH_sitting,7:metroH_sitting,,0.78
4231,7:metroH_sitting,7:metroH_sitting,,0.65
4232,7:metroH_sitting,7:metroH_sitting,,0.72
4233,7:metroH_sitting,7:metroH_sitting,,0.7
4234,7:metroH_sitting,7:metroH_sitting,,0.64
4235,7:metroH_sitting,7:metroH_sitting,,0.63
4236,7:metroH_sitting,7:metroH_sitting,,0.77
4237,7:metroH_sitting,7:metroH_sitting,,0.67
4238,7:metroH_sitting,7:metroH_sitting,,0.66
4239,7:metroH_sitting,7:metroH_sitting,,0.6
4240,7:metroH_sitting,7:metroH_sitting,,0.76
4241,7:metroH_sitting,7:metroH_sitting,,0.82
4242,7:metroH_sitting,7:metroH_sitting,,0.75
4243,7:metroH_sitting,7:metroH_sitting,,0.64
4244,7:metroH_sitting,7:metroH_sitting,,0.78
4245,7:metroH_sitting,7:metroH_sitting,,0.8
4246,7:metroH_sitting,7:metroH_sitting,,0.81
4247,7:metroH_sitting,7:metroH_sitting,,0.88
4248,7:metroH_sitting,7:metroH_sitting,,0.92
4249,7:metroH_sitting,7:metroH_sitting,,0.92
4250,7:metroH_sitting,7:metroH_sitting,,0.91
4251,7:metroH_sitting,7:metroH_sitting,,0.94
4252,7:metroH_sitting,7:metroH_sitting,,0.91
4253,7:metroH_sitting,7:metroH_sitting,,0.88
4254,7:metroH_sitting,7:metroH_sitting,,0.91
4255,7:metroH_sitting,7:metroH_sitting,,0.94
4256,7:metroH_sitting,7:metroH_sitting,,0.89
4257,7:metroH_sitting,7:metroH_sitting,,0.79
4258,7:metroH_sitting,7:metroH_sitting,,0.55
4259,7:metroH_sitting,7:metroH_sitting,,0.59
4260,7:metroH_sitting,7:metroH_sitting,,0.67
4261,7:metroH_sitting,7:metroH_sitting,,0.61
4262,7:metroH_sitting,7:metroH_sitting,,0.58
4263,7:metroH_sitting,7:metroH_sitting,,0.68
4264,7:metroH_sitting,7:metroH_sitting,,0.6
4265,7:metroH_sitting,7:metroH_sitting,,0.68
4266,7:metroH_sitting,7:metroH_sitting,,0.71
4267,7:metroH_sitting,7:metroH_sitting,,0.64
