inst#,actual,predicted,error,prediction
1,5:bus_sitting,5:bus_sitting, ,0.98
2,5:bus_sitting,5:bus_sitting, ,0.99
3,5:bus_sitting,5:bus_sitting, ,0.96
4,5:bus_sitting,5:bus_sitting, ,1
5,5:bus_sitting,5:bus_sitting, ,0.99
6,5:bus_sitting,5:bus_sitting, ,1
7,5:bus_sitting,5:bus_sitting, ,0.5
8,5:bus_sitting,8:metroK_sitting,+,0.61
9,5:bus_sitting,8:metroK_sitting,+,0.48
10,5:bus_sitting,5:bus_sitting, ,0.46
11,5:bus_sitting,5:bus_sitting, ,0.8
12,5:bus_sitting,5:bus_sitting, ,0.99
13,5:bus_sitting,5:bus_sitting, ,0.99
14,5:bus_sitting,5:bus_sitting, ,0.96
15,5:bus_sitting,5:bus_sitting, ,0.97
16,5:bus_sitting,8:metroK_sitting,+,0.42
17,5:bus_sitting,5:bus_sitting, ,0.43
18,5:bus_sitting,5:bus_sitting, ,0.83
19,5:bus_sitting,5:bus_sitting, ,0.88
20,5:bus_sitting,5:bus_sitting, ,0.93
21,5:bus_sitting,5:bus_sitting, ,0.96
22,5:bus_sitting,5:bus_sitting, ,0.98
23,5:bus_sitting,5:bus_sitting, ,0.97
24,5:bus_sitting,5:bus_sitting, ,0.9
25,5:bus_sitting,5:bus_sitting, ,0.73
26,5:bus_sitting,5:bus_sitting, ,0.69
27,5:bus_sitting,5:bus_sitting, ,0.8
28,5:bus_sitting,5:bus_sitting, ,0.76
29,5:bus_sitting,5:bus_sitting, ,0.9
30,5:bus_sitting,5:bus_sitting, ,0.68
31,5:bus_sitting,5:bus_sitting, ,0.73
32,5:bus_sitting,5:bus_sitting, ,0.65
33,5:bus_sitting,10:metrobus_sitting,+,0.47
34,5:bus_sitting,10:metrobus_sitting,+,0.39
35,5:bus_sitting,5:bus_sitting, ,0.34
36,5:bus_sitting,5:bus_sitting, ,0.39
37,5:bus_sitting,5:bus_sitting, ,0.73
38,5:bus_sitting,5:bus_sitting, ,0.95
39,5:bus_sitting,5:bus_sitting, ,0.99
40,5:bus_sitting,5:bus_sitting, ,1
41,5:bus_sitting,5:bus_sitting, ,0.99
42,5:bus_sitting,5:bus_sitting, ,0.98
43,5:bus_sitting,5:bus_sitting, ,0.9
44,5:bus_sitting,5:bus_sitting, ,0.92
45,5:bus_sitting,5:bus_sitting, ,0.97
46,5:bus_sitting,5:bus_sitting, ,0.94
47,5:bus_sitting,5:bus_sitting, ,0.96
48,5:bus_sitting,5:bus_sitting, ,0.95
49,5:bus_sitting,5:bus_sitting, ,0.96
50,5:bus_sitting,5:bus_sitting, ,0.81
51,5:bus_sitting,5:bus_sitting, ,0.69
52,5:bus_sitting,5:bus_sitting, ,0.85
53,5:bus_sitting,5:bus_sitting, ,0.89
54,5:bus_sitting,5:bus_sitting, ,0.94
55,5:bus_sitting,5:bus_sitting, ,0.93
56,5:bus_sitting,5:bus_sitting, ,0.94
57,5:bus_sitting,5:bus_sitting, ,0.94
58,5:bus_sitting,5:bus_sitting, ,0.93
59,5:bus_sitting,5:bus_sitting, ,0.93
60,5:bus_sitting,5:bus_sitting, ,0.93
61,5:bus_sitting,5:bus_sitting, ,0.94
62,5:bus_sitting,5:bus_sitting, ,0.88
63,5:bus_sitting,5:bus_sitting, ,0.8
64,5:bus_sitting,5:bus_sitting, ,0.93
65,5:bus_sitting,5:bus_sitting, ,0.93
66,5:bus_sitting,5:bus_sitting, ,0.93
67,5:bus_sitting,5:bus_sitting, ,0.95
68,5:bus_sitting,5:bus_sitting, ,0.97
69,5:bus_sitting,5:bus_sitting, ,0.98
70,5:bus_sitting,5:bus_sitting, ,1
71,5:bus_sitting,5:bus_sitting, ,1
72,5:bus_sitting,5:bus_sitting, ,0.98
73,5:bus_sitting,5:bus_sitting, ,0.93
74,5:bus_sitting,5:bus_sitting, ,1
75,5:bus_sitting,5:bus_sitting, ,0.93
76,5:bus_sitting,5:bus_sitting, ,0.55
77,5:bus_sitting,5:bus_sitting, ,0.66
78,5:bus_sitting,5:bus_sitting, ,0.75
79,5:bus_sitting,5:bus_sitting, ,0.98
80,5:bus_sitting,5:bus_sitting, ,0.97
81,5:bus_sitting,5:bus_sitting, ,0.97
82,5:bus_sitting,5:bus_sitting, ,0.96
83,5:bus_sitting,5:bus_sitting, ,0.9
84,5:bus_sitting,5:bus_sitting, ,0.85
85,5:bus_sitting,5:bus_sitting, ,0.78
86,5:bus_sitting,5:bus_sitting, ,0.81
87,5:bus_sitting,5:bus_sitting, ,0.78
88,5:bus_sitting,5:bus_sitting, ,0.74
89,5:bus_sitting,5:bus_sitting, ,0.76
90,5:bus_sitting,5:bus_sitting, ,0.85
91,5:bus_sitting,5:bus_sitting, ,0.83
92,5:bus_sitting,5:bus_sitting, ,0.86
93,5:bus_sitting,5:bus_sitting, ,0.71
94,5:bus_sitting,5:bus_sitting, ,0.67
95,5:bus_sitting,5:bus_sitting, ,0.84
96,5:bus_sitting,5:bus_sitting, ,0.88
97,5:bus_sitting,5:bus_sitting, ,0.93
98,5:bus_sitting,5:bus_sitting, ,0.99
99,5:bus_sitting,5:bus_sitting, ,0.97
100,5:bus_sitting,5:bus_sitting, ,0.98
101,5:bus_sitting,5:bus_sitting, ,1
102,5:bus_sitting,5:bus_sitting, ,1
103,5:bus_sitting,5:bus_sitting, ,1
104,5:bus_sitting,5:bus_sitting, ,0.95
105,5:bus_sitting,5:bus_sitting, ,0.92
106,5:bus_sitting,5:bus_sitting, ,0.95
107,5:bus_sitting,5:bus_sitting, ,0.93
108,5:bus_sitting,5:bus_sitting, ,0.9
109,5:bus_sitting,5:bus_sitting, ,0.9
110,5:bus_sitting,5:bus_sitting, ,0.92
111,5:bus_sitting,5:bus_sitting, ,0.92
112,5:bus_sitting,5:bus_sitting, ,0.9
113,5:bus_sitting,5:bus_sitting, ,0.93
114,5:bus_sitting,5:bus_sitting, ,0.93
115,5:bus_sitting,5:bus_sitting, ,0.92
116,5:bus_sitting,5:bus_sitting, ,0.88
117,5:bus_sitting,5:bus_sitting, ,0.91
118,5:bus_sitting,5:bus_sitting, ,0.96
119,5:bus_sitting,5:bus_sitting, ,0.94
120,5:bus_sitting,5:bus_sitting, ,0.91
121,5:bus_sitting,5:bus_sitting, ,0.93
122,5:bus_sitting,5:bus_sitting, ,0.92
123,5:bus_sitting,5:bus_sitting, ,0.94
124,5:bus_sitting,5:bus_sitting, ,0.93
125,5:bus_sitting,5:bus_sitting, ,0.89
126,5:bus_sitting,5:bus_sitting, ,0.91
127,5:bus_sitting,5:bus_sitting, ,0.9
128,5:bus_sitting,5:bus_sitting, ,0.9
129,5:bus_sitting,5:bus_sitting, ,0.91
130,5:bus_sitting,5:bus_sitting, ,0.98
131,5:bus_sitting,5:bus_sitting, ,0.99
132,5:bus_sitting,5:bus_sitting, ,0.98
133,5:bus_sitting,5:bus_sitting, ,0.94
134,5:bus_sitting,5:bus_sitting, ,0.94
135,5:bus_sitting,5:bus_sitting, ,0.89
136,5:bus_sitting,5:bus_sitting, ,0.97
137,5:bus_sitting,5:bus_sitting, ,0.99
138,5:bus_sitting,5:bus_sitting, ,0.99
139,5:bus_sitting,5:bus_sitting, ,0.99
140,5:bus_sitting,5:bus_sitting, ,0.99
141,5:bus_sitting,5:bus_sitting, ,0.99
142,5:bus_sitting,5:bus_sitting, ,0.99
143,5:bus_sitting,5:bus_sitting, ,0.99
144,5:bus_sitting,5:bus_sitting, ,0.95
145,5:bus_sitting,5:bus_sitting, ,0.97
146,5:bus_sitting,5:bus_sitting, ,0.97
147,5:bus_sitting,5:bus_sitting, ,0.96
148,5:bus_sitting,5:bus_sitting, ,0.96
149,5:bus_sitting,5:bus_sitting, ,0.96
150,5:bus_sitting,5:bus_sitting, ,0.98
151,5:bus_sitting,5:bus_sitting, ,0.99
152,5:bus_sitting,5:bus_sitting, ,0.84
153,5:bus_sitting,5:bus_sitting, ,0.9
154,5:bus_sitting,5:bus_sitting, ,0.96
155,5:bus_sitting,5:bus_sitting, ,0.98
156,5:bus_sitting,5:bus_sitting, ,1
157,5:bus_sitting,5:bus_sitting, ,0.97
158,5:bus_sitting,5:bus_sitting, ,0.98
159,5:bus_sitting,5:bus_sitting, ,0.68
160,5:bus_sitting,5:bus_sitting, ,0.71
161,5:bus_sitting,5:bus_sitting, ,0.95
162,5:bus_sitting,5:bus_sitting, ,0.75
163,5:bus_sitting,5:bus_sitting, ,0.96
164,5:bus_sitting,5:bus_sitting, ,0.97
165,5:bus_sitting,5:bus_sitting, ,0.97
166,5:bus_sitting,5:bus_sitting, ,0.93
167,5:bus_sitting,5:bus_sitting, ,0.99
168,5:bus_sitting,5:bus_sitting, ,0.98
169,5:bus_sitting,5:bus_sitting, ,0.96
170,5:bus_sitting,5:bus_sitting, ,0.78
171,5:bus_sitting,5:bus_sitting, ,0.55
172,5:bus_sitting,5:bus_sitting, ,0.79
173,5:bus_sitting,5:bus_sitting, ,0.98
174,5:bus_sitting,5:bus_sitting, ,0.98
175,5:bus_sitting,5:bus_sitting, ,0.99
176,5:bus_sitting,5:bus_sitting, ,1
177,5:bus_sitting,5:bus_sitting, ,0.85
178,5:bus_sitting,5:bus_sitting, ,0.54
179,5:bus_sitting,5:bus_sitting, ,0.68
180,5:bus_sitting,8:metroK_sitting,+,0.61
181,5:bus_sitting,8:metroK_sitting,+,0.52
182,5:bus_sitting,8:metroK_sitting,+,0.55
183,5:bus_sitting,5:bus_sitting, ,0.65
184,5:bus_sitting,5:bus_sitting, ,0.98
185,5:bus_sitting,5:bus_sitting, ,0.97
186,5:bus_sitting,5:bus_sitting, ,0.93
187,5:bus_sitting,5:bus_sitting, ,0.97
188,5:bus_sitting,5:bus_sitting, ,0.96
189,5:bus_sitting,5:bus_sitting, ,0.96
190,5:bus_sitting,5:bus_sitting, ,0.98
191,5:bus_sitting,5:bus_sitting, ,0.96
192,5:bus_sitting,5:bus_sitting, ,0.92
193,5:bus_sitting,5:bus_sitting, ,0.94
194,5:bus_sitting,5:bus_sitting, ,0.96
195,5:bus_sitting,5:bus_sitting, ,0.98
196,5:bus_sitting,5:bus_sitting, ,0.97
197,5:bus_sitting,5:bus_sitting, ,0.95
198,5:bus_sitting,5:bus_sitting, ,0.98
199,5:bus_sitting,5:bus_sitting, ,0.99
200,5:bus_sitting,5:bus_sitting, ,0.98
201,5:bus_sitting,5:bus_sitting, ,0.99
202,5:bus_sitting,5:bus_sitting, ,0.99
203,5:bus_sitting,5:bus_sitting, ,0.91
204,5:bus_sitting,5:bus_sitting, ,0.92
205,5:bus_sitting,5:bus_sitting, ,0.89
206,5:bus_sitting,5:bus_sitting, ,0.81
207,5:bus_sitting,5:bus_sitting, ,0.94
208,5:bus_sitting,5:bus_sitting, ,0.99
209,5:bus_sitting,5:bus_sitting, ,0.98
210,5:bus_sitting,5:bus_sitting, ,0.97
211,5:bus_sitting,5:bus_sitting, ,0.96
212,5:bus_sitting,5:bus_sitting, ,0.95
213,5:bus_sitting,5:bus_sitting, ,0.96
214,5:bus_sitting,5:bus_sitting, ,0.85
215,5:bus_sitting,5:bus_sitting, ,0.86
216,5:bus_sitting,5:bus_sitting, ,0.99
217,5:bus_sitting,5:bus_sitting, ,0.98
218,5:bus_sitting,5:bus_sitting, ,0.85
219,5:bus_sitting,5:bus_sitting, ,0.79
220,5:bus_sitting,5:bus_sitting, ,0.92
221,5:bus_sitting,5:bus_sitting, ,0.94
222,5:bus_sitting,5:bus_sitting, ,0.93
223,5:bus_sitting,5:bus_sitting, ,0.99
224,5:bus_sitting,5:bus_sitting, ,0.99
225,5:bus_sitting,5:bus_sitting, ,0.94
226,5:bus_sitting,5:bus_sitting, ,0.96
227,5:bus_sitting,5:bus_sitting, ,0.97
228,5:bus_sitting,5:bus_sitting, ,0.98
229,5:bus_sitting,5:bus_sitting, ,0.97
230,5:bus_sitting,5:bus_sitting, ,0.97
231,5:bus_sitting,5:bus_sitting, ,0.98
232,5:bus_sitting,5:bus_sitting, ,0.98
233,5:bus_sitting,5:bus_sitting, ,0.95
234,5:bus_sitting,5:bus_sitting, ,0.98
235,5:bus_sitting,5:bus_sitting, ,0.98
236,5:bus_sitting,5:bus_sitting, ,0.97
237,5:bus_sitting,5:bus_sitting, ,0.98
238,5:bus_sitting,5:bus_sitting, ,0.97
239,5:bus_sitting,5:bus_sitting, ,0.97
240,5:bus_sitting,5:bus_sitting, ,0.98
241,5:bus_sitting,5:bus_sitting, ,0.96
242,5:bus_sitting,5:bus_sitting, ,0.98
243,5:bus_sitting,5:bus_sitting, ,0.96
244,5:bus_sitting,5:bus_sitting, ,0.83
245,5:bus_sitting,5:bus_sitting, ,0.86
246,5:bus_sitting,5:bus_sitting, ,0.98
247,5:bus_sitting,5:bus_sitting, ,0.98
248,5:bus_sitting,5:bus_sitting, ,0.99
249,5:bus_sitting,5:bus_sitting, ,0.96
250,5:bus_sitting,5:bus_sitting, ,0.63
251,5:bus_sitting,5:bus_sitting, ,0.62
252,5:bus_sitting,5:bus_sitting, ,0.93
253,5:bus_sitting,5:bus_sitting, ,0.99
254,5:bus_sitting,5:bus_sitting, ,0.95
255,5:bus_sitting,5:bus_sitting, ,0.89
256,5:bus_sitting,5:bus_sitting, ,0.98
257,5:bus_sitting,5:bus_sitting, ,0.99
258,5:bus_sitting,5:bus_sitting, ,0.99
259,5:bus_sitting,5:bus_sitting, ,0.95
260,5:bus_sitting,5:bus_sitting, ,0.98
261,5:bus_sitting,5:bus_sitting, ,0.98
262,5:bus_sitting,5:bus_sitting, ,0.99
263,5:bus_sitting,5:bus_sitting, ,0.99
264,5:bus_sitting,5:bus_sitting, ,0.97
265,5:bus_sitting,5:bus_sitting, ,0.97
266,5:bus_sitting,5:bus_sitting, ,0.91
267,5:bus_sitting,5:bus_sitting, ,0.93
268,5:bus_sitting,5:bus_sitting, ,0.95
269,5:bus_sitting,5:bus_sitting, ,0.98
270,5:bus_sitting,5:bus_sitting, ,0.99
271,5:bus_sitting,5:bus_sitting, ,0.99
272,5:bus_sitting,5:bus_sitting, ,0.99
273,5:bus_sitting,5:bus_sitting, ,0.99
274,5:bus_sitting,5:bus_sitting, ,0.99
275,5:bus_sitting,5:bus_sitting, ,0.62
276,5:bus_sitting,5:bus_sitting, ,0.51
277,5:bus_sitting,5:bus_sitting, ,0.55
278,5:bus_sitting,8:metroK_sitting,+,0.4
279,5:bus_sitting,5:bus_sitting, ,0.35
280,5:bus_sitting,5:bus_sitting, ,0.58
281,5:bus_sitting,5:bus_sitting, ,0.88
282,5:bus_sitting,5:bus_sitting, ,0.95
283,5:bus_sitting,5:bus_sitting, ,0.72
284,5:bus_sitting,5:bus_sitting, ,0.64
285,5:bus_sitting,5:bus_sitting, ,0.44
286,5:bus_sitting,5:bus_sitting, ,0.72
287,5:bus_sitting,5:bus_sitting, ,0.72
288,5:bus_sitting,5:bus_sitting, ,0.53
289,5:bus_sitting,5:bus_sitting, ,0.57
290,5:bus_sitting,5:bus_sitting, ,0.48
291,5:bus_sitting,5:bus_sitting, ,0.73
292,5:bus_sitting,5:bus_sitting, ,0.86
293,5:bus_sitting,5:bus_sitting, ,0.76
294,5:bus_sitting,5:bus_sitting, ,0.91
295,5:bus_sitting,5:bus_sitting, ,0.94
296,5:bus_sitting,5:bus_sitting, ,0.94
297,5:bus_sitting,5:bus_sitting, ,0.91
298,5:bus_sitting,5:bus_sitting, ,0.93
299,5:bus_sitting,5:bus_sitting, ,0.94
300,5:bus_sitting,5:bus_sitting, ,0.92
301,5:bus_sitting,5:bus_sitting, ,0.91
302,5:bus_sitting,5:bus_sitting, ,0.92
303,5:bus_sitting,5:bus_sitting, ,0.92
304,5:bus_sitting,5:bus_sitting, ,0.9
305,5:bus_sitting,5:bus_sitting, ,0.9
306,5:bus_sitting,5:bus_sitting, ,0.93
307,5:bus_sitting,5:bus_sitting, ,0.89
308,5:bus_sitting,5:bus_sitting, ,0.94
309,5:bus_sitting,5:bus_sitting, ,0.95
310,5:bus_sitting,5:bus_sitting, ,0.92
311,5:bus_sitting,5:bus_sitting, ,0.96
312,5:bus_sitting,5:bus_sitting, ,0.94
313,5:bus_sitting,5:bus_sitting, ,0.9
314,5:bus_sitting,5:bus_sitting, ,0.89
315,5:bus_sitting,5:bus_sitting, ,0.91
316,5:bus_sitting,5:bus_sitting, ,0.91
317,5:bus_sitting,5:bus_sitting, ,0.95
318,5:bus_sitting,5:bus_sitting, ,0.9
319,5:bus_sitting,5:bus_sitting, ,0.95
320,5:bus_sitting,5:bus_sitting, ,0.95
321,5:bus_sitting,5:bus_sitting, ,0.94
322,5:bus_sitting,5:bus_sitting, ,0.94
323,5:bus_sitting,5:bus_sitting, ,0.89
324,5:bus_sitting,5:bus_sitting, ,0.77
325,5:bus_sitting,5:bus_sitting, ,0.89
326,5:bus_sitting,5:bus_sitting, ,0.94
327,5:bus_sitting,5:bus_sitting, ,0.9
328,5:bus_sitting,5:bus_sitting, ,0.88
329,5:bus_sitting,5:bus_sitting, ,0.85
330,5:bus_sitting,5:bus_sitting, ,0.73
331,5:bus_sitting,5:bus_sitting, ,0.77
332,5:bus_sitting,5:bus_sitting, ,0.88
333,5:bus_sitting,5:bus_sitting, ,0.93
334,5:bus_sitting,5:bus_sitting, ,0.91
335,5:bus_sitting,5:bus_sitting, ,0.93
336,5:bus_sitting,5:bus_sitting, ,0.68
337,5:bus_sitting,5:bus_sitting, ,0.57
338,5:bus_sitting,5:bus_sitting, ,0.66
339,5:bus_sitting,5:bus_sitting, ,0.77
340,5:bus_sitting,5:bus_sitting, ,0.89
341,5:bus_sitting,5:bus_sitting, ,0.85
342,5:bus_sitting,5:bus_sitting, ,0.84
343,5:bus_sitting,5:bus_sitting, ,0.92
344,5:bus_sitting,5:bus_sitting, ,0.94
345,5:bus_sitting,5:bus_sitting, ,0.8
346,5:bus_sitting,5:bus_sitting, ,0.9
347,5:bus_sitting,5:bus_sitting, ,0.9
348,5:bus_sitting,5:bus_sitting, ,0.81
349,5:bus_sitting,5:bus_sitting, ,0.85
350,5:bus_sitting,5:bus_sitting, ,0.87
351,5:bus_sitting,5:bus_sitting, ,0.88
352,5:bus_sitting,5:bus_sitting, ,0.9
353,5:bus_sitting,5:bus_sitting, ,0.89
354,5:bus_sitting,5:bus_sitting, ,0.78
355,5:bus_sitting,5:bus_sitting, ,0.82
356,5:bus_sitting,5:bus_sitting, ,0.82
357,5:bus_sitting,5:bus_sitting, ,0.84
358,5:bus_sitting,5:bus_sitting, ,0.88
359,5:bus_sitting,5:bus_sitting, ,0.9
360,5:bus_sitting,5:bus_sitting, ,0.83
361,5:bus_sitting,5:bus_sitting, ,0.74
362,5:bus_sitting,5:bus_sitting, ,0.78
363,5:bus_sitting,5:bus_sitting, ,0.84
364,5:bus_sitting,5:bus_sitting, ,0.74
365,5:bus_sitting,5:bus_sitting, ,0.79
366,5:bus_sitting,5:bus_sitting, ,0.85
367,5:bus_sitting,5:bus_sitting, ,0.65
368,5:bus_sitting,5:bus_sitting, ,0.71
369,5:bus_sitting,5:bus_sitting, ,0.9
370,5:bus_sitting,5:bus_sitting, ,0.88
371,5:bus_sitting,5:bus_sitting, ,0.66
372,5:bus_sitting,5:bus_sitting, ,0.68
373,5:bus_sitting,5:bus_sitting, ,0.82
374,5:bus_sitting,5:bus_sitting, ,0.8
375,5:bus_sitting,5:bus_sitting, ,0.55
376,5:bus_sitting,5:bus_sitting, ,0.61
377,5:bus_sitting,5:bus_sitting, ,0.82
378,5:bus_sitting,5:bus_sitting, ,0.95
379,5:bus_sitting,5:bus_sitting, ,0.95
380,5:bus_sitting,5:bus_sitting, ,0.96
381,5:bus_sitting,5:bus_sitting, ,0.95
382,5:bus_sitting,5:bus_sitting, ,0.95
383,5:bus_sitting,5:bus_sitting, ,0.96
384,5:bus_sitting,5:bus_sitting, ,0.96
385,5:bus_sitting,5:bus_sitting, ,0.92
386,5:bus_sitting,5:bus_sitting, ,0.95
387,5:bus_sitting,5:bus_sitting, ,0.95
388,5:bus_sitting,5:bus_sitting, ,0.95
389,5:bus_sitting,5:bus_sitting, ,0.94
390,5:bus_sitting,5:bus_sitting, ,0.73
391,5:bus_sitting,5:bus_sitting, ,0.67
392,5:bus_sitting,5:bus_sitting, ,0.7
393,5:bus_sitting,5:bus_sitting, ,0.8
394,5:bus_sitting,5:bus_sitting, ,0.8
395,5:bus_sitting,5:bus_sitting, ,0.77
396,5:bus_sitting,5:bus_sitting, ,0.68
397,5:bus_sitting,5:bus_sitting, ,0.57
398,5:bus_sitting,5:bus_sitting, ,0.84
399,5:bus_sitting,5:bus_sitting, ,0.82
400,5:bus_sitting,5:bus_sitting, ,0.94
401,5:bus_sitting,5:bus_sitting, ,0.92
402,5:bus_sitting,5:bus_sitting, ,0.88
403,5:bus_sitting,5:bus_sitting, ,0.88
404,5:bus_sitting,5:bus_sitting, ,0.92
405,5:bus_sitting,5:bus_sitting, ,0.94
406,5:bus_sitting,5:bus_sitting, ,0.94
407,5:bus_sitting,5:bus_sitting, ,0.93
408,5:bus_sitting,5:bus_sitting, ,0.92
409,5:bus_sitting,5:bus_sitting, ,0.91
410,5:bus_sitting,5:bus_sitting, ,0.87
411,5:bus_sitting,5:bus_sitting, ,0.68
412,5:bus_sitting,5:bus_sitting, ,0.83
413,5:bus_sitting,5:bus_sitting, ,0.92
414,5:bus_sitting,5:bus_sitting, ,0.94
415,5:bus_sitting,5:bus_sitting, ,0.91
416,5:bus_sitting,5:bus_sitting, ,0.97
417,5:bus_sitting,5:bus_sitting, ,0.97
418,5:bus_sitting,5:bus_sitting, ,0.97
419,5:bus_sitting,5:bus_sitting, ,0.96
420,5:bus_sitting,5:bus_sitting, ,0.98
421,5:bus_sitting,5:bus_sitting, ,0.99
422,5:bus_sitting,5:bus_sitting, ,0.9
423,5:bus_sitting,5:bus_sitting, ,0.88
424,5:bus_sitting,5:bus_sitting, ,0.88
425,5:bus_sitting,5:bus_sitting, ,0.98
426,5:bus_sitting,5:bus_sitting, ,0.98
427,5:bus_sitting,5:bus_sitting, ,0.96
428,5:bus_sitting,5:bus_sitting, ,0.97
429,5:bus_sitting,5:bus_sitting, ,0.98
430,5:bus_sitting,5:bus_sitting, ,0.96
431,5:bus_sitting,5:bus_sitting, ,0.77
432,5:bus_sitting,5:bus_sitting, ,0.67
433,5:bus_sitting,5:bus_sitting, ,0.87
434,5:bus_sitting,5:bus_sitting, ,0.96
435,5:bus_sitting,5:bus_sitting, ,0.96
436,5:bus_sitting,5:bus_sitting, ,0.91
437,5:bus_sitting,5:bus_sitting, ,0.92
438,5:bus_sitting,5:bus_sitting, ,0.91
439,5:bus_sitting,5:bus_sitting, ,0.89
440,5:bus_sitting,5:bus_sitting, ,0.85
441,5:bus_sitting,5:bus_sitting, ,0.9
442,5:bus_sitting,5:bus_sitting, ,0.88
443,5:bus_sitting,5:bus_sitting, ,0.92
444,5:bus_sitting,5:bus_sitting, ,0.9
445,5:bus_sitting,5:bus_sitting, ,0.9
446,5:bus_sitting,5:bus_sitting, ,0.93
447,5:bus_sitting,5:bus_sitting, ,0.9
448,5:bus_sitting,5:bus_sitting, ,0.79
449,5:bus_sitting,5:bus_sitting, ,0.87
450,5:bus_sitting,5:bus_sitting, ,0.71
451,5:bus_sitting,5:bus_sitting, ,0.91
452,5:bus_sitting,5:bus_sitting, ,0.94
453,5:bus_sitting,5:bus_sitting, ,0.86
454,5:bus_sitting,5:bus_sitting, ,0.93
455,5:bus_sitting,5:bus_sitting, ,0.98
456,5:bus_sitting,5:bus_sitting, ,0.95
457,5:bus_sitting,5:bus_sitting, ,0.96
458,5:bus_sitting,5:bus_sitting, ,0.97
459,5:bus_sitting,5:bus_sitting, ,0.96
460,5:bus_sitting,5:bus_sitting, ,0.97
461,5:bus_sitting,5:bus_sitting, ,0.97
462,5:bus_sitting,5:bus_sitting, ,0.97
463,5:bus_sitting,5:bus_sitting, ,0.95
464,5:bus_sitting,5:bus_sitting, ,0.96
465,5:bus_sitting,5:bus_sitting, ,0.96
466,5:bus_sitting,5:bus_sitting, ,0.94
467,5:bus_sitting,5:bus_sitting, ,0.98
468,5:bus_sitting,5:bus_sitting, ,0.94
469,5:bus_sitting,5:bus_sitting, ,0.99
470,5:bus_sitting,5:bus_sitting, ,0.98
471,5:bus_sitting,5:bus_sitting, ,0.97
472,5:bus_sitting,5:bus_sitting, ,0.96
473,5:bus_sitting,5:bus_sitting, ,0.97
474,5:bus_sitting,5:bus_sitting, ,0.93
475,5:bus_sitting,5:bus_sitting, ,0.96
476,5:bus_sitting,5:bus_sitting, ,0.96
477,5:bus_sitting,5:bus_sitting, ,0.93
478,5:bus_sitting,5:bus_sitting, ,0.94
479,5:bus_sitting,5:bus_sitting, ,0.91
480,5:bus_sitting,5:bus_sitting, ,0.92
481,5:bus_sitting,5:bus_sitting, ,0.93
482,5:bus_sitting,5:bus_sitting, ,0.91
483,5:bus_sitting,5:bus_sitting, ,0.97
484,5:bus_sitting,5:bus_sitting, ,0.96
485,5:bus_sitting,5:bus_sitting, ,0.89
486,5:bus_sitting,5:bus_sitting, ,0.94
487,5:bus_sitting,5:bus_sitting, ,0.95
488,5:bus_sitting,5:bus_sitting, ,0.96
489,5:bus_sitting,5:bus_sitting, ,0.99
490,5:bus_sitting,5:bus_sitting, ,0.95
491,5:bus_sitting,5:bus_sitting, ,0.95
492,5:bus_sitting,5:bus_sitting, ,0.95
493,5:bus_sitting,5:bus_sitting, ,0.96
494,5:bus_sitting,5:bus_sitting, ,0.96
495,5:bus_sitting,5:bus_sitting, ,0.93
496,5:bus_sitting,5:bus_sitting, ,0.92
497,5:bus_sitting,5:bus_sitting, ,0.92
498,5:bus_sitting,5:bus_sitting, ,0.91
499,5:bus_sitting,5:bus_sitting, ,0.94
500,5:bus_sitting,5:bus_sitting, ,0.94
501,5:bus_sitting,5:bus_sitting, ,0.95
502,5:bus_sitting,5:bus_sitting, ,0.91
503,5:bus_sitting,5:bus_sitting, ,0.94
504,5:bus_sitting,5:bus_sitting, ,0.97
505,5:bus_sitting,5:bus_sitting, ,0.98
506,5:bus_sitting,5:bus_sitting, ,0.98
507,5:bus_sitting,5:bus_sitting, ,0.96
508,5:bus_sitting,5:bus_sitting, ,0.96
509,5:bus_sitting,5:bus_sitting, ,0.99
510,5:bus_sitting,5:bus_sitting, ,0.97
511,5:bus_sitting,5:bus_sitting, ,0.97
512,5:bus_sitting,5:bus_sitting, ,0.96
513,5:bus_sitting,5:bus_sitting, ,0.96
514,5:bus_sitting,5:bus_sitting, ,0.97
515,5:bus_sitting,5:bus_sitting, ,0.98
516,5:bus_sitting,5:bus_sitting, ,0.99
517,5:bus_sitting,5:bus_sitting, ,1
518,5:bus_sitting,5:bus_sitting, ,0.93
519,5:bus_sitting,5:bus_sitting, ,0.9
520,5:bus_sitting,5:bus_sitting, ,0.98
521,5:bus_sitting,5:bus_sitting, ,0.97
522,5:bus_sitting,5:bus_sitting, ,0.97
523,5:bus_sitting,5:bus_sitting, ,0.99
524,5:bus_sitting,5:bus_sitting, ,1
525,5:bus_sitting,5:bus_sitting, ,0.97
526,5:bus_sitting,5:bus_sitting, ,0.98
527,5:bus_sitting,5:bus_sitting, ,0.99
528,5:bus_sitting,5:bus_sitting, ,0.99
529,5:bus_sitting,5:bus_sitting, ,0.97
530,5:bus_sitting,5:bus_sitting, ,0.99
531,5:bus_sitting,5:bus_sitting, ,0.99
532,5:bus_sitting,5:bus_sitting, ,0.99
533,5:bus_sitting,5:bus_sitting, ,0.99
534,5:bus_sitting,5:bus_sitting, ,1
535,5:bus_sitting,5:bus_sitting, ,1
536,5:bus_sitting,5:bus_sitting, ,0.98
537,5:bus_sitting,5:bus_sitting, ,0.95
538,5:bus_sitting,5:bus_sitting, ,0.94
