ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.002,-9.445,-0.858,0.739,0.674,0.862,-0.4,43.3,-17.3,64306,2016-08-02 15:30:33:210
-1.002,-9.445,-0.858,0.739,0.674,0.862,2.0,39.7,-23.0,64408,2016-08-02 15:30:33:312
1.666,-12.005,1.499,0.739,0.674,0.862,2.0,39.7,-23.0,64508,2016-08-02 15:30:33:412
-6.154,-12.319,-3.351,-3.013,0.679,-1.384,6.2,35.5,-28.9,64606,2016-08-02 15:30:33:510
-6.154,-12.319,-3.351,-3.013,0.679,-1.384,6.2,35.5,-28.9,64708,2016-08-02 15:30:33:612
-2.188,-3.285,1.313,-0.784,-0.05,-0.631,6.5,37.4,-26.4,64807,2016-08-02 15:30:33:711
-2.188,-3.285,1.313,-0.784,-0.05,-0.631,6.5,37.4,-26.4,64906,2016-08-02 15:30:33:810
3.356,-12.965,-9.091,-0.784,-0.05,-0.631,6.5,37.4,-26.4,65007,2016-08-02 15:30:33:911
3.356,-12.965,-9.091,-0.481,0.9,-0.046,4.0,41.3,-19.8,65108,2016-08-02 15:30:34:012
-3.345,-6.977,3.58,-0.481,0.9,-0.046,4.0,41.3,-19.8,65206,2016-08-02 15:30:34:110
-3.345,-6.977,3.58,2.292,0.986,0.197,1.7,44.1,-15.8,65307,2016-08-02 15:30:34:211
-1.964,-9.895,0.894,2.292,0.986,0.197,1.7,44.1,-15.8,65408,2016-08-02 15:30:34:312
-1.964,-9.895,0.894,2.292,0.986,0.197,3.5,41.6,-20.2,65506,2016-08-02 15:30:34:410
-0.62,-11.976,-1.433,0.476,-0.003,0.118,3.5,41.6,-20.2,65608,2016-08-02 15:30:34:512
-6.154,-14.155,2.373,0.476,-0.003,0.118,8.0,37.2,-25.4,65708,2016-08-02 15:30:34:612
-6.154,-14.155,2.373,-2.184,-0.784,-0.606,8.0,37.2,-25.4,65807,2016-08-02 15:30:34:711
0.144,-6.121,-0.682,-2.184,-0.784,-0.606,9.8,36.4,-27.1,65908,2016-08-02 15:30:34:812
0.144,-6.121,-0.682,1.146,-1.653,0.414,9.8,36.4,-27.1,66008,2016-08-02 15:30:34:912
2.898,-19.609,-11.399,1.146,-1.653,0.414,7.3,39.9,-20.9,66107,2016-08-02 15:30:35:011
2.898,-19.609,-11.399,1.146,-1.653,0.414,7.3,39.9,-20.9,66208,2016-08-02 15:30:35:112
-2.452,-7.561,-4.973,-0.37,-0.443,-0.144,2.8,44.3,-14.9,66309,2016-08-02 15:30:35:213
-1.558,-6.931,-2.156,-0.37,-0.443,-0.144,2.8,44.3,-14.9,66407,2016-08-02 15:30:35:311
-1.558,-6.931,-2.156,1.067,1.178,0.504,1.5,44.2,-15.4,66508,2016-08-02 15:30:35:412
2.195,-10.321,0.908,1.067,1.178,0.504,1.5,44.2,-15.4,66609,2016-08-02 15:30:35:513
2.195,-10.321,0.908,0.064,0.775,-0.153,4.1,40.5,-21.7,66708,2016-08-02 15:30:35:612
0.818,-11.73,-2.372,0.064,0.775,-0.153,4.1,40.5,-21.7,66808,2016-08-02 15:30:35:712
0.818,-11.73,-2.372,0.064,0.775,-0.153,8.3,36.1,-26.6,66906,2016-08-02 15:30:35:810
3.904,-8.839,0.812,-2.009,2.997,-0.884,8.3,36.1,-26.6,67008,2016-08-02 15:30:35:912
3.904,-8.839,0.812,-2.009,2.997,-0.884,9.1,36.7,-24.1,67108,2016-08-02 15:30:36:012
-3.433,-4.587,-1.629,1.41,-0.281,1.286,9.1,36.7,-24.1,67207,2016-08-02 15:30:36:111
-3.433,-4.587,-0.002,1.41,-0.281,1.286,4.9,41.3,-17.3,67307,2016-08-02 15:30:36:211
-6.22,-11.848,-0.002,1.41,-0.281,1.286,4.9,41.3,-17.3,67408,2016-08-02 15:30:36:312
-0.253,-16.741,3.849,1.667,1.637,0.39,0.1,43.9,-12.7,67508,2016-08-02 15:30:36:412
-0.253,-16.741,3.849,1.667,1.637,0.39,0.1,43.9,-12.7,67608,2016-08-02 15:30:36:512
-0.109,-10.277,-1.824,0.817,0.015,0.558,-0.7,43.1,-16.0,67708,2016-08-02 15:30:36:612
-0.109,-10.277,-1.824,0.817,0.015,0.558,-0.7,43.1,-16.0,67807,2016-08-02 15:30:36:711
-1.04,-11.626,1.753,-0.591,-0.262,-0.065,3.4,38.8,-22.5,67909,2016-08-02 15:30:36:813
-1.04,-11.626,1.753,-0.591,-0.262,-0.065,3.4,38.8,-22.5,68008,2016-08-02 15:30:36:912
-5.971,-13.809,5.036,-0.591,-0.262,-0.065,7.9,35.0,-27.5,68108,2016-08-02 15:30:37:012
-5.971,-13.809,5.036,-1.299,2.001,-1.44,7.9,35.0,-27.5,68208,2016-08-02 15:30:37:112
-2.039,-4.481,1.024,-1.299,2.001,-1.44,6.8,36.0,-23.8,68308,2016-08-02 15:30:37:212
8.598,-17.502,-9.301,-0.257,-0.218,0.014,6.8,36.0,-23.8,68407,2016-08-02 15:30:37:311
8.598,-17.502,-9.301,-0.257,-0.218,0.014,1.3,39.8,-17.9,68509,2016-08-02 15:30:37:413
-4.597,-2.943,4.785,-0.257,-0.218,0.014,1.3,39.8,-17.9,68607,2016-08-02 15:30:37:511
-4.597,-2.943,4.785,1.049,-0.498,1.703,-4.0,41.0,-14.5,68708,2016-08-02 15:30:37:612
-3.216,-8.641,2.252,1.049,-0.498,1.703,-4.0,41.0,-14.5,68807,2016-08-02 15:30:37:711
-3.216,-8.641,2.252,0.835,0.702,0.928,-3.8,38.5,-18.9,68908,2016-08-02 15:30:37:812
1.968,-11.91,0.174,0.835,0.702,0.928,-3.8,38.5,-18.9,69009,2016-08-02 15:30:37:913
1.702,-10.574,-2.984,-2.677,0.268,-0.686,0.1,33.8,-25.6,69110,2016-08-02 15:30:38:014
1.702,-10.574,-2.984,-2.677,0.268,-0.686,0.1,33.8,-25.6,69208,2016-08-02 15:30:38:112
1.359,-7.424,-0.431,-2.677,0.268,-0.686,3.2,31.1,-31.0,69308,2016-08-02 15:30:38:212
1.359,-7.424,-0.431,-1.037,0.499,-0.972,3.2,31.1,-31.0,69409,2016-08-02 15:30:38:313
-0.554,-9.661,-5.26,-1.037,0.499,-0.972,0.1,34.4,-27.1,69508,2016-08-02 15:30:38:412
-0.554,-9.661,-5.26,-0.834,0.505,-0.718,0.1,34.4,-27.1,69608,2016-08-02 15:30:38:512
-1.326,-19.318,1.604,-0.834,0.505,-0.718,-4.8,39.1,-22.1,69710,2016-08-02 15:30:38:614
-1.326,-19.318,1.604,-0.834,0.505,-0.718,-4.8,39.1,-22.1,69807,2016-08-02 15:30:38:711
-0.792,-7.286,-4.3,2.565,-1.065,-0.308,-5.8,40.1,-21.2,69908,2016-08-02 15:30:38:812
-0.033,-9.674,-0.866,2.565,-1.065,-0.308,-5.8,40.1,-21.2,70011,2016-08-02 15:30:38:915
-0.033,-9.674,-0.866,0.507,0.275,0.463,-2.3,36.3,-25.4,70108,2016-08-02 15:30:39:012
1.912,-12.26,-2.647,0.507,0.275,0.463,-2.3,36.3,-25.4,70208,2016-08-02 15:30:39:112
1.912,-12.26,-2.647,0.507,0.275,0.463,2.1,31.7,-30.8,70310,2016-08-02 15:30:39:214
2.778,-8.919,-0.84,-1.692,-0.71,-0.545,2.1,31.7,-30.8,70408,2016-08-02 15:30:39:312
2.778,-8.919,-0.84,-1.692,-0.71,-0.545,2.6,31.7,-29.2,70506,2016-08-02 15:30:39:410
-4.101,-3.891,0.344,0.726,-2.341,0.016,2.6,31.7,-29.2,70612,2016-08-02 15:30:39:516
-4.101,-3.891,0.344,0.726,-2.341,0.016,-1.0,34.5,-24.7,70708,2016-08-02 15:30:39:612
0.841,-6.078,0.107,0.686,-1.483,1.236,-1.0,34.5,-24.7,70807,2016-08-02 15:30:39:711
-2.849,-7.386,3.759,0.686,-1.483,1.236,-5.3,35.8,-21.2,70913,2016-08-02 15:30:39:817
-2.849,-7.386,3.759,0.686,-1.483,1.236,-5.3,35.8,-21.2,71009,2016-08-02 15:30:39:913
-0.819,-9.762,-1.829,1.577,2.788,-0.316,-5.3,35.8,-21.2,71109,2016-08-02 15:30:40:013
-0.819,-9.762,-1.829,1.577,2.788,-0.316,-5.6,32.9,-23.5,71211,2016-08-02 15:30:40:115
1.095,-9.51,0.449,-0.236,1.389,0.347,-5.6,32.9,-23.5,71308,2016-08-02 15:30:40:212
1.095,-9.51,0.449,-0.236,1.389,0.347,-1.4,29.0,-26.3,71408,2016-08-02 15:30:40:312
-11.864,-18.983,-4.684,-0.236,1.389,0.347,-1.4,29.0,-26.3,71511,2016-08-02 15:30:40:415
-11.864,-18.983,-4.684,-1.412,1.429,0.499,2.8,26.6,-28.0,71608,2016-08-02 15:30:40:512
-2.771,-2.139,-1.196,-1.412,1.429,0.499,2.8,26.6,-28.0,71708,2016-08-02 15:30:40:612
1.917,-12.957,-9.673,0.73,-1.121,0.717,3.3,28.1,-24.7,71807,2016-08-02 15:30:40:711
1.917,-12.957,-9.673,0.73,-1.121,0.717,3.3,28.1,-24.7,71908,2016-08-02 15:30:40:812
-6.433,-7.46,4.708,1.497,2.347,0.672,-0.1,31.1,-21.0,72006,2016-08-02 15:30:40:910
-6.433,-7.46,4.708,1.497,2.347,0.672,-0.1,31.1,-21.0,72111,2016-08-02 15:30:41:015
-1.724,-9.533,-1.115,1.497,2.347,0.672,-1.3,32.5,-20.3,72207,2016-08-02 15:30:41:111
-1.724,-9.533,-1.115,0.795,0.493,0.539,-1.3,32.5,-20.3,72308,2016-08-02 15:30:41:212
-0.614,-11.123,-1.467,0.795,0.493,0.539,0.2,31.4,-22.6,72408,2016-08-02 15:30:41:312
-0.614,-11.123,-1.467,-0.82,-0.166,0.237,0.2,31.4,-22.6,72507,2016-08-02 15:30:41:411
2.418,-13.762,-1.92,-0.82,-0.166,0.237,4.3,28.3,-26.2,72609,2016-08-02 15:30:41:513
0.818,-8.709,-1.347,-0.958,0.068,-1.635,4.3,28.3,-26.2,72708,2016-08-02 15:30:41:612
0.818,-8.709,-1.347,-0.958,0.068,-1.635,4.2,29.2,-25.5,72806,2016-08-02 15:30:41:710
-1.672,-8.302,-3.922,-0.958,0.068,-1.635,4.2,29.2,-25.5,72908,2016-08-02 15:30:41:812
-1.672,-8.302,-3.922,0.141,-0.421,0.378,-0.9,33.9,-19.9,73008,2016-08-02 15:30:41:912
-3.104,-16.994,1.615,0.141,-0.421,0.378,-0.9,33.9,-19.9,73108,2016-08-02 15:30:42:012
-3.104,-16.994,1.615,1.027,1.466,0.933,-7.3,38.8,-14.9,73208,2016-08-02 15:30:42:112
7.337,-18.471,0.332,1.027,1.466,0.933,-7.3,38.8,-14.9,73308,2016-08-02 15:30:42:212
7.337,-18.471,0.332,1.027,1.466,0.933,-9.4,40.1,-14.9,73408,2016-08-02 15:30:42:312
2.346,-10.21,1.844,0.432,0.495,1.099,-9.4,40.1,-14.9,73508,2016-08-02 15:30:42:412
2.346,-10.21,1.844,0.432,0.495,1.099,-7.1,39.1,-19.8,73608,2016-08-02 15:30:42:512
1.27,-10.974,-3.251,-1.729,0.433,-0.771,-7.1,39.1,-19.8,73708,2016-08-02 15:30:42:612
-5.524,-11.119,-2.379,-1.729,0.433,-0.771,-3.3,37.6,-24.4,73808,2016-08-02 15:30:42:712
-5.524,-11.119,-2.379,-1.729,0.433,-0.771,-3.3,37.6,-24.4,73908,2016-08-02 15:30:42:812
-1.821,-4.426,0.038,-0.813,0.3,-1.032,-2.8,38.2,-23.3,74008,2016-08-02 15:30:42:912
-1.821,-4.426,0.038,-0.813,0.3,-1.032,-2.8,38.2,-23.3,74107,2016-08-02 15:30:43:011
4.254,-14.572,-7.619,-0.167,-1.648,0.217,-7.0,40.3,-17.1,74206,2016-08-02 15:30:43:110
4.254,-14.572,-7.619,-0.167,-1.648,0.217,-7.0,40.3,-17.1,74307,2016-08-02 15:30:43:211
-3.012,-7.563,5.505,0.272,-2.034,2.258,-10.1,41.7,-13.6,74408,2016-08-02 15:30:43:312
-3.012,-7.563,5.505,0.272,-2.034,2.258,-10.1,41.7,-13.6,74508,2016-08-02 15:30:43:412
-2.449,-10.177,-1.132,0.272,-2.034,2.258,-8.9,40.8,-16.6,74608,2016-08-02 15:30:43:512
-1.053,-13.117,-0.187,0.954,0.654,0.885,-8.9,40.8,-16.6,74708,2016-08-02 15:30:43:612
-1.053,-13.117,-0.187,0.954,0.654,0.885,-3.6,38.5,-23.3,74806,2016-08-02 15:30:43:710
-5.362,-13.572,4.851,-2.743,-0.144,-0.901,-3.6,38.5,-23.3,74908,2016-08-02 15:30:43:812
-5.362,-13.572,4.851,-2.743,-0.144,-0.901,0.1,37.4,-26.8,75008,2016-08-02 15:30:43:912
-1.061,-4.58,0.478,-2.743,-0.144,-0.901,0.1,37.4,-26.8,75108,2016-08-02 15:30:44:012
-1.061,-4.58,0.478,0.072,-2.123,-0.078,-3.0,39.0,-21.4,75208,2016-08-02 15:30:44:112
5.871,-18.019,-12.186,0.072,-2.123,-0.078,-3.0,39.0,-21.4,75308,2016-08-02 15:30:44:212
5.871,-18.019,-12.186,-0.969,-0.636,0.883,-7.7,42.3,-14.5,75408,2016-08-02 15:30:44:312
-3.311,-6.765,5.012,-0.969,-0.636,0.883,-7.7,42.3,-14.5,75508,2016-08-02 15:30:44:412
-1.833,-9.614,-0.013,0.832,1.528,0.081,-9.0,42.6,-14.0,75608,2016-08-02 15:30:44:512
-1.833,-9.614,-0.013,0.832,1.528,0.081,-9.0,42.6,-14.0,75708,2016-08-02 15:30:44:612
-1.094,-12.129,-1.684,0.832,1.528,0.081,-4.6,40.4,-20.9,75807,2016-08-02 15:30:44:711
-1.094,-12.129,-1.684,-0.261,0.306,0.131,-4.6,40.4,-20.9,75908,2016-08-02 15:30:44:812
-1.868,-15.407,3.22,-0.261,0.306,0.131,0.9,37.0,-27.8,76006,2016-08-02 15:30:44:910
-1.868,-15.407,3.22,-0.676,2.151,-1.49,0.9,37.0,-27.8,76108,2016-08-02 15:30:45:012
0.442,-6.852,-2.173,-0.676,2.151,-1.49,0.9,37.0,-27.8,76208,2016-08-02 15:30:45:112
0.442,-6.852,-2.173,-0.676,2.151,-1.49,-0.5,38.8,-24.3,76308,2016-08-02 15:30:45:212
8.606,-19.609,-11.157,0.797,-0.405,1.124,-0.5,38.8,-24.3,76408,2016-08-02 15:30:45:312
-2.942,-2.25,0.937,0.797,-0.405,1.124,-5.4,42.2,-16.1,76508,2016-08-02 15:30:45:412
-2.942,-2.25,0.937,1.045,0.373,1.445,-5.4,42.2,-16.1,76608,2016-08-02 15:30:45:512
-3.758,-7.357,2.011,1.045,0.373,1.445,-10.0,44.0,-11.2,76708,2016-08-02 15:30:45:612
-3.758,-7.357,2.011,0.925,0.516,0.867,-10.0,44.0,-11.2,76807,2016-08-02 15:30:45:711
0.715,-12.468,-1.433,0.925,0.516,0.867,-7.6,41.9,-16.9,76909,2016-08-02 15:30:45:813
0.715,-12.468,-1.433,0.925,0.516,0.867,-7.6,41.9,-16.9,77008,2016-08-02 15:30:45:912
-2.419,-17.309,2.5,-3.235,0.787,-1.436,-2.8,38.6,-24.7,77108,2016-08-02 15:30:46:012
-2.419,-17.309,2.5,-3.235,0.787,-1.436,-2.8,38.6,-24.7,77208,2016-08-02 15:30:46:112
1.08,-6.036,-0.645,-0.616,-1.911,-0.466,-1.0,38.0,-26.2,77308,2016-08-02 15:30:46:212
8.062,-19.609,-8.865,-0.616,-1.911,-0.466,-1.0,38.0,-26.2,77406,2016-08-02 15:30:46:310
8.062,-19.609,-8.865,-0.616,-1.911,-0.466,-4.1,40.8,-19.3,77507,2016-08-02 15:30:46:411
-2.107,-2.592,-3.748,0.39,-0.907,0.984,-4.1,40.8,-19.3,77609,2016-08-02 15:30:46:513
-2.107,-2.592,-3.748,0.39,-0.907,0.984,-8.8,43.7,-11.9,77708,2016-08-02 15:30:46:612
0.051,-6.05,-0.402,1.399,1.926,-0.125,-8.8,43.7,-11.9,77808,2016-08-02 15:30:46:712
0.051,-6.05,-0.402,1.399,1.926,-0.125,-8.0,43.2,-14.0,77909,2016-08-02 15:30:46:813
1.671,-8.282,-1.219,-0.036,0.173,0.372,-8.0,43.2,-14.0,78009,2016-08-02 15:30:46:913
1.671,-8.282,-1.219,-0.036,0.173,0.372,-3.2,40.6,-21.1,78106,2016-08-02 15:30:47:010
0.831,-12.015,-2.707,-0.036,0.173,0.372,-3.2,40.6,-21.1,78208,2016-08-02 15:30:47:112
1.414,-7.547,-0.914,-1.212,-1.39,-1.248,-0.6,39.4,-25.1,78308,2016-08-02 15:30:47:212
1.414,-7.547,-0.914,-1.212,-1.39,-1.248,-0.6,39.4,-25.1,78408,2016-08-02 15:30:47:312
-1.117,-9.762,-6.029,2.119,-1.22,0.682,-2.8,40.9,-20.9,78508,2016-08-02 15:30:47:412
-1.117,-9.762,-6.029,2.119,-1.22,0.682,-2.8,40.9,-20.9,78607,2016-08-02 15:30:47:511
1.057,-13.115,2.426,2.119,-1.22,0.682,-8.0,43.7,-13.6,78709,2016-08-02 15:30:47:613
1.057,-13.115,2.426,1.445,1.557,-0.266,-8.0,43.7,-13.6,78807,2016-08-02 15:30:47:711
5.192,-7.258,-3.905,1.445,1.557,-0.266,-9.7,43.6,-13.0,78908,2016-08-02 15:30:47:812
5.192,-7.258,-3.905,1.305,0.805,0.371,-9.7,43.6,-13.0,79008,2016-08-02 15:30:47:912
4.072,-8.974,-0.227,1.305,0.805,0.371,-5.8,41.2,-19.4,79108,2016-08-02 15:30:48:012
0.749,-13.163,-1.939,-2.414,0.826,-1.178,-5.8,41.2,-19.4,79208,2016-08-02 15:30:48:112
0.749,-13.163,-1.939,-2.414,0.826,-1.178,-0.5,38.5,-26.0,79308,2016-08-02 15:30:48:212
1.41,-7.222,-0.842,-2.414,0.826,-1.178,-0.5,38.5,-26.0,79408,2016-08-02 15:30:48:312
1.41,-7.222,-0.842,-1.119,1.446,-1.036,0.8,38.9,-25.4,79508,2016-08-02 15:30:48:412
-1.703,-7.596,-4.319,-1.119,1.446,-1.036,0.8,38.9,-25.4,79608,2016-08-02 15:30:48:512
-1.703,-7.596,-4.319,-1.052,0.387,-0.296,-2.6,41.8,-19.7,79708,2016-08-02 15:30:48:612
-8.835,-19.365,0.917,-1.052,0.387,-0.296,-2.6,41.8,-19.7,79808,2016-08-02 15:30:48:712
-8.835,-19.365,0.917,-1.052,0.387,-0.296,-6.1,43.5,-16.8,79908,2016-08-02 15:30:48:812
6.085,-6.784,-2.551,2.44,2.13,0.612,-6.1,43.5,-16.8,80010,2016-08-02 15:30:48:914
3.164,-8.857,1.971,2.44,2.13,0.612,-4.0,41.8,-20.4,80107,2016-08-02 15:30:49:011
3.164,-8.857,1.971,0.238,-0.108,0.188,-4.0,41.8,-20.4,80208,2016-08-02 15:30:49:112
0.523,-11.274,-3.217,0.238,-0.108,0.188,-4.0,41.8,-20.4,80307,2016-08-02 15:30:49:211
0.523,-11.274,-3.217,-1.379,-0.988,-1.179,1.3,38.3,-26.6,80407,2016-08-02 15:30:49:311
2.529,-9.094,-0.022,-1.379,-0.988,-1.179,1.3,38.3,-26.6,80507,2016-08-02 15:30:49:411
2.529,-9.094,-0.022,-1.379,-0.988,-1.179,3.2,37.9,-27.1,80609,2016-08-02 15:30:49:513
-1.918,-4.123,-1.128,1.751,-2.199,0.213,3.2,37.9,-27.1,80708,2016-08-02 15:30:49:612
-1.918,-4.123,-1.128,1.751,-2.199,0.213,-0.8,41.1,-20.5,80807,2016-08-02 15:30:49:711
-6.558,-14.929,5.193,0.434,-0.667,0.096,-0.8,41.1,-20.5,80908,2016-08-02 15:30:49:812
8.807,-14.434,-0.356,0.434,-0.667,0.096,-6.1,44.6,-14.3,81006,2016-08-02 15:30:49:910
8.807,-14.434,-0.356,0.434,-0.667,0.096,-6.1,44.6,-14.3,81108,2016-08-02 15:30:50:012
0.854,-9.653,-0.199,1.19,0.887,0.432,-6.4,43.4,-16.1,81208,2016-08-02 15:30:50:112
0.854,-9.653,-0.199,1.19,0.887,0.432,-6.4,43.4,-16.1,81306,2016-08-02 15:30:50:210
2.228,-12.811,-4.061,-0.748,0.186,-0.598,-2.0,40.1,-23.0,81407,2016-08-02 15:30:50:311
2.228,-12.811,-4.061,-0.748,0.186,-0.598,-2.0,40.1,-23.0,81508,2016-08-02 15:30:50:412
1.278,-8.269,1.606,-1.141,0.146,-1.75,2.3,37.8,-28.3,81607,2016-08-02 15:30:50:511
1.278,-8.269,1.606,-1.141,0.146,-1.75,2.3,37.8,-28.3,81708,2016-08-02 15:30:50:612
-2.645,-2.721,0.392,-1.141,0.146,-1.75,-0.1,39.4,-23.0,81808,2016-08-02 15:30:50:712
-6.172,-13.864,2.928,-1.189,-0.714,-1.27,-0.1,39.4,-23.0,81907,2016-08-02 15:30:50:811
-6.172,-13.864,2.928,-1.189,-0.714,-1.27,-4.9,43.1,-15.8,82008,2016-08-02 15:30:50:912
5.549,-19.609,2.528,0.351,-2.028,1.798,-4.9,43.1,-15.8,82107,2016-08-02 15:30:51:011
5.549,-19.609,2.528,0.351,-2.028,1.798,-7.1,43.4,-14.5,82206,2016-08-02 15:30:51:110
1.51,-9.623,0.19,0.351,-2.028,1.798,-7.1,43.4,-14.5,82308,2016-08-02 15:30:51:212
1.51,-9.623,0.19,0.86,0.613,0.811,-2.5,41.0,-21.9,82408,2016-08-02 15:30:51:312
2.626,-13.626,-3.074,0.86,0.613,0.811,-2.5,41.0,-21.9,82507,2016-08-02 15:30:51:411
2.626,-13.626,-3.074,-2.568,-0.305,-0.676,2.6,37.1,-28.5,82609,2016-08-02 15:30:51:513
0.277,-10.588,0.12,-2.568,-0.305,-0.676,2.6,37.1,-28.5,82708,2016-08-02 15:30:51:612
-2.69,-3.845,0.063,0.616,-2.378,0.055,2.3,38.4,-26.4,82806,2016-08-02 15:30:51:710
-2.69,-3.845,0.063,0.616,-2.378,0.055,2.3,38.4,-26.4,82908,2016-08-02 15:30:51:812
-6.955,-14.83,2.846,0.616,-2.378,0.055,-2.8,41.7,-19.0,83007,2016-08-02 15:30:51:911
-6.955,-14.83,2.846,-0.757,-0.983,0.669,-2.8,41.7,-19.0,83107,2016-08-02 15:30:52:011
7.663,-19.479,3.859,-0.757,-0.983,0.669,-7.0,44.0,-14.3,83208,2016-08-02 15:30:52:112
7.663,-19.479,3.859,0.731,1.209,0.24,-7.0,44.0,-14.3,83307,2016-08-02 15:30:52:211
-0.075,-9.425,-1.165,0.731,1.209,0.24,-4.4,42.4,-19.2,83406,2016-08-02 15:30:52:310
-0.075,-9.425,-1.165,0.731,1.209,0.24,-4.4,42.4,-19.2,83508,2016-08-02 15:30:52:412
1.156,-11.908,-4.34,-0.129,0.451,-0.313,0.8,39.2,-25.9,83608,2016-08-02 15:30:52:512
-3.161,-11.855,-3.982,-0.129,0.451,-0.313,0.8,39.2,-25.9,83707,2016-08-02 15:30:52:611
-3.161,-11.855,-3.982,-1.162,2.099,-1.05,2.9,38.9,-26.9,83808,2016-08-02 15:30:52:712
-3.372,-1.985,1.591,-1.162,2.099,-1.05,2.9,38.9,-26.9,83907,2016-08-02 15:30:52:811
-3.372,-1.985,1.591,-0.892,-0.012,-0.387,-1.1,41.6,-20.1,84007,2016-08-02 15:30:52:911
-6.074,-8.845,-1.095,-0.892,-0.012,-0.387,-1.1,41.6,-20.1,84107,2016-08-02 15:30:53:011
-6.074,-8.845,-1.095,-0.892,-0.012,-0.387,-5.9,44.6,-14.3,84209,2016-08-02 15:30:53:113
0.752,-18.182,5.154,0.328,-1.204,1.482,-5.9,44.6,-14.3,84307,2016-08-02 15:30:53:211
0.752,-18.182,5.154,0.328,-1.204,1.482,-5.9,43.7,-16.0,84410,2016-08-02 15:30:53:314
1.401,-10.373,-2.206,0.819,1.125,0.991,-5.9,43.7,-16.0,84506,2016-08-02 15:30:53:410
2.554,-12.585,-1.882,0.819,1.125,0.991,-0.7,40.0,-23.8,84606,2016-08-02 15:30:53:510
2.554,-12.585,-1.882,0.819,1.125,0.991,-0.7,40.0,-23.8,84708,2016-08-02 15:30:53:612
-3.25,-12.039,-3.268,-3.091,0.078,-0.949,3.5,37.6,-28.0,84806,2016-08-02 15:30:53:710
-3.25,-12.039,-3.268,-3.091,0.078,-0.949,3.5,37.6,-28.0,84906,2016-08-02 15:30:53:810
-3.2,-2.916,0.812,0.019,-2.459,-0.265,2.8,39.5,-23.8,85007,2016-08-02 15:30:53:911
-3.2,-2.916,0.812,0.019,-2.459,-0.265,2.8,39.5,-23.8,85108,2016-08-02 15:30:54:012
-3.26,-6.998,-0.679,0.666,-1.314,1.276,2.8,39.5,-23.8,85206,2016-08-02 15:30:54:110
-3.26,-6.998,-0.679,0.666,-1.314,1.276,-2.2,43.4,-16.6,85307,2016-08-02 15:30:54:211
-0.035,-12.533,4.08,0.666,-1.314,1.276,-2.2,43.4,-16.6,85408,2016-08-02 15:30:54:312
-0.88,-9.531,-2.088,0.617,2.641,-0.01,-4.0,44.3,-15.5,85507,2016-08-02 15:30:54:411
-0.88,-9.531,-2.088,0.617,2.641,-0.01,-4.0,44.3,-15.5,85609,2016-08-02 15:30:54:513
1.101,-12.22,-0.581,-0.653,0.502,-0.148,-0.4,41.0,-21.9,85708,2016-08-02 15:30:54:612
1.101,-12.22,-0.581,-0.653,0.502,-0.148,-0.4,41.0,-21.9,85807,2016-08-02 15:30:54:711
-1.824,-11.199,-1.097,-0.653,0.502,-0.148,4.9,37.2,-27.7,85908,2016-08-02 15:30:54:812
-1.824,-11.199,-1.097,-1.778,2.435,-0.914,4.9,37.2,-27.7,86009,2016-08-02 15:30:54:913
-3.718,-2.479,1.437,-1.778,2.435,-0.914,5.3,37.8,-26.0,86107,2016-08-02 15:30:55:011
-3.718,-2.479,1.437,-0.988,0.07,-0.065,5.3,37.8,-26.0,86208,2016-08-02 15:30:55:112
-4.446,-9.218,-1.626,-0.988,0.07,-0.065,1.1,41.8,-19.0,86308,2016-08-02 15:30:55:212
-0.505,-18.171,2.297,0.383,-1.024,2.028,1.1,41.8,-19.0,86407,2016-08-02 15:30:55:311
-0.505,-18.171,2.297,0.383,-1.024,2.028,-1.9,44.2,-15.1,86509,2016-08-02 15:30:55:413
0.723,-9.519,-1.794,0.383,-1.024,2.028,-1.9,44.2,-15.1,86608,2016-08-02 15:30:55:512
0.723,-9.519,-1.794,0.7,0.717,0.958,0.1,42.2,-19.3,86708,2016-08-02 15:30:55:612
1.99,-12.82,-2.521,0.7,0.717,0.958,0.1,42.2,-19.3,86807,2016-08-02 15:30:55:711
1.99,-12.82,-2.521,-2.917,0.042,-1.091,5.2,37.6,-26.2,86908,2016-08-02 15:30:55:812
-0.292,-11.936,-0.239,-2.917,0.042,-1.091,5.2,37.6,-26.2,87007,2016-08-02 15:30:55:911
-0.292,-11.936,-0.239,-2.917,0.042,-1.091,6.7,37.2,-27.2,87107,2016-08-02 15:30:56:011
-3.925,-2.058,0.624,0.316,-3.299,-0.016,6.7,37.2,-27.2,87209,2016-08-02 15:30:56:113
-3.925,-2.058,0.624,0.316,-3.299,-0.016,2.2,40.1,-21.8,87308,2016-08-02 15:30:56:212
-5.593,-9.098,1.062,-0.389,-0.613,1.724,2.2,40.1,-21.8,87408,2016-08-02 15:30:56:312
-0.747,-14.876,4.67,-0.389,-0.613,1.724,-3.1,44.2,-16.3,87508,2016-08-02 15:30:56:412
