ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.123,-9.285,1.442,1.171,0.633,0.111,5.9,36.8,26.6,137308,2016-08-02 15:31:46:212
1.852,-12.746,-2.238,-0.147,0.699,-0.057,5.9,36.8,26.6,137408,2016-08-02 15:31:46:312
1.852,-12.746,-2.238,-0.147,0.699,-0.057,7.4,40.6,21.0,137508,2016-08-02 15:31:46:412
1.391,-9.759,-0.344,-1.028,2.278,-1.881,7.4,40.6,21.0,137606,2016-08-02 15:31:46:510
1.391,-9.759,-0.344,-1.028,2.278,-1.881,6.8,41.2,19.9,137708,2016-08-02 15:31:46:612
-1.906,-5.56,-1.347,-1.028,2.278,-1.881,6.8,41.2,19.9,137808,2016-08-02 15:31:46:712
-1.906,-5.56,-1.347,-0.002,-1.009,0.685,4.7,36.7,25.4,137908,2016-08-02 15:31:46:812
-0.441,-19.397,-0.193,-0.002,-1.009,0.685,4.7,36.7,25.4,138007,2016-08-02 15:31:46:911
-0.441,-19.397,-0.193,1.294,-0.367,1.78,4.2,33.1,30.9,138108,2016-08-02 15:31:47:012
11.359,-8.79,-2.697,1.294,-0.367,1.78,4.2,33.1,30.9,138208,2016-08-02 15:31:47:112
4.852,-9.38,0.161,0.581,0.851,1.449,5.8,34.4,29.4,138306,2016-08-02 15:31:47:210
4.852,-9.38,0.161,0.581,0.851,1.449,5.8,34.4,29.4,138407,2016-08-02 15:31:47:311
2.058,-11.408,-3.175,0.581,0.851,1.449,6.9,38.9,23.0,138510,2016-08-02 15:31:47:414
2.058,-11.408,-3.175,-2.977,0.47,-1.405,6.9,38.9,23.0,138608,2016-08-02 15:31:47:512
-0.293,-9.03,0.153,-2.977,0.47,-1.405,7.3,42.3,18.0,138708,2016-08-02 15:31:47:612
-0.293,-9.03,0.153,-0.713,-0.243,-0.937,7.3,42.3,18.0,138806,2016-08-02 15:31:47:710
-2.512,-2.116,0.702,-0.713,-0.243,-0.937,5.3,39.0,22.0,138908,2016-08-02 15:31:47:812
-2.512,-2.116,0.702,-0.713,-0.243,-0.937,5.3,39.0,22.0,139007,2016-08-02 15:31:47:911
-7.119,-14.247,0.559,-0.217,0.76,0.203,2.8,34.1,29.0,139108,2016-08-02 15:31:48:012
5.399,-19.609,4.97,-0.217,0.76,0.203,2.8,34.1,29.0,139208,2016-08-02 15:31:48:112
5.399,-19.609,4.97,2.789,1.409,0.217,2.6,31.9,32.0,139308,2016-08-02 15:31:48:212
0.425,-10.114,-0.546,2.789,1.409,0.217,2.6,31.9,32.0,139408,2016-08-02 15:31:48:312
0.425,-10.114,-0.546,0.427,0.646,0.055,3.8,36.8,26.2,139508,2016-08-02 15:31:48:412
1.12,-13.452,-1.849,0.427,0.646,0.055,3.8,36.8,26.2,139608,2016-08-02 15:31:48:512
1.12,-13.452,-1.849,0.427,0.646,0.055,4.0,41.5,18.9,139708,2016-08-02 15:31:48:612
-4.587,-13.609,-3.409,-1.457,-0.462,-0.774,4.0,41.5,18.9,139807,2016-08-02 15:31:48:711
-4.587,-13.609,-3.409,-1.457,-0.462,-0.774,1.8,41.5,18.1,139906,2016-08-02 15:31:48:810
-2.684,-2.837,0.937,0.826,-1.906,0.575,1.8,41.5,18.1,140007,2016-08-02 15:31:48:911
-1.66,-10.046,-3.32,0.826,-1.906,0.575,-1.1,36.1,24.5,140108,2016-08-02 15:31:49:012
-1.66,-10.046,-3.32,0.826,-1.906,0.575,-1.1,36.1,24.5,140208,2016-08-02 15:31:49:112
2.447,-14.172,1.914,1.264,0.86,-0.332,-2.3,31.9,30.6,140308,2016-08-02 15:31:49:212
2.447,-14.172,1.914,1.264,0.86,-0.332,-2.3,31.9,30.6,140408,2016-08-02 15:31:49:312
-0.16,-8.866,-1.234,1.018,0.877,0.621,1.4,34.0,28.9,140508,2016-08-02 15:31:49:412
-0.16,-8.866,-1.234,1.018,0.877,0.621,1.4,34.0,28.9,140608,2016-08-02 15:31:49:512
0.967,-12.695,0.289,-0.395,-0.595,-0.277,4.0,38.5,23.0,140708,2016-08-02 15:31:49:612
0.967,-12.695,0.289,-0.395,-0.595,-0.277,4.0,38.5,23.0,140807,2016-08-02 15:31:49:711
-2.47,-13.858,5.277,-0.395,-0.595,-0.277,5.3,40.9,19.6,140908,2016-08-02 15:31:49:812
-1.125,-3.918,1.338,-1.562,1.144,-1.224,5.3,40.9,19.6,141007,2016-08-02 15:31:49:911
-1.125,-3.918,1.338,-1.562,1.144,-1.224,2.9,37.9,23.3,141108,2016-08-02 15:31:50:012
7.784,-13.03,-6.494,-0.919,0.198,-1.577,2.9,37.9,23.3,141208,2016-08-02 15:31:50:112
7.784,-13.03,-6.494,-0.919,0.198,-1.577,0.4,34.7,28.7,141308,2016-08-02 15:31:50:212
-3.24,-6.644,10.821,-0.919,0.198,-1.577,0.4,34.7,28.7,141408,2016-08-02 15:31:50:312
-3.24,-6.644,10.821,-0.065,-0.776,1.962,0.7,35.4,28.4,141507,2016-08-02 15:31:50:411
-2.659,-10.803,-2.784,-0.065,-0.776,1.962,0.7,35.4,28.4,141608,2016-08-02 15:31:50:512
-2.659,-10.803,-2.784,0.588,0.805,0.92,2.6,40.0,22.7,141707,2016-08-02 15:31:50:611
-1.493,-12.974,0.229,0.588,0.805,0.92,2.6,40.0,22.7,141807,2016-08-02 15:31:50:711
-2.75,-13.555,4.162,-2.564,0.279,-1.025,3.7,42.8,18.8,141908,2016-08-02 15:31:50:812
-2.75,-13.555,4.162,-2.564,0.279,-1.025,3.7,42.8,18.8,142011,2016-08-02 15:31:50:915
-0.683,-4.076,1.035,-2.564,0.279,-1.025,3.7,42.8,18.8,142108,2016-08-02 15:31:51:012
-0.683,-4.076,1.035,0.013,-2.702,-0.43,1.3,40.3,21.8,142209,2016-08-02 15:31:51:113
7.024,-18.631,-10.889,0.013,-2.702,-0.43,1.3,40.3,21.8,142308,2016-08-02 15:31:51:212
7.024,-18.631,-10.889,0.76,-1.073,0.695,-0.5,35.2,28.6,142408,2016-08-02 15:31:51:312
-0.025,-8.802,-1.535,0.76,-1.073,0.695,-0.5,35.2,28.6,142507,2016-08-02 15:31:51:411
-0.025,-8.802,-1.535,0.76,-1.073,0.695,0.7,32.6,31.5,142609,2016-08-02 15:31:51:513
-4.338,-7.87,0.043,1.46,0.505,-0.479,0.7,32.6,31.5,142708,2016-08-02 15:31:51:612
-0.196,-12.483,-0.41,1.46,0.505,-0.479,5.2,34.8,28.4,142806,2016-08-02 15:31:51:710
-0.196,-12.483,-0.41,-0.495,0.686,0.311,5.2,34.8,28.4,142908,2016-08-02 15:31:51:812
-7.148,-14.766,3.638,-0.495,0.686,0.311,7.3,38.9,22.4,143008,2016-08-02 15:31:51:912
-7.148,-14.766,3.638,-1.715,0.075,-1.091,7.3,38.9,22.4,143108,2016-08-02 15:31:52:012
0.77,-5.932,-0.247,-1.715,0.075,-1.091,6.3,40.2,20.5,143208,2016-08-02 15:31:52:112
0.77,-5.932,-0.247,-1.715,0.075,-1.091,6.3,40.2,20.5,143307,2016-08-02 15:31:52:211
10.77,-19.609,-13.932,0.588,-0.656,0.568,3.5,36.2,25.2,143407,2016-08-02 15:31:52:311
10.77,-19.609,-13.932,0.588,-0.656,0.568,3.5,36.2,25.2,143509,2016-08-02 15:31:52:413
-2.246,-3.809,-1.858,2.19,1.256,0.963,2.1,31.6,31.0,143609,2016-08-02 15:31:52:513
-3.858,-6.995,-1.343,2.19,1.256,0.963,2.1,31.6,31.0,143706,2016-08-02 15:31:52:610
-3.858,-6.995,-1.343,2.19,1.256,0.963,3.9,31.9,30.8,143808,2016-08-02 15:31:52:712
2.228,-12.049,-2.038,0.64,0.83,0.924,3.9,31.9,30.8,143908,2016-08-02 15:31:52:812
2.228,-12.049,-2.038,0.64,0.83,0.924,5.8,36.2,24.6,144007,2016-08-02 15:31:52:911
-1.831,-16.045,-0.603,-3.142,0.8,-1.309,5.8,36.2,24.6,144108,2016-08-02 15:31:53:012
-1.831,-16.045,-0.603,-3.142,0.8,-1.309,6.4,40.1,19.6,144208,2016-08-02 15:31:53:112
2.112,-7.071,-2.143,-0.931,-0.256,-0.753,6.4,40.1,19.6,144307,2016-08-02 15:31:53:211
2.112,-7.071,-2.143,-0.931,-0.256,-0.753,2.4,37.4,21.8,144408,2016-08-02 15:31:53:312
-2.184,-16.901,-8.568,-0.931,-0.256,-0.753,2.4,37.4,21.8,144508,2016-08-02 15:31:53:412
0.508,-6.868,-2.014,-0.187,0.817,0.126,0.4,33.4,28.1,144607,2016-08-02 15:31:53:511
0.508,-6.868,-2.014,-0.187,0.817,0.126,0.4,33.4,28.1,144708,2016-08-02 15:31:53:612
-0.688,-6.305,-4.975,2.423,0.31,-0.247,0.6,32.0,30.6,144808,2016-08-02 15:31:53:712
-0.688,-6.305,-4.975,2.423,0.31,-0.247,0.6,32.0,30.6,144906,2016-08-02 15:31:53:810
2.312,-12.011,1.638,2.423,0.31,-0.247,4.0,36.2,26.5,145008,2016-08-02 15:31:53:912
2.312,-12.011,1.638,-0.058,-0.023,0.128,4.0,36.2,26.5,145107,2016-08-02 15:31:54:011
0.641,-12.996,-2.736,-0.058,-0.023,0.128,5.5,40.1,20.0,145206,2016-08-02 15:31:54:110
0.641,-12.996,-2.736,-1.56,-1.383,-1.202,5.5,40.1,20.0,145308,2016-08-02 15:31:54:212
2.423,-7.393,-0.799,-1.56,-1.383,-1.202,4.0,40.1,19.6,145408,2016-08-02 15:31:54:312
-1.0,-10.738,-5.772,1.932,-1.378,0.762,4.0,40.1,19.6,145507,2016-08-02 15:31:54:411
-1.0,-10.738,-5.772,1.932,-1.378,0.762,2.5,35.6,25.6,145608,2016-08-02 15:31:54:512
0.314,-6.658,3.569,1.932,-1.378,0.762,2.5,35.6,25.6,145708,2016-08-02 15:31:54:612
0.314,-6.658,3.569,1.711,1.523,0.172,1.1,32.1,31.3,145806,2016-08-02 15:31:54:710
3.707,-6.658,-4.171,1.711,1.523,0.172,1.1,32.1,31.3,145908,2016-08-02 15:31:54:812
3.707,-6.658,-4.171,1.207,0.797,0.834,3.0,35.3,28.5,146008,2016-08-02 15:31:54:912
2.38,-10.066,-1.49,1.207,0.797,0.834,3.0,35.3,28.5,146107,2016-08-02 15:31:55:011
2.38,-10.066,-1.49,1.207,0.797,0.834,4.1,39.7,22.2,146207,2016-08-02 15:31:55:111
2.453,-9.708,-3.609,-1.579,0.888,-0.72,4.1,39.7,22.2,146307,2016-08-02 15:31:55:211
-0.609,-6.999,0.967,-1.579,0.888,-0.72,3.8,42.0,18.1,146407,2016-08-02 15:31:55:311
-0.609,-6.999,0.967,-1.113,0.975,-1.102,3.8,42.0,18.1,146508,2016-08-02 15:31:55:412
-1.716,-3.032,-0.572,-1.113,0.975,-1.102,0.7,37.7,23.0,146607,2016-08-02 15:31:55:511
-1.716,-3.032,-0.572,-1.057,-1.745,-0.883,0.7,37.7,23.0,146707,2016-08-02 15:31:55:611
-7.536,-16.55,1.366,-1.057,-1.745,-0.883,0.7,37.7,23.0,146808,2016-08-02 15:31:55:712
-7.536,-16.55,1.366,-1.057,-1.745,-0.883,-0.9,33.4,29.5,146908,2016-08-02 15:31:55:812
2.437,-10.508,0.09,0.17,-2.334,0.799,-0.9,33.4,29.5,147006,2016-08-02 15:31:55:910
2.437,-10.508,0.09,0.17,-2.334,0.799,1.9,32.8,30.1,147108,2016-08-02 15:31:56:012
0.248,-9.139,-2.762,0.614,0.94,0.584,1.9,32.8,30.1,147208,2016-08-02 15:31:56:112
1.705,-11.715,-3.369,0.614,0.94,0.584,5.2,37.5,24.0,147307,2016-08-02 15:31:56:211
1.705,-11.715,-3.369,0.614,0.94,0.584,5.2,37.5,24.0,147408,2016-08-02 15:31:56:312
3.886,-7.805,1.025,-1.805,-0.998,-1.371,6.6,41.2,19.1,147508,2016-08-02 15:31:56:412
3.886,-7.805,1.025,-1.805,-0.998,-1.371,6.6,41.2,19.1,147607,2016-08-02 15:31:56:511
-2.269,-3.336,-1.181,1.283,-2.218,0.379,2.5,38.8,21.6,147708,2016-08-02 15:31:56:612
-2.269,-3.336,-1.181,1.283,-2.218,0.379,2.5,38.8,21.6,147808,2016-08-02 15:31:56:712
-5.904,-17.258,0.339,0.425,0.85,-0.068,0.1,34.2,28.4,147906,2016-08-02 15:31:56:810
-5.904,-17.258,0.339,0.425,0.85,-0.068,0.1,34.2,28.4,148007,2016-08-02 15:31:56:911
2.883,-10.56,-3.679,0.425,0.85,-0.068,1.0,32.2,31.6,148108,2016-08-02 15:31:57:012
2.883,-10.56,-3.679,1.326,1.952,0.723,1.0,32.2,31.6,148207,2016-08-02 15:31:57:111
0.441,-10.232,-1.883,1.326,1.952,0.723,3.7,37.0,27.0,148308,2016-08-02 15:31:57:212
-1.276,-13.642,-3.813,-0.918,-0.644,-0.938,3.7,37.0,27.0,148408,2016-08-02 15:31:57:312
-1.276,-13.642,-3.813,-0.918,-0.644,-0.938,4.6,41.5,20.6,148508,2016-08-02 15:31:57:412
5.645,-8.935,1.848,-0.918,-0.644,-0.938,4.6,41.5,20.6,148609,2016-08-02 15:31:57:513
5.645,-8.935,1.848,-0.643,-0.279,-1.651,1.9,41.5,20.6,148708,2016-08-02 15:31:57:612
-2.674,-4.101,0.144,-0.643,-0.279,-1.651,1.9,41.5,20.6,148808,2016-08-02 15:31:57:712
-2.674,-4.101,0.144,-0.655,-1.382,-0.508,-1.1,36.2,26.5,148907,2016-08-02 15:31:57:811
-5.353,-15.725,1.438,-0.655,-1.382,-0.508,-1.1,36.2,26.5,149008,2016-08-02 15:31:57:912
-5.353,-15.725,1.438,-0.655,-1.382,-0.508,-2.0,32.8,31.4,149107,2016-08-02 15:31:58:011
3.739,-19.204,4.16,0.274,-1.581,2.4,-2.0,32.8,31.4,149208,2016-08-02 15:31:58:112
0.131,-10.04,-0.606,0.274,-1.581,2.4,1.0,34.6,29.5,149308,2016-08-02 15:31:58:212
0.131,-10.04,-0.606,0.969,0.789,0.894,1.0,34.6,29.5,149407,2016-08-02 15:31:58:311
2.049,-12.693,-4.484,0.969,0.789,0.894,2.5,39.2,23.1,149506,2016-08-02 15:31:58:410
2.049,-12.693,-4.484,-2.956,-0.002,-1.321,2.5,39.2,23.1,149607,2016-08-02 15:31:58:511
-3.6,-11.575,-1.153,-2.956,-0.002,-1.321,2.6,41.6,19.4,149708,2016-08-02 15:31:58:612
-3.6,-11.575,-1.153,-2.956,-0.002,-1.321,2.6,41.6,19.4,149808,2016-08-02 15:31:58:712
-3.349,-2.766,1.433,-0.026,-2.742,0.033,-0.4,38.1,23.4,149908,2016-08-02 15:31:58:812
-3.349,-2.766,1.433,-0.026,-2.742,0.033,-0.4,38.1,23.4,150008,2016-08-02 15:31:58:912
-0.886,-4.453,-0.973,0.132,-1.347,1.857,-1.9,33.4,29.9,150108,2016-08-02 15:31:59:012
-1.369,-9.114,3.233,0.132,-1.347,1.857,-1.9,33.4,29.9,150208,2016-08-02 15:31:59:112
-1.369,-9.114,3.233,0.132,-1.347,1.857,-0.5,31.6,31.6,150309,2016-08-02 15:31:59:213
-0.638,-8.808,-0.985,1.0,0.189,-0.116,-0.5,31.6,31.6,150408,2016-08-02 15:31:59:312
-0.638,-8.808,-0.985,1.0,0.189,-0.116,1.9,35.5,26.2,150508,2016-08-02 15:31:59:412
3.22,-12.265,3.471,-0.55,0.623,0.462,1.9,35.5,26.2,150610,2016-08-02 15:31:59:514
3.22,-12.265,3.471,-0.55,0.623,0.462,3.5,40.3,19.3,150708,2016-08-02 15:31:59:612
-3.716,-14.284,-0.603,-1.438,0.772,-1.419,3.5,40.3,19.3,150808,2016-08-02 15:31:59:712
-3.716,-14.284,-0.603,-1.438,0.772,-1.419,1.3,40.4,19.1,150909,2016-08-02 15:31:59:813
-2.797,-2.928,2.045,-1.438,0.772,-1.419,1.3,40.4,19.1,151008,2016-08-02 15:31:59:912
4.24,-11.776,-7.21,1.779,-1.213,1.111,0.2,35.3,25.6,151106,2016-08-02 15:32:00:010
4.24,-11.776,-7.21,1.779,-1.213,1.111,0.2,35.3,25.6,151209,2016-08-02 15:32:00:113
-4.447,-6.515,3.736,1.543,2.312,-0.195,-0.1,32.1,30.7,151310,2016-08-02 15:32:00:214
-4.447,-6.515,3.736,1.543,2.312,-0.195,-0.1,32.1,30.7,151408,2016-08-02 15:32:00:312
-2.766,-9.741,0.113,0.749,0.493,0.672,2.5,34.4,29.2,151512,2016-08-02 15:32:00:416
-2.766,-9.741,0.113,0.749,0.493,0.672,2.5,34.4,29.2,151608,2016-08-02 15:32:00:512
-2.516,-12.249,-1.997,0.749,0.493,0.672,2.5,34.4,29.2,151708,2016-08-02 15:32:00:612
-2.992,-15.504,1.266,-1.704,-0.959,-1.011,3.8,38.6,23.1,151811,2016-08-02 15:32:00:715
-2.992,-15.504,1.266,-1.704,-0.959,-1.011,3.8,38.6,23.1,151908,2016-08-02 15:32:00:812
2.04,-5.51,-1.494,-1.251,1.397,-1.346,4.4,41.2,19.2,152008,2016-08-02 15:32:00:912
2.04,-5.51,-1.494,-1.251,1.397,-1.346,4.4,41.2,19.2,152110,2016-08-02 15:32:01:014
3.253,-19.609,-14.323,-1.251,1.397,-1.346,0.7,36.8,23.3,152208,2016-08-02 15:32:01:112
3.253,-19.609,-14.323,-0.852,-1.1,-1.232,0.7,36.8,23.3,152308,2016-08-02 15:32:01:212
-1.045,-9.449,-5.465,-0.852,-1.1,-1.232,-1.4,32.3,29.3,152410,2016-08-02 15:32:01:314
-1.045,-9.449,-5.465,0.068,-2.224,1.725,-1.4,32.3,29.3,152508,2016-08-02 15:32:01:412
-0.545,-6.415,-1.953,0.068,-2.224,1.725,-0.3,31.3,30.1,152609,2016-08-02 15:32:01:513
2.04,-11.298,2.095,0.483,-0.019,0.747,-0.3,31.3,30.1,152707,2016-08-02 15:32:01:611
2.04,-11.298,2.095,0.483,-0.019,0.747,1.9,36.1,24.4,152808,2016-08-02 15:32:01:712
-2.147,-14.864,-1.232,0.483,-0.019,0.747,1.9,36.1,24.4,152908,2016-08-02 15:32:01:812
-2.147,-14.864,-1.232,-2.106,-0.392,-0.885,2.8,39.4,19.8,153010,2016-08-02 15:32:01:914
2.608,-7.118,-1.848,-2.106,-0.392,-0.885,2.8,39.4,19.8,153108,2016-08-02 15:32:02:012
2.608,-7.118,-1.848,0.841,-2.532,0.199,0.5,36.7,22.2,153207,2016-08-02 15:32:02:111
-2.36,-15.959,-8.097,0.841,-2.532,0.199,0.5,36.7,22.2,153312,2016-08-02 15:32:02:216
-2.36,-15.959,-8.097,0.841,-2.532,0.199,0.1,31.7,29.2,153408,2016-08-02 15:32:02:312
1.159,-2.498,0.781,-0.225,0.98,-0.275,0.1,31.7,29.2,153509,2016-08-02 15:32:02:413
0.524,-6.846,1.1,-0.225,0.98,-0.275,0.2,30.5,31.5,153612,2016-08-02 15:32:02:516
0.524,-6.846,1.1,1.482,1.593,0.025,0.2,30.5,31.5,153708,2016-08-02 15:32:02:612
1.525,-11.088,-2.969,1.482,1.593,0.025,2.8,35.5,26.8,153808,2016-08-02 15:32:02:712
1.525,-11.088,-2.969,1.482,1.593,0.025,2.8,35.5,26.8,153906,2016-08-02 15:32:02:810
-2.454,-16.248,-1.038,-0.699,0.278,-0.566,3.4,40.1,20.7,154008,2016-08-02 15:32:02:912
-2.454,-16.248,-1.038,-0.699,0.278,-0.566,3.4,40.1,20.7,154107,2016-08-02 15:32:03:011
2.42,-7.095,-1.955,-1.367,0.254,-1.823,1.9,39.8,20.6,154208,2016-08-02 15:32:03:112
2.42,-7.095,-1.955,-1.367,0.254,-1.823,1.9,39.8,20.6,154308,2016-08-02 15:32:03:212
-3.853,-12.63,-6.413,-1.157,-0.387,-1.608,-1.4,34.8,26.5,154408,2016-08-02 15:32:03:312
-3.853,-12.63,-6.413,-1.157,-0.387,-1.608,-1.4,34.8,26.5,154507,2016-08-02 15:32:03:411
-2.795,-19.609,-2.43,-1.157,-0.387,-1.608,-2.9,31.3,31.6,154608,2016-08-02 15:32:03:512
4.331,-6.227,-5.751,0.843,-2.453,1.133,-2.9,31.3,31.6,154708,2016-08-02 15:32:03:612
4.331,-6.227,-5.751,0.843,-2.453,1.133,0.5,33.4,29.3,154808,2016-08-02 15:32:03:712
0.849,-9.493,0.48,1.133,0.333,1.033,0.5,33.4,29.3,154908,2016-08-02 15:32:03:812
0.849,-9.493,0.48,1.133,0.333,1.033,2.9,38.5,22.4,155008,2016-08-02 15:32:03:912
1.14,-10.883,-5.692,-3.797,0.23,-1.13,2.9,38.5,22.4,155108,2016-08-02 15:32:04:012
1.14,-10.883,-5.692,-3.797,0.23,-1.13,3.2,41.8,17.8,155209,2016-08-02 15:32:04:113
0.555,-8.288,-0.359,-3.797,0.23,-1.13,3.2,41.8,17.8,155308,2016-08-02 15:32:04:212
0.555,-8.288,-0.359,-0.745,-3.027,-0.492,3.2,41.8,17.8,155407,2016-08-02 15:32:04:311
0.822,-4.848,-5.161,-0.745,-3.027,-0.492,-0.1,38.8,22.0,155509,2016-08-02 15:32:04:413
-1.513,-18.405,-5.039,1.037,-1.653,1.289,-1.9,33.5,30.4,155608,2016-08-02 15:32:04:512
-1.513,-18.405,-5.039,1.037,-1.653,1.289,-1.9,33.5,30.4,155708,2016-08-02 15:32:04:612
5.197,-14.596,-6.432,1.037,-1.653,1.289,-1.9,33.5,30.4,155808,2016-08-02 15:32:04:712
5.197,-14.596,-6.432,0.791,4.64,0.339,-2.0,31.1,33.6,155906,2016-08-02 15:32:04:810
-2.782,-9.285,-1.973,0.791,4.64,0.339,-2.0,31.1,33.6,156007,2016-08-02 15:32:04:911
-2.782,-9.285,-1.973,0.047,-0.008,-0.015,-0.1,35.5,29.0,156107,2016-08-02 15:32:05:011
-0.092,-13.242,-6.767,0.047,-0.008,-0.015,-0.1,35.5,29.0,156208,2016-08-02 15:32:05:112
-0.092,-13.242,-6.767,0.047,-0.008,-0.015,0.6,40.3,21.7,156308,2016-08-02 15:32:05:212
0.373,-9.721,1.624,-1.103,-0.334,-1.196,0.6,40.3,21.7,156408,2016-08-02 15:32:05:312
-1.744,-1.443,1.143,-1.103,-0.334,-1.196,-1.1,40.4,20.4,156508,2016-08-02 15:32:05:412
-1.744,-1.443,1.143,2.33,-1.823,0.617,-1.1,40.4,20.4,156608,2016-08-02 15:32:05:512
-8.191,-19.55,-1.314,2.33,-1.823,0.617,-3.2,35.9,25.2,156708,2016-08-02 15:32:05:612
-8.191,-19.55,-1.314,1.784,3.669,0.914,-3.2,35.9,25.2,156808,2016-08-02 15:32:05:712
7.449,-18.757,1.99,1.784,3.669,0.914,-3.8,31.9,30.8,156908,2016-08-02 15:32:05:812
7.449,-18.757,1.99,1.784,3.669,0.914,-3.8,31.9,30.8,157008,2016-08-02 15:32:05:912
-0.722,-9.857,-1.869,1.494,0.17,0.822,-0.4,33.7,30.0,157107,2016-08-02 15:32:06:011
-0.722,-9.857,-1.869,1.494,0.17,0.822,-0.4,33.7,30.0,157207,2016-08-02 15:32:06:111
1.646,-11.596,0.772,-1.843,0.408,-0.835,1.6,38.6,23.9,157309,2016-08-02 15:32:06:213
-6.394,-13.655,-3.027,-1.843,0.408,-0.835,1.6,38.6,23.9,157408,2016-08-02 15:32:06:312
-6.394,-13.655,-3.027,-1.843,0.408,-0.835,3.3,41.6,19.6,157508,2016-08-02 15:32:06:412
-2.394,-2.775,1.771,-0.771,-1.283,-1.387,3.3,41.6,19.6,157608,2016-08-02 15:32:06:512
-2.394,-2.775,1.771,-0.771,-1.283,-1.387,1.1,38.3,23.3,157708,2016-08-02 15:32:06:612
4.554,-9.373,-6.424,-1.005,-2.094,-1.721,1.1,38.3,23.3,157807,2016-08-02 15:32:06:711
4.554,-9.373,-6.424,-1.005,-2.094,-1.721,-0.6,34.6,29.4,157907,2016-08-02 15:32:06:811
-0.872,-6.879,4.882,-0.101,-2.587,1.471,-0.6,34.6,29.4,158008,2016-08-02 15:32:06:912
-0.872,-6.879,4.882,-0.101,-2.587,1.471,0.2,33.1,31.0,158106,2016-08-02 15:32:07:010
-1.826,-9.736,0.401,-0.101,-2.587,1.471,0.2,33.1,31.0,158208,2016-08-02 15:32:07:112
0.413,-11.595,-0.747,0.789,0.356,0.83,3.2,36.5,25.8,158308,2016-08-02 15:32:07:212
0.413,-11.595,-0.747,0.789,0.356,0.83,3.2,36.5,25.8,158408,2016-08-02 15:32:07:312
-4.639,-14.53,3.11,-2.808,-0.038,-1.115,5.4,40.1,20.0,158508,2016-08-02 15:32:07:412
-4.639,-14.53,3.11,-2.808,-0.038,-1.115,5.4,40.1,20.0,158607,2016-08-02 15:32:07:511
-1.018,-5.723,-0.848,-2.808,-0.038,-1.115,3.5,38.9,21.6,158708,2016-08-02 15:32:07:612
-1.018,-5.723,-0.848,-0.03,-1.925,-0.336,3.5,38.9,21.6,158808,2016-08-02 15:32:07:712
10.534,-19.609,-12.762,-0.03,-1.925,-0.336,1.8,34.7,27.7,158908,2016-08-02 15:32:07:812
10.534,-19.609,-12.762,0.155,-1.163,0.476,1.8,34.7,27.7,159008,2016-08-02 15:32:07:912
-2.519,-8.758,1.496,0.155,-1.163,0.476,2.0,31.0,32.3,159108,2016-08-02 15:32:08:012
-5.274,-8.354,-0.263,1.259,1.943,-0.099,2.0,31.0,32.3,159207,2016-08-02 15:32:08:111
-5.274,-8.354,-0.263,1.259,1.943,-0.099,6.9,32.5,30.1,159308,2016-08-02 15:32:08:212
-0.611,-11.08,1.527,1.259,1.943,-0.099,6.9,32.5,30.1,159408,2016-08-02 15:32:08:312
-0.611,-11.08,1.527,0.102,0.418,0.502,9.5,35.3,25.0,159508,2016-08-02 15:32:08:412
2.289,-11.811,-3.154,0.102,0.418,0.502,9.5,35.3,25.0,159608,2016-08-02 15:32:08:512
2.289,-11.811,-3.154,-1.867,-1.404,-0.991,10.9,37.6,21.7,159708,2016-08-02 15:32:08:612
2.059,-11.111,0.824,-1.867,-1.404,-0.991,10.9,37.6,21.7,159808,2016-08-02 15:32:08:712
2.059,-11.111,0.824,-1.867,-1.404,-0.991,11.6,34.6,24.6,159908,2016-08-02 15:32:08:812
-2.706,-5.267,-2.839,0.775,-2.9,0.139,11.6,34.6,24.6,160008,2016-08-02 15:32:08:912
-2.681,-15.025,-1.56,0.775,-2.9,0.139,14.6,29.9,27.8,160107,2016-08-02 15:32:09:011
-2.681,-15.025,-1.56,-0.242,0.551,-0.427,14.6,29.9,27.8,160208,2016-08-02 15:32:09:112
3.44,-14.724,-3.17,-0.242,0.551,-0.427,18.1,28.7,26.2,160309,2016-08-02 15:32:09:213
3.44,-14.724,-3.17,1.265,0.216,0.549,18.1,28.7,26.2,160409,2016-08-02 15:32:09:313
-0.938,-9.977,-0.663,1.265,0.216,0.549,22.0,30.4,20.5,160506,2016-08-02 15:32:09:410
-0.938,-9.977,-0.663,1.265,0.216,0.549,22.0,30.4,20.5,160608,2016-08-02 15:32:09:512
3.95,-12.497,-1.764,-0.137,0.674,0.273,24.9,32.2,14.2,160709,2016-08-02 15:32:09:613
3.95,-12.497,-1.764,-0.137,0.674,0.273,24.9,32.2,14.2,160808,2016-08-02 15:32:09:712
-0.974,-13.258,-1.134,-0.999,0.676,-1.245,24.9,32.2,14.2,160908,2016-08-02 15:32:09:812
-3.042,-4.198,1.448,-0.999,0.676,-1.245,26.1,33.3,11.6,161008,2016-08-02 15:32:09:912
